ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
JD2602-C-2600.DCE,20251231,DCE,328.5,328.5,0.0,0.0,0.0,331.5,331.5,0.0,0.0,0.0
JD2602-C-2650.DCE,20251231,DCE,279.5,279.5,0.0,0.0,0.0,282.5,282.5,0.0,0.0,13.0
JD2602-C-2700.DCE,20251231,DCE,232.0,232.0,0.0,0.0,0.0,234.5,234.5,0.0,0.0,47.0
JD2602-C-2750.DCE,20251231,DCE,186.0,193.0,196.5,196.5,179.5,180.0,188.5,76.0,14.17,107.0
JD2602-C-2800.DCE,20251231,DCE,143.0,150.0,151.0,153.0,137.0,141.0,145.5,329.0,46.76,675.0
JD2602-C-2850.DCE,20251231,DCE,105.0,110.0,111.0,114.0,97.5,100.5,106.5,395.0,40.86,589.0
JD2602-C-2900.DCE,20251231,DCE,73.0,77.0,74.0,79.0,66.0,69.0,74.0,704.0,50.64,1567.0
JD2602-C-2950.DCE,20251231,DCE,48.0,50.5,51.0,52.0,42.0,45.0,48.5,1448.0,66.61,3251.0
JD2602-C-3000.DCE,20251231,DCE,30.5,33.0,31.0,35.5,27.5,30.0,30.5,5836.0,181.04,6665.0
JD2602-C-3050.DCE,20251231,DCE,19.5,21.0,19.0,23.0,17.0,18.0,19.0,2789.0,53.67,4432.0
JD2602-C-3100.DCE,20251231,DCE,12.5,14.5,15.0,17.0,11.5,12.0,11.5,6459.0,88.6,11469.0
JD2602-C-3150.DCE,20251231,DCE,8.5,9.5,9.5,10.5,7.0,7.5,7.5,2791.0,22.72,9740.0
JD2602-C-3200.DCE,20251231,DCE,6.0,7.0,7.0,8.0,4.5,6.5,5.0,2986.0,17.26,7673.0
JD2602-C-3250.DCE,20251231,DCE,4.5,5.0,5.5,5.5,3.0,3.0,3.5,762.0,2.96,1937.0
JD2602-C-3300.DCE,20251231,DCE,3.5,4.5,5.0,5.0,3.0,3.5,3.0,996.0,3.48,5625.0
JD2602-C-3350.DCE,20251231,DCE,3.0,4.0,3.0,3.5,2.5,2.5,2.5,351.0,1.02,1494.0
JD2602-C-3400.DCE,20251231,DCE,2.5,3.0,2.5,2.5,1.5,1.5,2.0,572.0,1.09,2444.0
JD2602-C-3450.DCE,20251231,DCE,2.5,1.5,1.5,2.5,1.0,1.5,1.5,530.0,0.66,750.0
JD2602-C-3500.DCE,20251231,DCE,2.0,2.5,2.0,2.0,1.0,1.5,1.5,240.0,0.38,1367.0
JD2602-C-3550.DCE,20251231,DCE,1.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,309.0
JD2602-C-3600.DCE,20251231,DCE,1.5,2.0,1.5,1.5,1.0,1.5,1.0,33.0,0.05,1253.0
JD2602-C-3700.DCE,20251231,DCE,1.0,1.5,2.0,2.0,1.0,1.5,1.0,1996.0,2.21,11681.0
JD2602-P-2600.DCE,20251231,DCE,0.5,1.0,1.0,1.5,1.0,1.5,0.5,73.0,0.1,1044.0
JD2602-P-2650.DCE,20251231,DCE,2.0,1.5,2.0,2.0,1.5,2.0,1.5,306.0,0.55,2172.0
JD2602-P-2700.DCE,20251231,DCE,4.0,3.0,3.5,4.5,3.0,4.5,3.5,851.0,3.16,2505.0
JD2602-P-2750.DCE,20251231,DCE,8.0,6.0,7.5,7.5,6.0,6.5,7.5,820.0,5.42,4135.0
JD2602-P-2800.DCE,20251231,DCE,15.0,13.5,15.0,15.5,12.5,13.0,14.5,1674.0,23.6,6282.0
JD2602-P-2850.DCE,20251231,DCE,27.0,23.0,24.5,27.0,22.5,26.0,25.5,2463.0,61.42,2800.0
JD2602-P-2900.DCE,20251231,DCE,45.0,40.5,43.0,46.0,39.5,43.0,43.0,1535.0,65.39,2954.0
JD2602-P-2950.DCE,20251231,DCE,70.0,65.0,68.0,72.0,63.0,65.0,67.5,815.0,54.89,1344.0
JD2602-P-3000.DCE,20251231,DCE,102.5,95.0,97.0,107.0,95.5,101.5,99.5,306.0,30.72,1097.0
JD2602-P-3050.DCE,20251231,DCE,141.5,132.5,132.5,145.5,132.0,140.0,137.5,756.0,104.45,718.0
JD2602-P-3100.DCE,20251231,DCE,184.5,177.5,175.5,179.0,175.5,178.5,180.5,101.0,18.04,370.0
JD2602-P-3150.DCE,20251231,DCE,230.5,221.5,220.0,231.0,220.0,228.5,226.5,20.0,4.55,269.0
JD2602-P-3200.DCE,20251231,DCE,278.0,278.0,0.0,0.0,0.0,274.0,274.0,0.0,0.0,268.0
JD2602-P-3250.DCE,20251231,DCE,326.5,324.0,0.0,0.0,0.0,322.5,322.5,0.0,0.0,108.0
JD2602-P-3300.DCE,20251231,DCE,375.5,375.5,0.0,0.0,0.0,372.0,372.0,0.0,0.0,37.0
JD2602-P-3350.DCE,20251231,DCE,425.0,425.0,0.0,0.0,0.0,421.5,421.5,0.0,0.0,0.0
