ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
SC2506C495.INE,INE,原油期权2506C495,1000.0,OPSC2506.INE,期货期权,C,美式,495.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P540.INE,INE,原油期权2506P540,1000.0,OPSC2506.INE,期货期权,P,美式,540.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C450.INE,INE,原油期权2506C450,1000.0,OPSC2506.INE,期货期权,C,美式,450.0,202506,20250514,,20250408,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P570.INE,INE,原油期权2506P570,1000.0,OPSC2506.INE,期货期权,P,美式,570.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P530.INE,INE,原油期权2506P530,1000.0,OPSC2506.INE,期货期权,P,美式,530.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P475.INE,INE,原油期权2506P475,1000.0,OPSC2506.INE,期货期权,P,美式,475.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P390.INE,INE,原油期权2506P390,1000.0,OPSC2506.INE,期货期权,P,美式,390.0,202506,20250514,,20250506,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C475.INE,INE,原油期权2506C475,1000.0,OPSC2506.INE,期货期权,C,美式,475.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P560.INE,INE,原油期权2506P560,1000.0,OPSC2506.INE,期货期权,P,美式,560.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C600.INE,INE,原油期权2506C600,1000.0,OPSC2506.INE,期货期权,C,美式,600.0,202506,20250514,,20250326,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P600.INE,INE,原油期权2506P600,1000.0,OPSC2506.INE,期货期权,P,美式,600.0,202506,20250514,,20250326,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C540.INE,INE,原油期权2506C540,1000.0,OPSC2506.INE,期货期权,C,美式,540.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C435.INE,INE,原油期权2506C435,1000.0,OPSC2506.INE,期货期权,C,美式,435.0,202506,20250514,,20250408,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P480.INE,INE,原油期权2506P480,1000.0,OPSC2506.INE,期货期权,P,美式,480.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C455.INE,INE,原油期权2506C455,1000.0,OPSC2506.INE,期货期权,C,美式,455.0,202506,20250514,,20250317,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C425.INE,INE,原油期权2506C425,1000.0,OPSC2506.INE,期货期权,C,美式,425.0,202506,20250514,,20250410,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P520.INE,INE,原油期权2506P520,1000.0,OPSC2506.INE,期货期权,P,美式,520.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C480.INE,INE,原油期权2506C480,1000.0,OPSC2506.INE,期货期权,C,美式,480.0,202506,20250514,,20250314,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P420.INE,INE,原油期权2506P420,1000.0,OPSC2506.INE,期货期权,P,美式,420.0,202506,20250514,,20250410,20250514,20250514,20250514,人民币元/桶,0.05
SC2506P590.INE,INE,原油期权2506P590,1000.0,OPSC2506.INE,期货期权,P,美式,590.0,202506,20250514,,20250324,20250514,20250514,20250514,人民币元/桶,0.05
SC2506C590.INE,INE,原油期权2506C590,1000.0,OPSC2506.INE,期货期权,C,美式,590.0,202506,20250514,,20250324,20250514,20250514,20250514,人民币元/桶,0.05
SC2505P590.INE,INE,原油期权2505P590,1000.0,OPSC2505.INE,期货期权,P,美式,590.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C460.INE,INE,原油期权2505C460,1000.0,OPSC2505.INE,期货期权,C,美式,460.0,202505,20250414,,20250306,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P395.INE,INE,原油期权2505P395,1000.0,OPSC2505.INE,期货期权,P,美式,395.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P445.INE,INE,原油期权2505P445,1000.0,OPSC2505.INE,期货期权,P,美式,445.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C510.INE,INE,原油期权2505C510,1000.0,OPSC2505.INE,期货期权,C,美式,510.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C455.INE,INE,原油期权2505C455,1000.0,OPSC2505.INE,期货期权,C,美式,455.0,202505,20250414,,20250306,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P530.INE,INE,原油期权2505P530,1000.0,OPSC2505.INE,期货期权,P,美式,530.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P465.INE,INE,原油期权2505P465,1000.0,OPSC2505.INE,期货期权,P,美式,465.0,202505,20250414,,20250306,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P510.INE,INE,原油期权2505P510,1000.0,OPSC2505.INE,期货期权,P,美式,510.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C500.INE,INE,原油期权2505C500,1000.0,OPSC2505.INE,期货期权,C,美式,500.0,202505,20250414,,20250217,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C485.INE,INE,原油期权2505C485,1000.0,OPSC2505.INE,期货期权,C,美式,485.0,202505,20250414,,20250226,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P450.INE,INE,原油期权2505P450,1000.0,OPSC2505.INE,期货期权,P,美式,450.0,202505,20250414,,20250307,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C470.INE,INE,原油期权2505C470,1000.0,OPSC2505.INE,期货期权,C,美式,470.0,202505,20250414,,20250305,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C600.INE,INE,原油期权2505C600,1000.0,OPSC2505.INE,期货期权,C,美式,600.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C475.INE,INE,原油期权2505C475,1000.0,OPSC2505.INE,期货期权,C,美式,475.0,202505,20250414,,20250228,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P400.INE,INE,原油期权2505P400,1000.0,OPSC2505.INE,期货期权,P,美式,400.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C560.INE,INE,原油期权2505C560,1000.0,OPSC2505.INE,期货期权,C,美式,560.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P405.INE,INE,原油期权2505P405,1000.0,OPSC2505.INE,期货期权,P,美式,405.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P650.INE,INE,原油期权2505P650,1000.0,OPSC2505.INE,期货期权,P,美式,650.0,202505,20250414,,20250213,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C490.INE,INE,原油期权2505C490,1000.0,OPSC2505.INE,期货期权,C,美式,490.0,202505,20250414,,20250225,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P630.INE,INE,原油期权2505P630,1000.0,OPSC2505.INE,期货期权,P,美式,630.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C610.INE,INE,原油期权2505C610,1000.0,OPSC2505.INE,期货期权,C,美式,610.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P520.INE,INE,原油期权2505P520,1000.0,OPSC2505.INE,期货期权,P,美式,520.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P580.INE,INE,原油期权2505P580,1000.0,OPSC2505.INE,期货期权,P,美式,580.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C420.INE,INE,原油期权2505C420,1000.0,OPSC2505.INE,期货期权,C,美式,420.0,202505,20250414,,20250410,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P495.INE,INE,原油期权2505P495,1000.0,OPSC2505.INE,期货期权,P,美式,495.0,202505,20250414,,20250218,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P435.INE,INE,原油期权2505P435,1000.0,OPSC2505.INE,期货期权,P,美式,435.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P640.INE,INE,原油期权2505P640,1000.0,OPSC2505.INE,期货期权,P,美式,640.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C435.INE,INE,原油期权2505C435,1000.0,OPSC2505.INE,期货期权,C,美式,435.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C425.INE,INE,原油期权2505C425,1000.0,OPSC2505.INE,期货期权,C,美式,425.0,202505,20250414,,20250410,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P550.INE,INE,原油期权2505P550,1000.0,OPSC2505.INE,期货期权,P,美式,550.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P410.INE,INE,原油期权2505P410,1000.0,OPSC2505.INE,期货期权,P,美式,410.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C495.INE,INE,原油期权2505C495,1000.0,OPSC2505.INE,期货期权,C,美式,495.0,202505,20250414,,20250218,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C550.INE,INE,原油期权2505C550,1000.0,OPSC2505.INE,期货期权,C,美式,550.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P570.INE,INE,原油期权2505P570,1000.0,OPSC2505.INE,期货期权,P,美式,570.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P470.INE,INE,原油期权2505P470,1000.0,OPSC2505.INE,期货期权,P,美式,470.0,202505,20250414,,20250305,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C580.INE,INE,原油期权2505C580,1000.0,OPSC2505.INE,期货期权,C,美式,580.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C440.INE,INE,原油期权2505C440,1000.0,OPSC2505.INE,期货期权,C,美式,440.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C415.INE,INE,原油期权2505C415,1000.0,OPSC2505.INE,期货期权,C,美式,415.0,202505,20250414,,20250410,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C530.INE,INE,原油期权2505C530,1000.0,OPSC2505.INE,期货期权,C,美式,530.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C430.INE,INE,原油期权2505C430,1000.0,OPSC2505.INE,期货期权,C,美式,430.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P600.INE,INE,原油期权2505P600,1000.0,OPSC2505.INE,期货期权,P,美式,600.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C570.INE,INE,原油期权2505C570,1000.0,OPSC2505.INE,期货期权,C,美式,570.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C540.INE,INE,原油期权2505C540,1000.0,OPSC2505.INE,期货期权,C,美式,540.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C410.INE,INE,原油期权2505C410,1000.0,OPSC2505.INE,期货期权,C,美式,410.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C630.INE,INE,原油期权2505C630,1000.0,OPSC2505.INE,期货期权,C,美式,630.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C395.INE,INE,原油期权2505C395,1000.0,OPSC2505.INE,期货期权,C,美式,395.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P620.INE,INE,原油期权2505P620,1000.0,OPSC2505.INE,期货期权,P,美式,620.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P500.INE,INE,原油期权2505P500,1000.0,OPSC2505.INE,期货期权,P,美式,500.0,202505,20250414,,20250217,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P455.INE,INE,原油期权2505P455,1000.0,OPSC2505.INE,期货期权,P,美式,455.0,202505,20250414,,20250306,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P440.INE,INE,原油期权2505P440,1000.0,OPSC2505.INE,期货期权,P,美式,440.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P610.INE,INE,原油期权2505P610,1000.0,OPSC2505.INE,期货期权,P,美式,610.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C590.INE,INE,原油期权2505C590,1000.0,OPSC2505.INE,期货期权,C,美式,590.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P415.INE,INE,原油期权2505P415,1000.0,OPSC2505.INE,期货期权,P,美式,415.0,202505,20250414,,20250410,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C405.INE,INE,原油期权2505C405,1000.0,OPSC2505.INE,期货期权,C,美式,405.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P475.INE,INE,原油期权2505P475,1000.0,OPSC2505.INE,期货期权,P,美式,475.0,202505,20250414,,20250228,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P425.INE,INE,原油期权2505P425,1000.0,OPSC2505.INE,期货期权,P,美式,425.0,202505,20250414,,20250410,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C650.INE,INE,原油期权2505C650,1000.0,OPSC2505.INE,期货期权,C,美式,650.0,202505,20250414,,20250213,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P460.INE,INE,原油期权2505P460,1000.0,OPSC2505.INE,期货期权,P,美式,460.0,202505,20250414,,20250306,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C400.INE,INE,原油期权2505C400,1000.0,OPSC2505.INE,期货期权,C,美式,400.0,202505,20250414,,20250411,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P490.INE,INE,原油期权2505P490,1000.0,OPSC2505.INE,期货期权,P,美式,490.0,202505,20250414,,20250225,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P420.INE,INE,原油期权2505P420,1000.0,OPSC2505.INE,期货期权,P,美式,420.0,202505,20250414,,20250410,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C450.INE,INE,原油期权2505C450,1000.0,OPSC2505.INE,期货期权,C,美式,450.0,202505,20250414,,20250307,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C520.INE,INE,原油期权2505C520,1000.0,OPSC2505.INE,期货期权,C,美式,520.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C480.INE,INE,原油期权2505C480,1000.0,OPSC2505.INE,期货期权,C,美式,480.0,202505,20250414,,20250227,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C445.INE,INE,原油期权2505C445,1000.0,OPSC2505.INE,期货期权,C,美式,445.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P430.INE,INE,原油期权2505P430,1000.0,OPSC2505.INE,期货期权,P,美式,430.0,202505,20250414,,20250408,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P485.INE,INE,原油期权2505P485,1000.0,OPSC2505.INE,期货期权,P,美式,485.0,202505,20250414,,20250226,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P480.INE,INE,原油期权2505P480,1000.0,OPSC2505.INE,期货期权,P,美式,480.0,202505,20250414,,20250227,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P540.INE,INE,原油期权2505P540,1000.0,OPSC2505.INE,期货期权,P,美式,540.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C640.INE,INE,原油期权2505C640,1000.0,OPSC2505.INE,期货期权,C,美式,640.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C465.INE,INE,原油期权2505C465,1000.0,OPSC2505.INE,期货期权,C,美式,465.0,202505,20250414,,20250306,20250414,20250414,20250414,人民币元/桶,0.05
SC2505P560.INE,INE,原油期权2505P560,1000.0,OPSC2505.INE,期货期权,P,美式,560.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2505C620.INE,INE,原油期权2505C620,1000.0,OPSC2505.INE,期货期权,C,美式,620.0,202505,20250414,,20250210,20250414,20250414,20250414,人民币元/桶,0.05
SC2504C550.INE,INE,原油期权2504C550,1000.0,OPSC2504.INE,期货期权,C,美式,550.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C530.INE,INE,原油期权2504C530,1000.0,OPSC2504.INE,期货期权,C,美式,530.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C650.INE,INE,原油期权2504C650,1000.0,OPSC2504.INE,期货期权,C,美式,650.0,202504,20250313,,20250114,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C600.INE,INE,原油期权2504C600,1000.0,OPSC2504.INE,期货期权,C,美式,600.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P570.INE,INE,原油期权2504P570,1000.0,OPSC2504.INE,期货期权,P,美式,570.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P490.INE,INE,原油期权2504P490,1000.0,OPSC2504.INE,期货期权,P,美式,490.0,202504,20250313,,20250225,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C495.INE,INE,原油期权2504C495,1000.0,OPSC2504.INE,期货期权,C,美式,495.0,202504,20250313,,20250225,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C520.INE,INE,原油期权2504C520,1000.0,OPSC2504.INE,期货期权,C,美式,520.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C500.INE,INE,原油期权2504C500,1000.0,OPSC2504.INE,期货期权,C,美式,500.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P690.INE,INE,原油期权2504P690,1000.0,OPSC2504.INE,期货期权,P,美式,690.0,202504,20250313,,20250117,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P460.INE,INE,原油期权2504P460,1000.0,OPSC2504.INE,期货期权,P,美式,460.0,202504,20250313,,20250306,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P600.INE,INE,原油期权2504P600,1000.0,OPSC2504.INE,期货期权,P,美式,600.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C465.INE,INE,原油期权2504C465,1000.0,OPSC2504.INE,期货期权,C,美式,465.0,202504,20250313,,20250306,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P650.INE,INE,原油期权2504P650,1000.0,OPSC2504.INE,期货期权,P,美式,650.0,202504,20250313,,20250114,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P640.INE,INE,原油期权2504P640,1000.0,OPSC2504.INE,期货期权,P,美式,640.0,202504,20250313,,20250113,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C475.INE,INE,原油期权2504C475,1000.0,OPSC2504.INE,期货期权,C,美式,475.0,202504,20250313,,20250305,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P660.INE,INE,原油期权2504P660,1000.0,OPSC2504.INE,期货期权,P,美式,660.0,202504,20250313,,20250114,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P485.INE,INE,原油期权2504P485,1000.0,OPSC2504.INE,期货期权,P,美式,485.0,202504,20250313,,20250227,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P580.INE,INE,原油期权2504P580,1000.0,OPSC2504.INE,期货期权,P,美式,580.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P560.INE,INE,原油期权2504P560,1000.0,OPSC2504.INE,期货期权,P,美式,560.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C540.INE,INE,原油期权2504C540,1000.0,OPSC2504.INE,期货期权,C,美式,540.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C620.INE,INE,原油期权2504C620,1000.0,OPSC2504.INE,期货期权,C,美式,620.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C690.INE,INE,原油期权2504C690,1000.0,OPSC2504.INE,期货期权,C,美式,690.0,202504,20250313,,20250117,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P530.INE,INE,原油期权2504P530,1000.0,OPSC2504.INE,期货期权,P,美式,530.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P610.INE,INE,原油期权2504P610,1000.0,OPSC2504.INE,期货期权,P,美式,610.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C485.INE,INE,原油期权2504C485,1000.0,OPSC2504.INE,期货期权,C,美式,485.0,202504,20250313,,20250227,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C560.INE,INE,原油期权2504C560,1000.0,OPSC2504.INE,期货期权,C,美式,560.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C470.INE,INE,原油期权2504C470,1000.0,OPSC2504.INE,期货期权,C,美式,470.0,202504,20250313,,20250306,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C680.INE,INE,原油期权2504C680,1000.0,OPSC2504.INE,期货期权,C,美式,680.0,202504,20250313,,20250116,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C570.INE,INE,原油期权2504C570,1000.0,OPSC2504.INE,期货期权,C,美式,570.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P475.INE,INE,原油期权2504P475,1000.0,OPSC2504.INE,期货期权,P,美式,475.0,202504,20250313,,20250305,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C630.INE,INE,原油期权2504C630,1000.0,OPSC2504.INE,期货期权,C,美式,630.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C460.INE,INE,原油期权2504C460,1000.0,OPSC2504.INE,期货期权,C,美式,460.0,202504,20250313,,20250306,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C455.INE,INE,原油期权2504C455,1000.0,OPSC2504.INE,期货期权,C,美式,455.0,202504,20250313,,20250307,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P540.INE,INE,原油期权2504P540,1000.0,OPSC2504.INE,期货期权,P,美式,540.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P480.INE,INE,原油期权2504P480,1000.0,OPSC2504.INE,期货期权,P,美式,480.0,202504,20250313,,20250227,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C480.INE,INE,原油期权2504C480,1000.0,OPSC2504.INE,期货期权,C,美式,480.0,202504,20250313,,20250227,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C580.INE,INE,原油期权2504C580,1000.0,OPSC2504.INE,期货期权,C,美式,580.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P670.INE,INE,原油期权2504P670,1000.0,OPSC2504.INE,期货期权,P,美式,670.0,202504,20250313,,20250114,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P550.INE,INE,原油期权2504P550,1000.0,OPSC2504.INE,期货期权,P,美式,550.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P680.INE,INE,原油期权2504P680,1000.0,OPSC2504.INE,期货期权,P,美式,680.0,202504,20250313,,20250116,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P455.INE,INE,原油期权2504P455,1000.0,OPSC2504.INE,期货期权,P,美式,455.0,202504,20250313,,20250307,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P590.INE,INE,原油期权2504P590,1000.0,OPSC2504.INE,期货期权,P,美式,590.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P495.INE,INE,原油期权2504P495,1000.0,OPSC2504.INE,期货期权,P,美式,495.0,202504,20250313,,20250225,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C490.INE,INE,原油期权2504C490,1000.0,OPSC2504.INE,期货期权,C,美式,490.0,202504,20250313,,20250225,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P465.INE,INE,原油期权2504P465,1000.0,OPSC2504.INE,期货期权,P,美式,465.0,202504,20250313,,20250306,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P620.INE,INE,原油期权2504P620,1000.0,OPSC2504.INE,期货期权,P,美式,620.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C640.INE,INE,原油期权2504C640,1000.0,OPSC2504.INE,期货期权,C,美式,640.0,202504,20250313,,20250113,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C660.INE,INE,原油期权2504C660,1000.0,OPSC2504.INE,期货期权,C,美式,660.0,202504,20250313,,20250114,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C510.INE,INE,原油期权2504C510,1000.0,OPSC2504.INE,期货期权,C,美式,510.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C590.INE,INE,原油期权2504C590,1000.0,OPSC2504.INE,期货期权,C,美式,590.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P470.INE,INE,原油期权2504P470,1000.0,OPSC2504.INE,期货期权,P,美式,470.0,202504,20250313,,20250306,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P500.INE,INE,原油期权2504P500,1000.0,OPSC2504.INE,期货期权,P,美式,500.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P630.INE,INE,原油期权2504P630,1000.0,OPSC2504.INE,期货期权,P,美式,630.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P520.INE,INE,原油期权2504P520,1000.0,OPSC2504.INE,期货期权,P,美式,520.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C610.INE,INE,原油期权2504C610,1000.0,OPSC2504.INE,期货期权,C,美式,610.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504P510.INE,INE,原油期权2504P510,1000.0,OPSC2504.INE,期货期权,P,美式,510.0,202504,20250313,,20250110,20250313,20250313,20250313,人民币元/桶,0.05
SC2504C670.INE,INE,原油期权2504C670,1000.0,OPSC2504.INE,期货期权,C,美式,670.0,202504,20250313,,20250114,20250313,20250313,20250313,人民币元/桶,0.05
SC2503C520.INE,INE,原油期权2503C520,1000.0,OPSC2503.INE,期货期权,C,美式,520.0,202503,20250212,,20241216,20250212,20250212,20250212,人民币元/桶,0.05
SC2503P540.INE,INE,原油期权2503P540,1000.0,OPSC2503.INE,期货期权,P,美式,540.0,202503,20250212,,20241216,20250212,20250212,20250212,人民币元/桶,0.05
SC2503P650.INE,INE,原油期权2503P650,1000.0,OPSC2503.INE,期货期权,P,美式,650.0,202503,20250212,,20250114,20250212,20250212,20250212,人民币元/桶,0.05
SC2503P520.INE,INE,原油期权2503P520,1000.0,OPSC2503.INE,期货期权,P,美式,520.0,202503,20250212,,20241216,20250212,20250212,20250212,人民币元/桶,0.05
SC2503P690.INE,INE,原油期权2503P690,1000.0,OPSC2503.INE,期货期权,P,美式,690.0,202503,20250212,,20250114,20250212,20250212,20250212,人民币元/桶,0.05
SC2503C660.INE,INE,原油期权2503C660,1000.0,OPSC2503.INE,期货期权,C,美式,660.0,202503,20250212,,20250114,20250212,20250212,20250212,人民币元/桶,0.05
