ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
SC2606P445.INE,INE,原油期权2606P445,1000.0,OPSC2606.INE,期货期权,P,美式,445.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P450.INE,INE,原油期权2606P450,1000.0,OPSC2606.INE,期货期权,P,美式,450.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C445.INE,INE,原油期权2606C445,1000.0,OPSC2606.INE,期货期权,C,美式,445.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C455.INE,INE,原油期权2606C455,1000.0,OPSC2606.INE,期货期权,C,美式,455.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C430.INE,INE,原油期权2606C430,1000.0,OPSC2606.INE,期货期权,C,美式,430.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P510.INE,INE,原油期权2606P510,1000.0,OPSC2606.INE,期货期权,P,美式,510.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C420.INE,INE,原油期权2606C420,1000.0,OPSC2606.INE,期货期权,C,美式,420.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P455.INE,INE,原油期权2606P455,1000.0,OPSC2606.INE,期货期权,P,美式,455.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C450.INE,INE,原油期权2606C450,1000.0,OPSC2606.INE,期货期权,C,美式,450.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P430.INE,INE,原油期权2606P430,1000.0,OPSC2606.INE,期货期权,P,美式,430.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C460.INE,INE,原油期权2606C460,1000.0,OPSC2606.INE,期货期权,C,美式,460.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P465.INE,INE,原油期权2606P465,1000.0,OPSC2606.INE,期货期权,P,美式,465.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P440.INE,INE,原油期权2606P440,1000.0,OPSC2606.INE,期货期权,P,美式,440.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C490.INE,INE,原油期权2606C490,1000.0,OPSC2606.INE,期货期权,C,美式,490.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P425.INE,INE,原油期权2606P425,1000.0,OPSC2606.INE,期货期权,P,美式,425.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P385.INE,INE,原油期权2606P385,1000.0,OPSC2606.INE,期货期权,P,美式,385.0,202606,20260513,,20251127,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P405.INE,INE,原油期权2606P405,1000.0,OPSC2606.INE,期货期权,P,美式,405.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C415.INE,INE,原油期权2606C415,1000.0,OPSC2606.INE,期货期权,C,美式,415.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C405.INE,INE,原油期权2606C405,1000.0,OPSC2606.INE,期货期权,C,美式,405.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C540.INE,INE,原油期权2606C540,1000.0,OPSC2606.INE,期货期权,C,美式,540.0,202606,20260513,,20251113,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P475.INE,INE,原油期权2606P475,1000.0,OPSC2606.INE,期货期权,P,美式,475.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C480.INE,INE,原油期权2606C480,1000.0,OPSC2606.INE,期货期权,C,美式,480.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P540.INE,INE,原油期权2606P540,1000.0,OPSC2606.INE,期货期权,P,美式,540.0,202606,20260513,,20251113,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P400.INE,INE,原油期权2606P400,1000.0,OPSC2606.INE,期货期权,P,美式,400.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P490.INE,INE,原油期权2606P490,1000.0,OPSC2606.INE,期货期权,P,美式,490.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C380.INE,INE,原油期权2606C380,1000.0,OPSC2606.INE,期货期权,C,美式,380.0,202606,20260513,,20251218,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P480.INE,INE,原油期权2606P480,1000.0,OPSC2606.INE,期货期权,P,美式,480.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C390.INE,INE,原油期权2606C390,1000.0,OPSC2606.INE,期货期权,C,美式,390.0,202606,20260513,,20251125,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C530.INE,INE,原油期权2606C530,1000.0,OPSC2606.INE,期货期权,C,美式,530.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C510.INE,INE,原油期权2606C510,1000.0,OPSC2606.INE,期货期权,C,美式,510.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P530.INE,INE,原油期权2606P530,1000.0,OPSC2606.INE,期货期权,P,美式,530.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C410.INE,INE,原油期权2606C410,1000.0,OPSC2606.INE,期货期权,C,美式,410.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C465.INE,INE,原油期权2606C465,1000.0,OPSC2606.INE,期货期权,C,美式,465.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C485.INE,INE,原油期权2606C485,1000.0,OPSC2606.INE,期货期权,C,美式,485.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C425.INE,INE,原油期权2606C425,1000.0,OPSC2606.INE,期货期权,C,美式,425.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C520.INE,INE,原油期权2606C520,1000.0,OPSC2606.INE,期货期权,C,美式,520.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C395.INE,INE,原油期权2606C395,1000.0,OPSC2606.INE,期货期权,C,美式,395.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P415.INE,INE,原油期权2606P415,1000.0,OPSC2606.INE,期货期权,P,美式,415.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P495.INE,INE,原油期权2606P495,1000.0,OPSC2606.INE,期货期权,P,美式,495.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P435.INE,INE,原油期权2606P435,1000.0,OPSC2606.INE,期货期权,P,美式,435.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P500.INE,INE,原油期权2606P500,1000.0,OPSC2606.INE,期货期权,P,美式,500.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P390.INE,INE,原油期权2606P390,1000.0,OPSC2606.INE,期货期权,P,美式,390.0,202606,20260513,,20251125,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P410.INE,INE,原油期权2606P410,1000.0,OPSC2606.INE,期货期权,P,美式,410.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P485.INE,INE,原油期权2606P485,1000.0,OPSC2606.INE,期货期权,P,美式,485.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P520.INE,INE,原油期权2606P520,1000.0,OPSC2606.INE,期货期权,P,美式,520.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C500.INE,INE,原油期权2606C500,1000.0,OPSC2606.INE,期货期权,C,美式,500.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C440.INE,INE,原油期权2606C440,1000.0,OPSC2606.INE,期货期权,C,美式,440.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C385.INE,INE,原油期权2606C385,1000.0,OPSC2606.INE,期货期权,C,美式,385.0,202606,20260513,,20251127,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C400.INE,INE,原油期权2606C400,1000.0,OPSC2606.INE,期货期权,C,美式,400.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P420.INE,INE,原油期权2606P420,1000.0,OPSC2606.INE,期货期权,P,美式,420.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P380.INE,INE,原油期权2606P380,1000.0,OPSC2606.INE,期货期权,P,美式,380.0,202606,20260513,,20251218,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P395.INE,INE,原油期权2606P395,1000.0,OPSC2606.INE,期货期权,P,美式,395.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P470.INE,INE,原油期权2606P470,1000.0,OPSC2606.INE,期货期权,P,美式,470.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C435.INE,INE,原油期权2606C435,1000.0,OPSC2606.INE,期货期权,C,美式,435.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C475.INE,INE,原油期权2606C475,1000.0,OPSC2606.INE,期货期权,C,美式,475.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C470.INE,INE,原油期权2606C470,1000.0,OPSC2606.INE,期货期权,C,美式,470.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606C495.INE,INE,原油期权2606C495,1000.0,OPSC2606.INE,期货期权,C,美式,495.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2606P460.INE,INE,原油期权2606P460,1000.0,OPSC2606.INE,期货期权,P,美式,460.0,202606,20260513,,20251110,20260513,20260513,20260513,人民币元/桶,0.05
SC2605P410.INE,INE,原油期权2605P410,1000.0,OPSC2605.INE,期货期权,P,美式,410.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C450.INE,INE,原油期权2605C450,1000.0,OPSC2605.INE,期货期权,C,美式,450.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P375.INE,INE,原油期权2605P375,1000.0,OPSC2605.INE,期货期权,P,美式,375.0,202605,20260414,,20260109,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P390.INE,INE,原油期权2605P390,1000.0,OPSC2605.INE,期货期权,P,美式,390.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C440.INE,INE,原油期权2605C440,1000.0,OPSC2605.INE,期货期权,C,美式,440.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P465.INE,INE,原油期权2605P465,1000.0,OPSC2605.INE,期货期权,P,美式,465.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P460.INE,INE,原油期权2605P460,1000.0,OPSC2605.INE,期货期权,P,美式,460.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C395.INE,INE,原油期权2605C395,1000.0,OPSC2605.INE,期货期权,C,美式,395.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C475.INE,INE,原油期权2605C475,1000.0,OPSC2605.INE,期货期权,C,美式,475.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C445.INE,INE,原油期权2605C445,1000.0,OPSC2605.INE,期货期权,C,美式,445.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P485.INE,INE,原油期权2605P485,1000.0,OPSC2605.INE,期货期权,P,美式,485.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P480.INE,INE,原油期权2605P480,1000.0,OPSC2605.INE,期货期权,P,美式,480.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P450.INE,INE,原油期权2605P450,1000.0,OPSC2605.INE,期货期权,P,美式,450.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C420.INE,INE,原油期权2605C420,1000.0,OPSC2605.INE,期货期权,C,美式,420.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C430.INE,INE,原油期权2605C430,1000.0,OPSC2605.INE,期货期权,C,美式,430.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C495.INE,INE,原油期权2605C495,1000.0,OPSC2605.INE,期货期权,C,美式,495.0,202605,20260414,,20260115,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P430.INE,INE,原油期权2605P430,1000.0,OPSC2605.INE,期货期权,P,美式,430.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C415.INE,INE,原油期权2605C415,1000.0,OPSC2605.INE,期货期权,C,美式,415.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C490.INE,INE,原油期权2605C490,1000.0,OPSC2605.INE,期货期权,C,美式,490.0,202605,20260414,,20260113,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P470.INE,INE,原油期权2605P470,1000.0,OPSC2605.INE,期货期权,P,美式,470.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C485.INE,INE,原油期权2605C485,1000.0,OPSC2605.INE,期货期权,C,美式,485.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C435.INE,INE,原油期权2605C435,1000.0,OPSC2605.INE,期货期权,C,美式,435.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P445.INE,INE,原油期权2605P445,1000.0,OPSC2605.INE,期货期权,P,美式,445.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P420.INE,INE,原油期权2605P420,1000.0,OPSC2605.INE,期货期权,P,美式,420.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P415.INE,INE,原油期权2605P415,1000.0,OPSC2605.INE,期货期权,P,美式,415.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C460.INE,INE,原油期权2605C460,1000.0,OPSC2605.INE,期货期权,C,美式,460.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C390.INE,INE,原油期权2605C390,1000.0,OPSC2605.INE,期货期权,C,美式,390.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P385.INE,INE,原油期权2605P385,1000.0,OPSC2605.INE,期货期权,P,美式,385.0,202605,20260414,,20260106,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C425.INE,INE,原油期权2605C425,1000.0,OPSC2605.INE,期货期权,C,美式,425.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P455.INE,INE,原油期权2605P455,1000.0,OPSC2605.INE,期货期权,P,美式,455.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C480.INE,INE,原油期权2605C480,1000.0,OPSC2605.INE,期货期权,C,美式,480.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C400.INE,INE,原油期权2605C400,1000.0,OPSC2605.INE,期货期权,C,美式,400.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C380.INE,INE,原油期权2605C380,1000.0,OPSC2605.INE,期货期权,C,美式,380.0,202605,20260414,,20260106,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C455.INE,INE,原油期权2605C455,1000.0,OPSC2605.INE,期货期权,C,美式,455.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C470.INE,INE,原油期权2605C470,1000.0,OPSC2605.INE,期货期权,C,美式,470.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P405.INE,INE,原油期权2605P405,1000.0,OPSC2605.INE,期货期权,P,美式,405.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C410.INE,INE,原油期权2605C410,1000.0,OPSC2605.INE,期货期权,C,美式,410.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P495.INE,INE,原油期权2605P495,1000.0,OPSC2605.INE,期货期权,P,美式,495.0,202605,20260414,,20260115,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C405.INE,INE,原油期权2605C405,1000.0,OPSC2605.INE,期货期权,C,美式,405.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P380.INE,INE,原油期权2605P380,1000.0,OPSC2605.INE,期货期权,P,美式,380.0,202605,20260414,,20260106,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P395.INE,INE,原油期权2605P395,1000.0,OPSC2605.INE,期货期权,P,美式,395.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C385.INE,INE,原油期权2605C385,1000.0,OPSC2605.INE,期货期权,C,美式,385.0,202605,20260414,,20260106,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P440.INE,INE,原油期权2605P440,1000.0,OPSC2605.INE,期货期权,P,美式,440.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C465.INE,INE,原油期权2605C465,1000.0,OPSC2605.INE,期货期权,C,美式,465.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P435.INE,INE,原油期权2605P435,1000.0,OPSC2605.INE,期货期权,P,美式,435.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P400.INE,INE,原油期权2605P400,1000.0,OPSC2605.INE,期货期权,P,美式,400.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P425.INE,INE,原油期权2605P425,1000.0,OPSC2605.INE,期货期权,P,美式,425.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P475.INE,INE,原油期权2605P475,1000.0,OPSC2605.INE,期货期权,P,美式,475.0,202605,20260414,,20260105,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P490.INE,INE,原油期权2605P490,1000.0,OPSC2605.INE,期货期权,P,美式,490.0,202605,20260414,,20260113,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C500.INE,INE,原油期权2605C500,1000.0,OPSC2605.INE,期货期权,C,美式,500.0,202605,20260414,,20260115,20260414,20260414,20260414,人民币元/桶,0.05
SC2605P500.INE,INE,原油期权2605P500,1000.0,OPSC2605.INE,期货期权,P,美式,500.0,202605,20260414,,20260115,20260414,20260414,20260414,人民币元/桶,0.05
SC2605C375.INE,INE,原油期权2605C375,1000.0,OPSC2605.INE,期货期权,C,美式,375.0,202605,20260414,,20260109,20260414,20260414,20260414,人民币元/桶,0.05
SC2604C460.INE,INE,原油期权2604C460,1000.0,OPSC2604.INE,期货期权,C,美式,460.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C385.INE,INE,原油期权2604C385,1000.0,OPSC2604.INE,期货期权,C,美式,385.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C440.INE,INE,原油期权2604C440,1000.0,OPSC2604.INE,期货期权,C,美式,440.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P495.INE,INE,原油期权2604P495,1000.0,OPSC2604.INE,期货期权,P,美式,495.0,202604,20260313,,20260115,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P470.INE,INE,原油期权2604P470,1000.0,OPSC2604.INE,期货期权,P,美式,470.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P390.INE,INE,原油期权2604P390,1000.0,OPSC2604.INE,期货期权,P,美式,390.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C450.INE,INE,原油期权2604C450,1000.0,OPSC2604.INE,期货期权,C,美式,450.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P465.INE,INE,原油期权2604P465,1000.0,OPSC2604.INE,期货期权,P,美式,465.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C470.INE,INE,原油期权2604C470,1000.0,OPSC2604.INE,期货期权,C,美式,470.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C445.INE,INE,原油期权2604C445,1000.0,OPSC2604.INE,期货期权,C,美式,445.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P450.INE,INE,原油期权2604P450,1000.0,OPSC2604.INE,期货期权,P,美式,450.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P380.INE,INE,原油期权2604P380,1000.0,OPSC2604.INE,期货期权,P,美式,380.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C425.INE,INE,原油期权2604C425,1000.0,OPSC2604.INE,期货期权,C,美式,425.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C410.INE,INE,原油期权2604C410,1000.0,OPSC2604.INE,期货期权,C,美式,410.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P395.INE,INE,原油期权2604P395,1000.0,OPSC2604.INE,期货期权,P,美式,395.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C485.INE,INE,原油期权2604C485,1000.0,OPSC2604.INE,期货期权,C,美式,485.0,202604,20260313,,20251223,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C430.INE,INE,原油期权2604C430,1000.0,OPSC2604.INE,期货期权,C,美式,430.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C380.INE,INE,原油期权2604C380,1000.0,OPSC2604.INE,期货期权,C,美式,380.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C435.INE,INE,原油期权2604C435,1000.0,OPSC2604.INE,期货期权,C,美式,435.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P425.INE,INE,原油期权2604P425,1000.0,OPSC2604.INE,期货期权,P,美式,425.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C475.INE,INE,原油期权2604C475,1000.0,OPSC2604.INE,期货期权,C,美式,475.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P485.INE,INE,原油期权2604P485,1000.0,OPSC2604.INE,期货期权,P,美式,485.0,202604,20260313,,20251223,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C480.INE,INE,原油期权2604C480,1000.0,OPSC2604.INE,期货期权,C,美式,480.0,202604,20260313,,20251219,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C495.INE,INE,原油期权2604C495,1000.0,OPSC2604.INE,期货期权,C,美式,495.0,202604,20260313,,20260115,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C500.INE,INE,原油期权2604C500,1000.0,OPSC2604.INE,期货期权,C,美式,500.0,202604,20260313,,20260115,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P480.INE,INE,原油期权2604P480,1000.0,OPSC2604.INE,期货期权,P,美式,480.0,202604,20260313,,20251219,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C390.INE,INE,原油期权2604C390,1000.0,OPSC2604.INE,期货期权,C,美式,390.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P405.INE,INE,原油期权2604P405,1000.0,OPSC2604.INE,期货期权,P,美式,405.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C375.INE,INE,原油期权2604C375,1000.0,OPSC2604.INE,期货期权,C,美式,375.0,202604,20260313,,20260109,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P415.INE,INE,原油期权2604P415,1000.0,OPSC2604.INE,期货期权,P,美式,415.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P455.INE,INE,原油期权2604P455,1000.0,OPSC2604.INE,期货期权,P,美式,455.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P440.INE,INE,原油期权2604P440,1000.0,OPSC2604.INE,期货期权,P,美式,440.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P475.INE,INE,原油期权2604P475,1000.0,OPSC2604.INE,期货期权,P,美式,475.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C415.INE,INE,原油期权2604C415,1000.0,OPSC2604.INE,期货期权,C,美式,415.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P420.INE,INE,原油期权2604P420,1000.0,OPSC2604.INE,期货期权,P,美式,420.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P385.INE,INE,原油期权2604P385,1000.0,OPSC2604.INE,期货期权,P,美式,385.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C465.INE,INE,原油期权2604C465,1000.0,OPSC2604.INE,期货期权,C,美式,465.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P430.INE,INE,原油期权2604P430,1000.0,OPSC2604.INE,期货期权,P,美式,430.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C490.INE,INE,原油期权2604C490,1000.0,OPSC2604.INE,期货期权,C,美式,490.0,202604,20260313,,20251224,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C455.INE,INE,原油期权2604C455,1000.0,OPSC2604.INE,期货期权,C,美式,455.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P410.INE,INE,原油期权2604P410,1000.0,OPSC2604.INE,期货期权,P,美式,410.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P500.INE,INE,原油期权2604P500,1000.0,OPSC2604.INE,期货期权,P,美式,500.0,202604,20260313,,20260115,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C395.INE,INE,原油期权2604C395,1000.0,OPSC2604.INE,期货期权,C,美式,395.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P375.INE,INE,原油期权2604P375,1000.0,OPSC2604.INE,期货期权,P,美式,375.0,202604,20260313,,20260109,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P460.INE,INE,原油期权2604P460,1000.0,OPSC2604.INE,期货期权,P,美式,460.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P400.INE,INE,原油期权2604P400,1000.0,OPSC2604.INE,期货期权,P,美式,400.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C405.INE,INE,原油期权2604C405,1000.0,OPSC2604.INE,期货期权,C,美式,405.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604P445.INE,INE,原油期权2604P445,1000.0,OPSC2604.INE,期货期权,P,美式,445.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
SC2604C420.INE,INE,原油期权2604C420,1000.0,OPSC2604.INE,期货期权,C,美式,420.0,202604,20260313,,20251218,20260313,20260313,20260313,人民币元/桶,0.05
