maturity,days,strike,forward,moneyness,option_type,iv,volume,call_iv,put_iv,call_volume,put_volume
2604,17,25000,21788.167194838574,1.1474117935868549,call,82.6670591564517,63185.0,82.6670591564517,83.83403991531056,63185.0,116.0
2604,17,24000,21788.167194838574,1.1015153218433806,call,80.47323741059773,1376.0,80.47323741059773,117.28128169547864,1376.0,85.0
2604,17,23000,21788.167194838574,1.0556188500999064,call,75.2584875000318,4724.0,75.2584875000318,77.10603998440106,4724.0,138.0
2604,17,22000,21788.167194838574,1.0097223783564322,call,74.23681009790168,26668.0,74.23681009790168,74.445725851164,26668.0,1654.0
2604,17,21800,21788.167194838574,1.0005430840077374,put,76.2553161388891,171.0,73.64939544931964,76.2553161388891,117.0,171.0
2604,17,21700,21788.167194838574,0.99595343683339,call,74.28174420275246,360.0,74.28174420275246,75.17075563381817,360.0,352.0
2604,17,21600,21788.167194838574,0.9913637896590426,put,74.93436889901956,399.0,79.97326114238341,74.93436889901956,137.0,399.0
2604,17,21500,21788.167194838574,0.9867741424846952,put,74.12067266365385,321.0,75.72528549988282,74.12067266365385,132.0,321.0
2604,17,21400,21788.167194838574,0.9821844953103478,put,75.19339117220166,230.0,79.72023266474996,75.19339117220166,125.0,230.0
2604,17,21300,21788.167194838574,0.9775948481360003,put,74.27386639119963,127.0,76.78389527085776,74.27386639119963,78.0,127.0
2604,17,21200,21788.167194838574,0.9730052009616529,put,76.7470399073684,160.0,82.35800637374133,76.7470399073684,88.0,160.0
2604,17,21100,21788.167194838574,0.9684155537873055,put,74.97728315829299,258.0,79.69700563921069,74.97728315829299,64.0,258.0
2604,17,21000,21788.167194838574,0.9638259066129581,put,75.71558049747523,3699.0,73.91026821586422,75.71558049747523,966.0,3699.0
2604,17,20900,21788.167194838574,0.9592362594386107,put,73.40680751451568,268.0,,73.40680751451568,0.0,268.0
2604,17,20800,21788.167194838574,0.9546466122642633,put,75.89619898457904,718.0,,75.89619898457904,0.0,718.0
2604,17,20700,21788.167194838574,0.9500569650899158,put,74.30200891438587,202.0,,74.30200891438587,0.0,202.0
2604,17,20600,21788.167194838574,0.9454673179155684,put,74.47248423834047,227.0,,74.47248423834047,0.0,227.0
2604,17,20500,21788.167194838574,0.940877670741221,put,74.43028112694799,260.0,,74.43028112694799,0.0,260.0
2604,17,20400,21788.167194838574,0.9362880235668736,put,74.58803746606092,94.0,,74.58803746606092,0.0,94.0
2604,17,20300,21788.167194838574,0.9316983763925262,put,74.77190761062917,95.0,,74.77190761062917,0.0,95.0
2604,17,20200,21788.167194838574,0.9271087292181788,put,76.46971022830385,149.0,,76.46971022830385,0.0,149.0
2604,17,20100,21788.167194838574,0.9225190820438313,put,76.42232014329583,184.0,,76.42232014329583,0.0,184.0
2604,17,20000,21788.167194838574,0.9179294348694839,put,77.51570112654639,37912.0,77.7650015647794,77.51570112654639,602.0,37912.0
2604,17,19200,21788.167194838574,0.8812122574747046,put,80.08761430509816,58.0,,80.08761430509816,0.0,58.0
2604,17,19000,21788.167194838574,0.8720329631260096,put,81.09548855037609,5827.0,,81.09548855037609,0.0,5827.0
2604,17,18500,21788.167194838574,0.8490847272542726,put,82.49803630178954,106.0,,82.49803630178954,0.0,106.0
2604,17,18400,21788.167194838574,0.8444950800799251,put,85.94734417834154,81.0,,85.94734417834154,0.0,81.0
2604,17,18000,21788.167194838574,0.8261364913825355,put,87.14217465102102,30929.0,,87.14217465102102,0.0,30929.0
2604,17,26000,21788.167194838574,1.193308265330329,call,82.76040050413744,971.0,82.76040050413744,,971.0,0.0
2604,17,25200,21788.167194838574,1.1565910879355497,call,83.02919788576332,67.0,83.02919788576332,,67.0,0.0
2604,17,25100,21788.167194838574,1.1520014407612023,call,82.78061681828447,62.0,82.78061681828447,,62.0,0.0
2604,17,24800,21788.167194838574,1.13823249923816,call,81.40790424765422,132.0,81.40790424765422,,132.0,0.0
2604,17,24600,21788.167194838574,1.1290532048894653,call,80.26970012461356,57.0,80.26970012461356,,57.0,0.0
2604,17,24100,21788.167194838574,1.106104969017728,call,78.02344485875462,722.0,78.02344485875462,,722.0,0.0
2604,17,23800,21788.167194838574,1.0923360274946858,call,79.80167719519167,53.0,79.80167719519167,,53.0,0.0
2604,17,23300,21788.167194838574,1.0693877916229488,call,78.45226487921549,64.0,78.45226487921549,,64.0,0.0
2604,17,23200,21788.167194838574,1.0647981444486012,call,76.98004177889791,67.0,76.98004177889791,,67.0,0.0
2604,17,23100,21788.167194838574,1.0602084972742538,call,71.55140976894688,64.0,71.55140976894688,,64.0,0.0
2604,17,22900,21788.167194838574,1.051029202925559,call,74.71752872840109,491.0,74.71752872840109,,491.0,0.0
2604,17,22800,21788.167194838574,1.0464395557512116,call,75.29920669521944,355.0,75.29920669521944,,355.0,0.0
2604,17,22700,21788.167194838574,1.0418499085768642,call,75.14296604657393,248.0,75.14296604657393,,248.0,0.0
2604,17,22600,21788.167194838574,1.0372602614025168,call,76.11913952685619,302.0,76.11913952685619,,302.0,0.0
2604,17,22500,21788.167194838574,1.0326706142281694,call,76.06569505666961,196.0,76.06569505666961,,196.0,0.0
2604,17,22400,21788.167194838574,1.028080967053822,call,75.44800041493905,120.0,75.44800041493905,,120.0,0.0
2604,17,22300,21788.167194838574,1.0234913198794746,call,75.31132123422772,425.0,75.31132123422772,,425.0,0.0
2604,17,22200,21788.167194838574,1.0189016727051272,call,73.59579443827155,556.0,73.59579443827155,,556.0,0.0
2604,17,22100,21788.167194838574,1.0143120255307796,call,75.29375509917654,98.0,75.29375509917654,,98.0,0.0
