maturity,days,strike,forward,moneyness,option_type,iv,volume
2612,219,5000.0,4721.881746565996,1.0588998768629194,call,20.466170625374648,37.0
2612,219,4900.0,4721.881746565996,1.037721879325661,put,20.29243601282154,51.0
2612,219,4800.0,4721.881746565996,1.0165438817884027,call,20.1728678697146,83.0
2612,219,4700.0,4721.881746565996,0.9953658842511443,call,19.89926977966888,149.0
2612,219,4600.0,4721.881746565996,0.9741878867138859,call,20.319293272887005,75.0
2612,219,4500.0,4721.881746565996,0.9530098891766275,call,20.19968390863364,179.0
2612,219,4400.0,4721.881746565996,0.9318318916393691,call,19.517342413491658,38.0
2612,219,4300.0,4721.881746565996,0.9106538941021107,put,20.57391830971607,32.0
2612,219,4200.0,4721.881746565996,0.8894758965648524,put,20.888410178898635,79.0
2612,219,4100.0,4721.881746565996,0.8682978990275939,put,21.18635600737499,88.0
2612,219,4000.0,4721.881746565996,0.8471199014903356,put,21.337657032969496,22.0
2612,219,3900.0,4721.881746565996,0.8259419039530772,put,21.681037558332676,22.0
2703,309,5600.0,4703.340961226646,1.1906430016801297,call,21.864201671010626,99.0
2703,309,5400.0,4703.340961226646,1.1481200373344107,call,21.677315530592235,161.0
2703,309,5200.0,4703.340961226646,1.105597072988692,call,20.829079240350097,29.0
2703,309,5000.0,4703.340961226646,1.063074108642973,call,20.668671320684215,40.0
2703,309,4900.0,4703.340961226646,1.0418126264701135,put,20.644934039400333,12.0
2703,309,4800.0,4703.340961226646,1.020551144297254,put,20.127751287415432,66.0
2703,309,4700.0,4703.340961226646,0.9992896621243945,call,20.636210849998733,53.0
2703,309,4600.0,4703.340961226646,0.978028179951535,call,20.17657914806106,35.0
2703,309,4500.0,4703.340961226646,0.9567666977786756,call,20.15787316894972,36.0
2703,309,4400.0,4703.340961226646,0.9355052156058161,put,20.26624244984805,17.0
2703,309,4300.0,4703.340961226646,0.9142437334329567,put,20.771344615678704,13.0
2703,309,4200.0,4703.340961226646,0.8929822512600972,put,20.643568219832183,30.0
2703,309,4100.0,4703.340961226646,0.8717207690872377,put,20.828813998454894,48.0
2703,309,4000.0,4703.340961226646,0.8504592869143783,put,21.301768757832615,47.0
2703,309,3900.0,4703.340961226646,0.8291978047415188,put,21.482849090808685,91.0
