maturity,days,strike,forward,moneyness,option_type,iv,volume
2609,94,7200.0,8524.876111913825,0.8445870538737492,put,30.986198032916096,791.0
2609,94,7000.0,8524.876111913825,0.8211263023772563,put,31.612358667489083,448.0
2609,94,10000.0,8524.876111913825,1.1730375748246518,call,29.17832653307174,2217.0
2612,185,9800.0,8299.802710255442,1.1807509578379347,call,27.394790188468647,186.0
2612,185,9600.0,8299.802710255442,1.1566539995147116,call,27.482644263749766,225.0
2612,185,9400.0,8299.802710255442,1.1325570411914885,call,27.286293036941455,134.0
2612,185,9200.0,8299.802710255442,1.1084600828682651,call,27.09383460720451,231.0
2612,185,9000.0,8299.802710255442,1.084363124545042,call,27.12383968698124,240.0
2612,185,8800.0,8299.802710255442,1.060266166221819,call,27.286254805019134,98.0
2612,185,8600.0,8299.802710255442,1.0361692078985958,call,27.531208212033377,224.0
2612,185,8400.0,8299.802710255442,1.0120722495753727,call,27.574333214910418,154.0
2612,185,8200.0,8299.802710255442,0.9879752912521494,put,27.475159785371435,220.0
2612,185,8000.0,8299.802710255442,0.9638783329289263,call,27.618147468095124,248.0
2612,185,7800.0,8299.802710255442,0.9397813746057031,put,27.757465299059795,163.0
2612,185,7600.0,8299.802710255442,0.91568441628248,put,27.92240339766623,128.0
2612,185,7400.0,8299.802710255442,0.8915874579592568,call,28.73088865888415,148.0
2612,185,7200.0,8299.802710255442,0.8674904996360336,put,28.273127590296877,138.0
2612,185,7000.0,8299.802710255442,0.8433935413128105,put,28.39127746365966,139.0
2612,185,6800.0,8299.802710255442,0.8192965829895873,put,28.787407101292267,52.0
2703,275,9600.0,8133.79207190032,1.1802612994208403,call,27.225954896041433,58.0
2703,275,9400.0,8133.79207190032,1.1556725223495727,call,27.754464592194672,59.0
2703,275,9200.0,8133.79207190032,1.1310837452783054,call,27.521763573630913,31.0
2703,275,9000.0,8133.79207190032,1.1064949682070377,call,27.713110092318093,27.0
2703,275,8800.0,8133.79207190032,1.0819061911357704,call,27.707419725499925,86.0
2703,275,8600.0,8133.79207190032,1.0573174140645027,call,28.149870089262706,201.0
2703,275,8400.0,8133.79207190032,1.0327286369932354,call,27.873895320031757,45.0
2703,275,8200.0,8133.79207190032,1.0081398599219678,put,28.06953799769511,102.0
2703,275,8000.0,8133.79207190032,0.9835510828507003,call,28.12894185807446,124.0
2703,275,7800.0,8133.79207190032,0.9589623057794328,put,28.061969187331982,94.0
2703,275,7600.0,8133.79207190032,0.9343735287081653,put,28.628493323900294,81.0
2703,275,7400.0,8133.79207190032,0.9097847516368978,call,28.163898371444056,103.0
2703,275,7200.0,8133.79207190032,0.8851959745656303,put,28.50515869303428,99.0
2703,275,7000.0,8133.79207190032,0.8606071974943628,put,28.73114609635166,78.0
2703,275,6800.0,8133.79207190032,0.8360184204230952,put,29.048885154914437,145.0
2703,275,6600.0,8133.79207190032,0.8114296433518277,put,29.212122760856225,299.0
