maturity,days,strike,forward,moneyness,option_type,iv,volume,call_iv,put_iv,call_volume,put_volume
2606,69,800,796.4360476288409,1.0044748757690838,put,18.282214064499847,169.0,,18.282214064499847,0.0,169.0
2606,69,790,796.4360476288409,0.9919189398219701,put,18.681594517854965,82.0,22.641068779250595,18.681594517854965,57.0,82.0
2606,69,780,796.4360476288409,0.9793630038748566,put,18.478260457793027,58.0,,18.478260457793027,0.0,58.0
2606,69,770,796.4360476288409,0.9668070679277431,put,18.07799150050261,132.0,,18.07799150050261,0.0,132.0
2606,69,740,796.4360476288409,0.9291392600864024,put,19.271483169739476,58.0,,19.271483169739476,0.0,58.0
2606,69,730,796.4360476288409,0.9165833241392889,put,20.028242083907344,123.0,,20.028242083907344,0.0,123.0
2606,69,720,796.4360476288409,0.9040273881921753,put,20.466942478418833,72.0,,20.466942478418833,0.0,72.0
2606,69,670,796.4360476288409,0.8412477084566076,put,24.48948341701536,50.0,,24.48948341701536,0.0,50.0
2606,69,660,796.4360476288409,0.828691772509494,put,25.226806743157542,80.0,,25.226806743157542,0.0,80.0
2606,69,930,796.4360476288409,1.1677020430815597,call,27.824576237559306,129.0,27.824576237559306,,129.0,0.0
2606,69,910,796.4360476288409,1.1425901711873327,call,26.26911189858387,69.0,26.26911189858387,,69.0,0.0
2606,69,900,796.4360476288409,1.130034235240219,call,25.66134878489439,99.0,25.66134878489439,,99.0,0.0
2606,69,890,796.4360476288409,1.1174782992931056,call,24.917523491124,65.0,24.917523491124,,65.0,0.0
2606,69,820,796.4360476288409,1.0295867476633107,call,19.52642540302766,91.0,19.52642540302766,,91.0,0.0
2607,100,670,796.4360476288409,0.8412477084566076,put,23.085634853020142,70.0,,23.085634853020142,0.0,70.0
2607,100,660,796.4360476288409,0.828691772509494,put,25.212380196337765,74.0,,25.212380196337765,0.0,74.0
2607,100,650,796.4360476288409,0.8161358365623805,put,24.484925564926925,103.0,,24.484925564926925,0.0,103.0
2607,100,640,796.4360476288409,0.803579900615267,put,26.236075171653727,77.0,,26.236075171653727,0.0,77.0
2607,100,920,796.4360476288409,1.1551461071344462,call,26.12041737745524,82.0,26.12041737745524,,82.0,0.0
2607,100,900,796.4360476288409,1.130034235240219,call,24.768811706777615,107.0,24.768811706777615,,107.0,0.0
