合约代码,开盘价,最高价,最低价,收盘价,前结算价,结算价,涨跌1,涨跌2,成交量,持仓量,持仓量变化,成交额,德尔塔,行权量,trade_date
pb2511C14600,,,,2440.0,2330.0,2440.0,110.0,110.0,0,0,0,0.0,0.999999,0,20251009
pb2511C14800,,,,2240.0,2130.0,2240.0,110.0,110.0,0,0,0,0.0,0.999999,0,20251009
pb2511C15000,,,,2040.0,1930.0,2040.0,110.0,110.0,0,0,0,0.0,0.999999,0,20251009
pb2511C15200,,,,1840.0,1730.0,1840.0,110.0,110.0,0,0,0,0.0,0.999999,0,20251009
pb2511C15400,,,,1640.0,1530.0,1640.0,110.0,110.0,0,0,0,0.0,0.998911,0,20251009
pb2511C15600,1338,1457,1338,1457.0,1332.0,1440.0,125.0,108.0,14,13,-5,9.9185,0.994708,0,20251009
pb2511C15800,1258,1315,1258,1303.0,1137.0,1242.0,166.0,105.0,20,41,5,12.795,0.985017,0,20251009
pb2511C16000,1059,1138,1059,1138.0,948.0,1048.0,190.0,100.0,27,29,-11,14.259,0.964449,0,20251009
pb2511C16200,862,874,862,874.0,768.0,859.0,106.0,91.0,17,22,-1,7.354,0.926803,0,20251009
pb2511C16400,666,766,666,741.0,601.0,681.0,140.0,80.0,54,36,-17,18.517,0.864856,0,20251009
pb2511C16600,421,548,421,548.0,453.0,518.0,95.0,65.0,68,85,-15,16.807,0.775999,0,20251009
pb2511C16800,216,367,216,363.0,327.0,376.0,36.0,49.0,92,227,-3,15.173,0.662516,0,20251009
pb2511C17000,96,235,96,201.0,225.0,259.0,-24.0,34.0,314,305,-19,30.523,0.53325,0,20251009
pb2511C17200,64,139,64,102.0,146.0,169.0,-44.0,23.0,524,682,80,28.0265,0.40188,0,20251009
pb2511C17400,90,90,35,65.0,90.0,103.0,-25.0,13.0,677,735,38,21.272,0.28218,0,20251009
pb2511C17600,30,57,22,39.0,53.0,59.0,-14.0,6.0,682,719,14,14.534,0.184047,0,20251009
pb2511C17800,22,41,15,32.0,29.0,31.0,3.0,2.0,268,280,-57,3.4825,0.110922,0,20251009
pb2511C18000,16,32,12,25.0,15.0,15.0,10.0,0.0,725,516,236,9.0165,0.061504,0,20251009
pb2511C18200,12,23,9,18.0,7.0,7.0,11.0,0.0,275,210,-11,2.073,0.031828,0,20251009
pb2511C18400,9,19,8,15.0,3.0,3.0,12.0,0.0,368,356,21,2.412,0.015207,0,20251009
pb2511C18600,7,15,6,12.0,1.0,1.0,11.0,0.0,284,201,30,1.4455,0.006698,0,20251009
pb2511C18800,6,13,5,5.0,1.0,1.0,4.0,0.0,569,217,-163,2.106,0.002718,0,20251009
pb2511C19000,5,10,3,8.0,1.0,1.0,7.0,0.0,384,249,34,1.286,0.001015,0,20251009
pb2511C19200,4,9,4,7.0,1.0,1.0,6.0,0.0,359,103,103,1.0955,0.000349,0,20251009
pb2511C19400,3,7,3,5.0,1.0,1.0,4.0,0.0,91,80,35,0.2465,0.000111,0,20251009
pb2511P14600,2,2,2,2.0,1.0,1.0,1.0,0.0,5,16,-5,0.005,-5e-06,0,20251009
pb2511P14800,3,3,2,2.0,1.0,1.0,1.0,0.0,21,16,-5,0.0215,-2.7e-05,0,20251009
pb2511P15000,3,3,2,2.0,1.0,1.0,1.0,0.0,32,426,-17,0.042,-0.00013,0,20251009
pb2511P15200,4,4,3,3.0,1.0,1.0,2.0,0.0,29,115,1,0.049,-0.000524,0,20251009
pb2511P15400,4,4,3,3.0,1.0,1.0,2.0,0.0,30,135,-13,0.0475,-0.001874,0,20251009
pb2511P15600,1,5,1,4.0,3.0,1.0,1.0,-2.0,38,288,-7,0.061,-0.005721,0,20251009
pb2511P15800,7,8,5,5.0,8.0,3.0,-3.0,-5.0,152,179,-50,0.541,-0.015115,0,20251009
pb2511P16000,3,9,3,6.0,19.0,8.0,-13.0,-11.0,59,150,-25,0.219,-0.03544,0,20251009
pb2511P16200,15,15,6,6.0,38.0,19.0,-32.0,-19.0,223,112,-95,1.133,-0.072896,0,20251009
pb2511P16400,72,72,10,10.0,72.0,41.0,-62.0,-31.0,349,430,-153,2.613,-0.134699,0,20251009
pb2511P16600,45,50,18,19.0,123.0,78.0,-104.0,-45.0,221,428,-90,3.984,-0.223456,0,20251009
pb2511P16800,70,92,38,40.0,197.0,136.0,-157.0,-61.0,273,777,63,7.2955,-0.336879,0,20251009
pb2511P17000,157,224,87,88.0,295.0,220.0,-207.0,-75.0,382,347,22,24.6045,-0.466119,0,20251009
pb2511P17200,246,246,193,199.0,416.0,328.0,-217.0,-88.0,99,150,56,11.2885,-0.597501,0,20251009
pb2511P17400,404,404,349,349.0,560.0,463.0,-211.0,-97.0,41,52,-9,7.979,-0.717245,0,20251009
pb2511P17600,585,585,523,523.0,722.0,619.0,-199.0,-103.0,35,58,-15,10.0625,-0.815456,0,20251009
pb2511P17800,773,773,764,764.0,898.0,791.0,-134.0,-107.0,10,45,5,3.8425,-0.888698,0,20251009
pb2511P18000,967,967,915,917.0,1084.0,975.0,-167.0,-109.0,25,50,5,11.795,-0.938272,0,20251009
pb2511P18200,1162,1162,1108,1113.0,1276.0,1166.0,-163.0,-110.0,20,53,10,11.3025,-0.968137,0,20251009
pb2511P18400,1359,1359,1335,1335.0,1472.0,1362.0,-137.0,-110.0,10,50,10,6.735,-0.984991,0,20251009
pb2511P18600,,,,1560.0,1670.0,1560.0,-110.0,-110.0,0,9,0,0.0,-0.993777,0,20251009
pb2511P18800,,,,1760.0,1870.0,1760.0,-110.0,-110.0,0,0,0,0.0,-0.998076,0,20251009
pb2511P19000,,,,1960.0,2070.0,1960.0,-110.0,-110.0,0,0,0,0.0,-0.999989,0,20251009
pb2511P19200,,,,2160.0,2270.0,2160.0,-110.0,-110.0,0,0,0,0.0,-1.0,0,20251009
pb2511P19400,,,,2360.0,2470.0,2360.0,-110.0,-110.0,0,0,0,0.0,-1.0,0,20251009
pb2512C14600,3878,3878,1778,2514.0,2356.0,2475.0,158.0,119.0,4,0,0,5.363,0.998156,1,20251009
pb2512C14800,,,,2276.0,2158.0,2276.0,118.0,118.0,0,0,0,0.0,0.994164,0,20251009
pb2512C15000,,,,2078.0,1963.0,2078.0,115.0,115.0,0,0,0,0.0,0.987546,0,20251009
pb2512C15200,,,,1882.0,1770.0,1882.0,112.0,112.0,0,0,0,0.0,0.977485,0,20251009
pb2512C15400,,,,1688.0,1582.0,1688.0,106.0,106.0,0,0,0,0.0,0.961983,0,20251009
pb2512C15600,,,,1499.0,1399.0,1499.0,100.0,100.0,0,5,0,0.0,0.939913,0,20251009
pb2512C15800,,,,1316.0,1224.0,1316.0,92.0,92.0,0,0,0,0.0,0.909465,0,20251009
pb2512C16000,,,,1140.0,1057.0,1140.0,83.0,83.0,0,0,0,0.0,0.869674,0,20251009
pb2512C16200,,,,974.0,900.0,974.0,74.0,74.0,0,0,0,0.0,0.819875,0,20251009
pb2512C16400,,,,819.0,757.0,819.0,62.0,62.0,0,0,0,0.0,0.760608,0,20251009
pb2512C16600,,,,678.0,627.0,678.0,51.0,51.0,0,0,0,0.0,0.692626,0,20251009
pb2512C16800,,,,551.0,510.0,551.0,41.0,41.0,0,0,0,0.0,0.618631,0,20251009
pb2512C17000,367,367,367,367.0,410.0,440.0,-43.0,30.0,1,43,0,0.1835,0.540584,0,20251009
pb2512C17200,250,276,245,250.0,323.0,344.0,-73.0,21.0,19,31,12,2.435,0.461948,0,20251009
pb2512C17400,192,192,182,182.0,250.0,264.0,-68.0,14.0,5,31,4,0.4725,0.385752,0,20251009
pb2512C17600,138,138,126,126.0,190.0,199.0,-64.0,9.0,60,45,10,4.6195,0.314513,0,20251009
pb2512C17800,128,128,90,90.0,142.0,146.0,-52.0,4.0,66,61,30,3.4835,0.249754,0,20251009
pb2512C18000,77,77,66,66.0,104.0,105.0,-38.0,1.0,53,56,13,2.0995,0.194161,0,20251009
pb2512C18200,60,60,50,50.0,75.0,74.0,-25.0,-1.0,72,80,32,2.0475,0.147071,0,20251009
pb2512C18400,59,59,39,39.0,53.0,51.0,-14.0,-2.0,61,67,11,1.467,0.108243,0,20251009
pb2512C18600,38,38,30,30.0,37.0,34.0,-7.0,-3.0,55,74,-5,0.9825,0.078138,0,20251009
pb2512C18800,14,31,14,24.0,25.0,23.0,-1.0,-2.0,81,66,-1,1.0965,0.055084,0,20251009
pb2512C19000,28,28,18,18.0,17.0,14.0,1.0,-3.0,89,134,4,1.0665,0.037723,0,20251009
pb2512C19200,22,22,16,16.0,11.0,9.0,5.0,-2.0,67,50,20,0.6095,0.025048,0,20251009
pb2512C19400,6,19,6,13.0,7.0,5.0,6.0,-2.0,65,56,31,0.4375,0.01652,0,20251009
pb2512P14600,3,5,3,5.0,3.0,1.0,2.0,-2.0,14,39,9,0.031,-0.003663,0,20251009
pb2512P14800,6,6,6,6.0,5.0,2.0,1.0,-3.0,25,35,5,0.065,-0.007063,0,20251009
pb2512P15000,7,7,7,7.0,10.0,4.0,-3.0,-6.0,5,25,0,0.0175,-0.013158,0,20251009
pb2512P15200,7,8,7,8.0,18.0,8.0,-10.0,-10.0,5,58,1,0.019,-0.022771,0,20251009
pb2512P15400,18,18,14,14.0,29.0,15.0,-15.0,-14.0,4,46,4,0.032,-0.037878,0,20251009
pb2512P15600,,,,26.0,46.0,26.0,-20.0,-20.0,0,37,0,0.0,-0.059615,0,20251009
pb2512P15800,18,20,18,20.0,70.0,43.0,-50.0,-27.0,3,44,3,0.029,-0.089781,0,20251009
pb2512P16000,,,,67.0,104.0,67.0,-37.0,-37.0,0,64,0,0.0,-0.12934,0,20251009
pb2512P16200,,,,100.0,147.0,100.0,-47.0,-47.0,0,49,0,0.0,-0.178952,0,20251009
pb2512P16400,50,90,50,85.0,203.0,145.0,-118.0,-58.0,5,32,2,0.1925,-0.238076,0,20251009
pb2512P16600,96,96,94,94.0,273.0,204.0,-179.0,-69.0,3,51,0,0.142,-0.305951,0,20251009
pb2512P16800,145,145,141,143.0,355.0,276.0,-212.0,-79.0,4,55,3,0.2855,-0.379885,0,20251009
pb2512P17000,220,220,220,220.0,454.0,365.0,-234.0,-89.0,1,42,1,0.11,-0.457896,0,20251009
pb2512P17200,312,312,312,312.0,567.0,469.0,-255.0,-98.0,1,11,1,0.156,-0.53654,0,20251009
pb2512P17400,436,436,436,436.0,694.0,589.0,-258.0,-105.0,1,1,1,0.218,-0.612772,0,20251009
pb2512P17600,,,,723.0,834.0,723.0,-111.0,-111.0,0,0,0,0.0,-0.684082,0,20251009
pb2512P17800,,,,870.0,986.0,870.0,-116.0,-116.0,0,2,0,0.0,-0.748953,0,20251009
pb2512P18000,,,,1029.0,1148.0,1029.0,-119.0,-119.0,0,0,0,0.0,-0.80468,0,20251009
pb2512P18200,,,,1198.0,1318.0,1198.0,-120.0,-120.0,0,0,0,0.0,-0.851943,0,20251009
pb2512P18400,,,,1374.0,1495.0,1374.0,-121.0,-121.0,0,0,0,0.0,-0.890986,0,20251009
pb2512P18600,,,,1558.0,1679.0,1558.0,-121.0,-121.0,0,0,0,0.0,-0.921334,0,20251009
pb2512P18800,,,,1746.0,1867.0,1746.0,-121.0,-121.0,0,0,0,0.0,-0.944668,0,20251009
pb2512P19000,,,,1938.0,2059.0,1938.0,-121.0,-121.0,0,0,0,0.0,-0.962352,0,20251009
pb2512P19200,,,,2132.0,2253.0,2132.0,-121.0,-121.0,0,0,0,0.0,-0.97539,0,20251009
pb2512P19400,,,,2329.0,2449.0,2329.0,-120.0,-120.0,0,0,0,0.0,-0.984311,0,20251009
pb2511C14600,,,,2525.0,2440.0,2525.0,85.0,85.0,0,0,0,0.0,0.999999,0,20251010
pb2511C14800,,,,2325.0,2240.0,2325.0,85.0,85.0,0,0,0,0.0,0.999999,0,20251010
pb2511C15000,,,,2125.0,2040.0,2125.0,85.0,85.0,0,0,0,0.0,0.999999,0,20251010
pb2511C15200,,,,1925.0,1840.0,1925.0,85.0,85.0,0,0,0,0.0,0.999999,0,20251010
pb2511C15400,,,,1725.0,1640.0,1725.0,85.0,85.0,0,0,0,0.0,0.999183,0,20251010
pb2511C15600,,,,1525.0,1440.0,1525.0,85.0,85.0,0,13,0,0.0,0.995683,0,20251010
pb2511C15800,1357,1357,1357,1357.0,1242.0,1327.0,115.0,85.0,4,41,0,2.714,0.987509,0,20251010
pb2511C16000,1158,1158,1158,1158.0,1048.0,1131.0,110.0,83.0,1,29,0,0.579,0.970581,0,20251010
pb2511C16200,960,960,960,960.0,859.0,941.0,101.0,82.0,6,20,-2,2.861,0.938862,0,20251010
pb2511C16400,760,762,734,734.0,681.0,759.0,53.0,78.0,15,41,5,5.6675,0.886133,0,20251010
pb2511C16600,559,563,541,541.0,518.0,591.0,23.0,73.0,15,75,-10,4.1575,0.80908,0,20251010
pb2511C16800,381,385,344,344.0,376.0,441.0,-32.0,65.0,18,210,-17,3.279,0.706799,0,20251010
pb2511C17000,226,242,164,206.0,259.0,315.0,-53.0,56.0,56,298,-7,5.8425,0.586548,0,20251010
pb2511C17200,124,134,76,118.0,169.0,213.0,-51.0,44.0,350,706,24,20.775,0.459057,0,20251010
pb2511C17400,70,75,55,66.0,103.0,136.0,-37.0,33.0,547,718,-17,18.1595,0.336895,0,20251010
pb2511C17600,44,48,33,37.0,59.0,82.0,-22.0,23.0,811,630,-89,17.182,0.231286,0,20251010
pb2511C17800,32,34,23,25.0,31.0,46.0,-6.0,15.0,566,323,43,8.6345,0.14797,0,20251010
pb2511C18000,25,27,18,19.0,15.0,24.0,4.0,9.0,537,515,-1,5.8925,0.087991,0,20251010
pb2511C18200,18,21,13,13.0,7.0,12.0,6.0,5.0,582,214,4,4.858,0.048544,0,20251010
pb2511C18400,14,16,9,11.0,3.0,5.0,8.0,2.0,494,371,15,3.284,0.024816,0,20251010
pb2511C18600,11,13,7,8.0,1.0,2.0,7.0,1.0,623,210,9,3.361,0.011842,0,20251010
pb2511C18800,9,11,7,8.0,1.0,1.0,7.0,0.0,823,224,7,3.9455,0.005273,0,20251010
pb2511C19000,7,10,5,6.0,1.0,1.0,5.0,0.0,706,315,66,2.694,0.002183,0,20251010
pb2511C19200,7,8,4,5.0,1.0,1.0,4.0,0.0,577,127,24,1.751,0.000841,0,20251010
pb2511C19400,5,7,3,4.0,1.0,1.0,3.0,0.0,344,128,48,0.921,0.000301,0,20251010
pb2511P14600,1,1,1,1.0,1.0,1.0,0.0,0.0,46,34,18,0.023,-5e-06,0,20251010
pb2511P14800,3,5,1,1.0,1.0,1.0,0.0,0.0,80,52,36,0.104,-2.5e-05,0,20251010
