ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
V2601-C-4000.DCE,20251128,DCE,501.0,501.0,0.0,0.0,0.0,548.0,548.0,0.0,0.0,1.0
V2601-C-4050.DCE,20251128,DCE,451.0,451.0,510.0,510.0,510.0,510.0,498.0,1.0,0.26,1.0
V2601-C-4100.DCE,20251128,DCE,401.0,401.0,0.0,0.0,0.0,448.5,448.5,0.0,0.0,1.0
V2601-C-4150.DCE,20251128,DCE,351.0,351.0,0.0,0.0,0.0,399.0,399.0,0.0,0.0,0.0
V2601-C-4200.DCE,20251128,DCE,302.0,302.0,0.0,0.0,0.0,350.5,350.5,0.0,0.0,25.0
V2601-C-4250.DCE,20251128,DCE,253.5,256.0,279.5,316.0,277.5,277.5,302.5,3.0,0.44,99.0
V2601-C-4300.DCE,20251128,DCE,207.0,215.0,250.0,259.0,250.0,255.0,255.5,37.0,4.73,263.0
V2601-C-4350.DCE,20251128,DCE,163.0,172.0,205.5,210.0,195.0,202.5,210.5,80.0,8.12,181.0
V2601-C-4400.DCE,20251128,DCE,123.0,122.5,160.5,166.0,141.0,155.5,168.0,293.0,22.98,580.0
V2601-C-4450.DCE,20251128,DCE,88.5,85.0,95.5,122.5,95.5,112.5,128.5,1024.0,58.34,1805.0
V2601-C-4500.DCE,20251128,DCE,60.5,58.5,60.0,88.0,60.0,78.5,94.0,5275.0,207.87,5903.0
V2601-C-4550.DCE,20251128,DCE,39.5,39.0,41.0,60.0,41.0,52.0,65.0,14176.0,378.1,5988.0
V2601-C-4600.DCE,20251128,DCE,24.5,27.0,30.0,42.5,30.0,35.0,42.5,33438.0,611.95,16673.0
V2601-C-4650.DCE,20251128,DCE,15.0,15.0,19.0,28.0,19.0,24.0,26.0,11501.0,137.22,7435.0
V2601-C-4700.DCE,20251128,DCE,9.0,11.0,11.5,19.0,11.5,16.0,15.0,18722.0,152.83,14010.0
V2601-C-4750.DCE,20251128,DCE,5.5,6.5,7.5,12.0,7.5,9.5,8.0,5391.0,26.58,10343.0
V2601-C-4800.DCE,20251128,DCE,3.5,5.0,6.5,9.0,6.5,7.0,4.5,8192.0,31.96,22520.0
V2601-C-4850.DCE,20251128,DCE,2.5,3.0,5.0,6.5,4.5,5.0,2.5,3077.0,8.32,8431.0
V2601-C-4900.DCE,20251128,DCE,1.5,2.5,3.5,4.5,3.0,3.0,1.5,2055.0,4.04,7666.0
V2601-C-4950.DCE,20251128,DCE,1.5,2.5,3.0,3.5,2.5,2.5,1.5,1085.0,1.6,5666.0
V2601-C-5000.DCE,20251128,DCE,1.0,2.5,2.0,3.5,2.0,2.5,1.0,3867.0,4.83,26906.0
V2601-C-5100.DCE,20251128,DCE,1.0,1.0,1.0,2.0,1.0,1.5,1.0,442.0,0.33,6259.0
V2601-C-5200.DCE,20251128,DCE,1.0,2.0,1.5,2.0,1.0,1.0,0.5,590.0,0.42,14738.0
