合约代码,开盘价,最高价,最低价,收盘价,前结算价,结算价,涨跌1,涨跌2,成交量,持仓量,持仓量变化,成交额,德尔塔,行权量,trade_date
zn2506C19400,,,,3020.0,3105.0,3020.0,-85.0,-85.0,0,0,0,0.0,1.0,0,20250506
zn2506C19600,,,,2820.0,2905.0,2820.0,-85.0,-85.0,0,0,0,0.0,1.0,0,20250506
zn2506C19800,,,,2620.0,2706.0,2620.0,-86.0,-86.0,0,0,0,0.0,0.99915,0,20250506
zn2506C20000,,,,2420.0,2507.0,2420.0,-87.0,-87.0,0,0,0,0.0,0.997002,0,20250506
zn2506C20200,,,,2221.0,2310.0,2221.0,-89.0,-89.0,0,0,0,0.0,0.993318,0,20250506
zn2506C20400,,,,2023.0,2115.0,2023.0,-92.0,-92.0,0,10,0,0.0,0.986951,0,20250506
zn2506C20600,,,,1827.0,1922.0,1827.0,-95.0,-95.0,0,25,0,0.0,0.976959,0,20250506
zn2506C20800,,,,1634.0,1733.0,1634.0,-99.0,-99.0,0,42,0,0.0,0.961198,0,20250506
zn2506C21000,,,,1445.0,1549.0,1445.0,-104.0,-104.0,0,127,0,0.0,0.938402,0,20250506
zn2506C21200,,,,1261.0,1371.0,1261.0,-110.0,-110.0,0,72,0,0.0,0.906778,0,20250506
zn2506C21400,,,,1086.0,1201.0,1086.0,-115.0,-115.0,0,80,0,0.0,0.864741,0,20250506
zn2506C21600,829,829,829,829.0,1040.0,920.0,-211.0,-120.0,5,107,0,2.0725,0.812398,0,20250506
zn2506C21800,679,782,679,782.0,890.0,767.0,-108.0,-123.0,14,171,-9,5.2145,0.749097,0,20250506
zn2506C22000,625,625,523,523.0,751.0,626.0,-228.0,-125.0,68,644,55,18.155,0.677314,0,20250506
zn2506C22200,499,550,381,396.0,625.0,503.0,-229.0,-122.0,52,1376,4,11.28,0.598547,0,20250506
zn2506C22400,351,440,271,288.0,514.0,394.0,-226.0,-120.0,627,808,-18,101.6585,0.516485,0,20250506
