合约代码,开盘价,最高价,最低价,收盘价,前结算价,结算价,涨跌1,涨跌2,成交量,持仓量,持仓量变化,成交额,德尔塔,行权量,trade_date
br2502C11400,,,,1765.0,1730.0,1765.0,35.0,35.0,0,9,0,0.0,0.999251,0,20250102
br2502C11600,,,,1565.0,1531.0,1565.0,34.0,34.0,0,15,0,0.0,0.995755,0,20250102
br2502C11800,,,,1367.0,1334.0,1367.0,33.0,33.0,0,25,0,0.0,0.987706,0,20250102
br2502C12000,,,,1171.0,1141.0,1171.0,30.0,30.0,0,30,0,0.0,0.971318,0,20250102
br2502C12200,,,,981.0,955.0,981.0,26.0,26.0,0,31,0,0.0,0.941195,0,20250102
br2502C12400,863,863,757,796.0,778.0,799.0,18.0,21.0,7,50,-1,2.722,0.891292,0,20250102
br2502C12600,584,584,584,584.0,616.0,630.0,-32.0,14.0,1,52,0,0.292,0.818686,0,20250102
br2502C12800,433,496,405,434.0,471.0,478.0,-37.0,7.0,12,71,-3,2.6975,0.723418,0,20250102
br2502C13000,317,398,273,303.0,347.0,348.0,-44.0,1.0,143,342,-20,22.9125,0.609835,0,20250102
br2502C13200,240,280,185,206.0,246.0,243.0,-40.0,-3.0,769,567,-80,87.862,0.488155,0,20250102
br2502C13400,155,190,115,130.0,167.0,161.0,-37.0,-6.0,1227,734,-2,93.5885,0.369386,0,20250102
br2502C13600,105,129,74,86.0,109.0,101.0,-23.0,-8.0,1541,744,-46,74.5115,0.263363,0,20250102
br2502C13800,70,82,48,56.0,67.0,60.0,-11.0,-7.0,1236,929,-160,40.5095,0.17656,0,20250102
br2502C14000,38,55,32,39.0,40.0,34.0,-1.0,-6.0,5555,3846,-15,116.4475,0.111193,0,20250102
br2502C14200,24,30,19,22.0,22.0,18.0,0.0,-4.0,689,1981,-5,8.3515,0.065781,0,20250102
br2502C14400,18,20,12,13.0,12.0,9.0,1.0,-3.0,345,764,23,2.639,0.036583,0,20250102
br2502C14600,11,13,8,9.0,6.0,4.0,3.0,-2.0,96,362,-29,0.4405,0.019146,0,20250102
br2502C14800,8,8,7,7.0,3.0,2.0,4.0,-1.0,40,295,0,0.125,0.009441,0,20250102
br2502C15000,6,6,3,5.0,1.0,1.0,4.0,0.0,253,1567,-40,0.5145,0.004389,0,20250102
br2502C15200,3,3,2,3.0,1.0,1.0,2.0,0.0,91,189,-15,0.122,0.001923,0,20250102
br2502C15400,2,2,2,2.0,1.0,1.0,1.0,0.0,5,448,-5,0.005,0.000793,0,20250102
br2502C15600,2,2,2,2.0,1.0,1.0,1.0,0.0,16,190,-8,0.012,0.000307,0,20250102
br2502C15800,2,3,2,2.0,1.0,1.0,1.0,0.0,60,351,10,0.0655,0.000111,0,20250102
br2502C16000,1,2,1,2.0,1.0,1.0,1.0,0.0,206,842,-106,0.1095,3.9e-05,0,20250102
br2502C16200,1,1,1,1.0,1.0,1.0,0.0,0.0,51,134,-46,0.0255,1.3e-05,0,20250102
br2502C16400,1,1,1,1.0,1.0,1.0,0.0,0.0,28,269,12,0.014,4e-06,0,20250102
br2502P11400,2,2,2,2.0,1.0,1.0,1.0,0.0,30,280,-30,0.03,-0.00162,0,20250102
br2502P11600,2,3,2,3.0,2.0,1.0,1.0,-1.0,180,337,14,0.1845,-0.004746,0,20250102
br2502P11800,3,6,2,5.0,5.0,2.0,0.0,-3.0,289,301,10,0.528,-0.012486,0,20250102
br2502P12000,8,11,6,9.0,12.0,7.0,-3.0,-5.0,482,720,49,2.026,-0.028622,0,20250102
br2502P12200,14,18,11,17.0,25.0,16.0,-8.0,-9.0,252,659,-52,1.8115,-0.058544,0,20250102
br2502P12400,26,39,21,39.0,49.0,34.0,-10.0,-15.0,787,702,53,10.9915,-0.108289,0,20250102
br2502P12600,63,70,39,61.0,86.0,65.0,-25.0,-21.0,4992,3078,350,138.289,-0.180781,0,20250102
br2502P12800,82,118,80,101.0,141.0,113.0,-40.0,-28.0,1081,700,63,50.8215,-0.275974,0,20250102
br2502P13000,188,195,138,170.0,217.0,183.0,-47.0,-34.0,936,933,-12,75.1285,-0.389513,0,20250102
br2502P13200,253,306,225,269.0,316.0,278.0,-47.0,-38.0,415,284,-12,53.713,-0.511182,0,20250102
br2502P13400,373,434,335,396.0,437.0,396.0,-41.0,-41.0,105,241,-31,19.84,-0.629972,0,20250102
br2502P13600,473,487,473,487.0,578.0,536.0,-91.0,-42.0,15,73,0,3.74,-0.736046,0,20250102
br2502P13800,627,730,627,667.0,737.0,695.0,-70.0,-42.0,11,106,0,3.7545,-0.822932,0,20250102
br2502P14000,,,,868.0,909.0,868.0,-41.0,-41.0,0,45,0,0.0,-0.888414,0,20250102
br2502P14200,,,,1052.0,1092.0,1052.0,-40.0,-40.0,0,56,0,0.0,-0.933973,0,20250102
br2502P14400,,,,1243.0,1281.0,1243.0,-38.0,-38.0,0,58,0,0.0,-0.963353,0,20250102
br2502P14600,,,,1438.0,1475.0,1438.0,-37.0,-37.0,0,33,0,0.0,-0.981006,0,20250102
br2502P14800,,,,1636.0,1672.0,1636.0,-36.0,-36.0,0,20,0,0.0,-0.990963,0,20250102
br2502P15000,,,,1835.0,1870.0,1835.0,-35.0,-35.0,0,14,0,0.0,-0.996304,0,20250102
br2502P15200,,,,2035.0,2070.0,2035.0,-35.0,-35.0,0,10,0,0.0,-0.9991,0,20250102
br2502P15400,,,,2235.0,2270.0,2235.0,-35.0,-35.0,0,2,0,0.0,-1.000001,0,20250102
br2502P15600,,,,2435.0,2470.0,2435.0,-35.0,-35.0,0,3,0,0.0,-1.000001,0,20250102
br2502P15800,,,,2635.0,2670.0,2635.0,-35.0,-35.0,0,2,0,0.0,-1.000001,0,20250102
br2502P16000,,,,2835.0,2870.0,2835.0,-35.0,-35.0,0,1,0,0.0,-1.000001,0,20250102
br2502P16200,,,,3035.0,3070.0,3035.0,-35.0,-35.0,0,0,0,0.0,-1.000001,0,20250102
br2502P16400,,,,3235.0,3270.0,3235.0,-35.0,-35.0,0,0,0,0.0,-1.000001,0,20250102
br2503C11400,,,,1792.0,1746.0,1792.0,46.0,46.0,0,1,0,0.0,0.966237,0,20250102
br2503C11600,,,,1602.0,1558.0,1602.0,44.0,44.0,0,1,0,0.0,0.946558,0,20250102
br2503C11800,,,,1418.0,1376.0,1418.0,42.0,42.0,0,2,0,0.0,0.918988,0,20250102
br2503C12000,,,,1240.0,1202.0,1240.0,38.0,38.0,0,2,0,0.0,0.883406,0,20250102
br2503C12200,,,,1072.0,1037.0,1072.0,35.0,35.0,0,5,0,0.0,0.838426,0,20250102
br2503C12400,,,,914.0,883.0,914.0,31.0,31.0,0,15,0,0.0,0.784642,0,20250102
br2503C12600,,,,768.0,742.0,768.0,26.0,26.0,0,18,0,0.0,0.723109,0,20250102
br2503C12800,603,607,581,584.0,613.0,637.0,-29.0,24.0,28,17,-1,8.4505,0.654602,0,20250102
br2503C13000,499,530,485,485.0,500.0,519.0,-15.0,19.0,20,60,-1,5.0395,0.582157,0,20250102
br2503C13200,355,405,352,372.0,402.0,416.0,-30.0,14.0,16,64,12,2.913,0.50788,0,20250102
br2503C13400,305,305,280,302.0,317.0,329.0,-15.0,12.0,21,90,8,3.114,0.434486,0,20250102
br2503C13600,262,262,211,223.0,246.0,255.0,-23.0,9.0,27,99,10,3.213,0.364184,0,20250102
br2503C13800,194,197,162,162.0,189.0,194.0,-27.0,5.0,38,116,10,3.563,0.298743,0,20250102
br2503C14000,148,156,128,138.0,142.0,146.0,-4.0,4.0,60,307,10,4.3185,0.240739,0,20250102
br2503C14200,112,112,100,100.0,105.0,108.0,-5.0,3.0,36,121,10,1.975,0.189976,0,20250102
br2503C14400,86,93,76,86.0,76.0,78.0,10.0,2.0,55,311,10,2.386,0.14672,0,20250102
br2503C14600,75,75,64,64.0,54.0,55.0,10.0,1.0,50,162,21,1.7365,0.110829,0,20250102
br2503C14800,59,59,52,52.0,38.0,38.0,14.0,0.0,92,238,31,2.468,0.082228,0,20250102
br2503C15000,43,45,43,43.0,26.0,26.0,17.0,0.0,70,215,12,1.511,0.060059,0,20250102
br2503C15200,38,38,32,32.0,18.0,18.0,14.0,0.0,53,257,16,0.932,0.043001,0,20250102
br2503P11400,19,20,18,20.0,18.0,14.0,2.0,-4.0,48,205,-7,0.4625,-0.033709,0,20250102
br2503P11600,25,30,24,27.0,30.0,24.0,-3.0,-6.0,69,153,19,0.9315,-0.053001,0,20250102
br2503P11800,36,40,36,38.0,48.0,40.0,-10.0,-8.0,52,218,5,1.0,-0.080236,0,20250102
br2503P12000,57,57,56,56.0,74.0,62.0,-18.0,-12.0,20,204,10,0.5675,-0.115546,0,20250102
br2503P12200,78,84,73,79.0,108.0,94.0,-29.0,-14.0,62,174,15,2.487,-0.1603,0,20250102
br2503P12400,102,118,102,115.0,154.0,135.0,-39.0,-19.0,21,101,4,1.213,-0.213907,0,20250102
br2503P12600,158,167,145,158.0,213.0,189.0,-55.0,-24.0,67,157,-4,5.3,-0.275314,0,20250102
br2503P12800,212,235,200,220.0,284.0,257.0,-64.0,-27.0,33,158,8,3.783,-0.343724,0,20250102
br2503P13000,278,324,274,324.0,370.0,339.0,-46.0,-31.0,31,99,10,4.5175,-0.41612,0,20250102
br2503P13200,375,406,366,404.0,472.0,436.0,-68.0,-36.0,9,69,-2,1.755,-0.490383,0,20250102
br2503P13400,494,541,494,498.0,587.0,549.0,-89.0,-38.0,37,127,2,9.5765,-0.563795,0,20250102
br2503P13600,669,669,669,669.0,715.0,674.0,-46.0,-41.0,5,53,0,1.6725,-0.634155,0,20250102
br2503P13800,776,782,776,782.0,857.0,813.0,-75.0,-44.0,10,30,10,3.895,-0.699694,0,20250102
br2503P14000,946,946,946,946.0,1011.0,965.0,-65.0,-46.0,5,22,0,2.365,-0.757817,0,20250102
br2503P14200,,,,1126.0,1173.0,1126.0,-47.0,-47.0,0,16,0,0.0,-0.808738,0,20250102
br2503P14400,,,,1296.0,1344.0,1296.0,-48.0,-48.0,0,15,0,0.0,-0.852191,0,20250102
br2503P14600,,,,1473.0,1522.0,1473.0,-49.0,-49.0,0,3,0,0.0,-0.888317,0,20250102
br2503P14800,,,,1656.0,1706.0,1656.0,-50.0,-50.0,0,3,0,0.0,-0.917184,0,20250102
br2503P15000,,,,1844.0,1894.0,1844.0,-50.0,-50.0,0,5,0,0.0,-0.939653,0,20250102
br2503P15200,,,,2035.0,2085.0,2035.0,-50.0,-50.0,0,1,0,0.0,-0.95705,0,20250102
br2502C11400,,,,1750.0,1765.0,1750.0,-15.0,-15.0,0,9,0,0.0,0.997637,0,20250103
br2502C11600,,,,1551.0,1565.0,1551.0,-14.0,-14.0,0,15,0,0.0,0.992504,0,20250103
br2502C11800,1102,1132,1102,1132.0,1367.0,1354.0,-235.0,-13.0,13,32,7,7.616,0.981673,0,20250103
br2502C12000,915,1311,915,1311.0,1171.0,1160.0,140.0,-11.0,7,33,3,3.5985,0.96135,0,20250103
br2502C12200,732,1118,732,1118.0,981.0,972.0,137.0,-9.0,20,26,-5,8.9885,0.92687,0,20250103
br2502C12400,898,898,613,613.0,799.0,794.0,-186.0,-5.0,4,48,-2,1.6535,0.873406,0,20250103
br2502C12600,647,745,413,745.0,630.0,629.0,115.0,-1.0,91,49,-3,25.2895,0.79881,0,20250103
br2502C12800,588,588,291,579.0,478.0,482.0,101.0,4.0,71,62,-9,15.426,0.704671,0,20250103
br2502C13000,430,460,184,428.0,348.0,355.0,80.0,7.0,406,333,-9,61.2445,0.596147,0,20250103
br2502C13200,285,325,121,283.0,243.0,252.0,40.0,9.0,1944,508,-59,217.697,0.481439,0,20250103
br2502C13400,170,227,80,199.0,161.0,171.0,38.0,10.0,3698,725,-9,278.0585,0.369887,0,20250103
br2502C13600,100,151,53,129.0,101.0,111.0,28.0,10.0,7372,989,245,367.855,0.269733,0,20250103
br2502C13800,67,100,34,77.0,60.0,69.0,17.0,9.0,3224,1090,161,102.7895,0.186432,0,20250103
br2502C14000,41,70,29,51.0,34.0,40.0,17.0,6.0,20093,4356,510,477.008,0.122027,0,20250103
br2502C14200,32,43,16,22.0,18.0,23.0,4.0,5.0,2358,2002,21,30.363,0.07559,0,20250103
br2502C14400,18,26,10,15.0,9.0,12.0,6.0,3.0,1149,749,-15,9.0445,0.044279,0,20250103
br2502C14600,16,18,7,10.0,4.0,6.0,6.0,2.0,524,360,-2,2.6505,0.024497,0,20250103
br2502C14800,10,10,5,6.0,2.0,3.0,4.0,1.0,342,331,36,1.0815,0.012946,0,20250103
br2502C15000,6,7,3,5.0,1.0,1.0,4.0,0.0,1343,1387,-180,3.003,0.00653,0,20250103
br2502C15200,5,5,2,3.0,1.0,1.0,2.0,0.0,310,272,83,0.5075,0.003116,0,20250103
br2502C15400,2,3,1,2.0,1.0,1.0,1.0,0.0,371,334,-114,0.438,0.0014,0,20250103
br2502C15600,2,2,1,2.0,1.0,1.0,1.0,0.0,81,183,-7,0.0665,0.000594,0,20250103
br2502C15800,2,2,1,1.0,1.0,1.0,0.0,0.0,62,330,-21,0.0615,0.00025,0,20250103
br2502C16000,2,2,1,1.0,1.0,1.0,0.0,0.0,155,805,-37,0.1055,9.7e-05,0,20250103
br2502C16200,1,1,1,1.0,1.0,1.0,0.0,0.0,26,123,-11,0.013,3.5e-05,0,20250103
br2502C16400,3,3,1,2.0,1.0,1.0,1.0,0.0,94,251,-18,0.069,1.3e-05,0,20250103
br2502P11400,2,6,1,3.0,1.0,1.0,2.0,0.0,578,262,-18,1.0415,-0.002971,0,20250103
br2502P11600,2,9,2,4.0,1.0,1.0,3.0,0.0,895,292,-45,2.411,-0.007807,0,20250103
br2502P11800,3,14,3,8.0,2.0,4.0,6.0,2.0,1015,252,-49,3.967,-0.018387,0,20250103
br2502P12000,7,27,5,11.0,7.0,10.0,4.0,3.0,2434,730,10,18.1625,-0.038506,0,20250103
