ts_code,trade_date,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi,name,call_put,exercise_price,list_date,delist_date
10010946.SH,20260122,1.2997,,1.2814,1.309,1.2814,1.2911,1.2879,35.0,45.22,35.0,南方中证500ETF期权2606认沽9.50,P,9.5,20260122,20260624
10010945.SH,20260122,0.1825,,0.2,0.2095,0.1792,0.2007,0.2007,796.0,156.6577,299.0,南方中证500ETF期权2606认购9.50,C,9.5,20260122,20260624
10010944.SH,20260122,1.1227,,1.0847,1.1203,1.0847,1.1203,1.1048,11.0,11.9673,11.0,南方中证500ETF期权2603认沽9.50,P,9.5,20260122,20260325
10010943.SH,20260122,0.0555,,0.0649,0.0731,0.0564,0.0675,0.0675,2640.0,164.5698,814.0,南方中证500ETF期权2603认购9.50,C,9.5,20260122,20260325
10010942.SH,20260122,1.0735,,,,,1.0735,1.045,0.0,0.0,0.0,南方中证500ETF期权2602认沽9.50,P,9.5,20260122,20260225
10010941.SH,20260122,0.0145,,0.0181,0.0233,0.0153,0.019,0.019,4916.0,94.8794,2250.0,南方中证500ETF期权2602认购9.50,C,9.5,20260122,20260225
10010940.SH,20260122,1.0681,,,,,1.0681,1.031,0.0,0.0,0.0,南方中证500ETF期权2601认沽9.50,P,9.5,20260122,20260128
10010939.SH,20260122,0.0005,,0.0008,0.0008,0.0004,0.0008,0.0007,161.0,0.1108,151.0,南方中证500ETF期权2601认购9.50,C,9.5,20260122,20260128
10010938.SH,20260122,0.5883,0.5922,0.5787,0.6033,0.5787,0.5993,0.5939,13.0,7.7644,341.0,华泰柏瑞沪深300ETF期权2606认沽5.25,P,5.25,20260119,20260624
10010937.SH,20260122,0.3973,0.3973,0.3874,0.4069,0.3874,0.4046,0.4037,51.0,20.3574,404.0,华泰柏瑞沪深300ETF期权2606认沽5.00,P,5.0,20260119,20260624
10010936.SH,20260122,0.3294,0.3303,0.3206,0.3388,0.3206,0.3388,0.3333,65.0,21.5775,345.0,华泰柏瑞沪深300ETF期权2606认沽4.90,P,4.9,20260119,20260624
10010935.SH,20260122,0.2694,0.2694,0.2608,0.2768,0.2536,0.271,0.271,164.0,44.0849,323.0,华泰柏瑞沪深300ETF期权2606认沽4.80,P,4.8,20260119,20260624
10010934.SH,20260122,0.2158,0.2141,0.2009,0.2223,0.2009,0.2159,0.2159,184.0,39.8281,359.0,华泰柏瑞沪深300ETF期权2606认沽4.70,P,4.7,20260119,20260624
10010933.SH,20260122,0.1692,0.1677,0.1572,0.1737,0.1572,0.169,0.169,733.0,123.0519,1209.0,华泰柏瑞沪深300ETF期权2606认沽4.60,P,4.6,20260119,20260624
10010932.SH,20260122,0.1308,0.1308,0.1231,0.1339,0.1208,0.1321,0.1298,92.0,11.9242,469.0,华泰柏瑞沪深300ETF期权2606认沽4.50,P,4.5,20260119,20260624
10010931.SH,20260122,0.0992,0.0992,0.0896,0.1018,0.0895,0.0997,0.0989,79.0,7.6516,521.0,华泰柏瑞沪深300ETF期权2606认沽4.40,P,4.4,20260119,20260624
10010930.SH,20260122,0.0739,0.074,0.0683,0.0768,0.068,0.0729,0.0729,405.0,29.9375,1654.0,华泰柏瑞沪深300ETF期权2606认沽4.30,P,4.3,20260119,20260624
10010929.SH,20260122,0.0873,0.0873,0.096,0.096,0.0859,0.0882,0.0882,775.0,69.5776,1308.0,华泰柏瑞沪深300ETF期权2606认购5.25,C,5.25,20260119,20260624
10010928.SH,20260122,0.1436,0.1426,0.149,0.1512,0.1374,0.1407,0.1423,322.0,45.843,1469.0,华泰柏瑞沪深300ETF期权2606认购5.00,C,5.0,20260119,20260624
10010927.SH,20260122,0.1732,0.1727,0.18,0.187,0.1683,0.1735,0.1727,525.0,91.6186,1340.0,华泰柏瑞沪深300ETF期权2606认购4.90,C,4.9,20260119,20260624
10010926.SH,20260122,0.211,0.211,0.2288,0.2288,0.2045,0.2078,0.2122,114.0,24.0134,369.0,华泰柏瑞沪深300ETF期权2606认购4.80,C,4.8,20260119,20260624
10010925.SH,20260122,0.2583,0.2596,0.2712,0.2712,0.2464,0.2528,0.2553,326.0,84.2432,1396.0,华泰柏瑞沪深300ETF期权2606认购4.70,C,4.7,20260119,20260624
10010924.SH,20260122,0.3107,0.318,0.3086,0.3086,0.3041,0.3042,0.3067,4.0,1.221,133.0,华泰柏瑞沪深300ETF期权2606认购4.60,C,4.6,20260119,20260624
10010923.SH,20260122,0.3715,0.3746,0.3814,0.3814,0.3571,0.3667,0.3667,14.0,5.1258,285.0,华泰柏瑞沪深300ETF期权2606认购4.50,C,4.5,20260119,20260624
10010922.SH,20260122,0.4351,0.4351,0.441,0.455,0.4279,0.433,0.4341,17.0,7.4739,427.0,华泰柏瑞沪深300ETF期权2606认购4.40,C,4.4,20260119,20260624
10010921.SH,20260122,0.5133,0.515,0.52,0.532,0.502,0.508,0.5084,90.0,46.2248,238.0,华泰柏瑞沪深300ETF期权2606认购4.30,C,4.3,20260119,20260624
10010920.SH,20260122,0.5273,0.53,0.5026,0.543,0.5026,0.5316,0.5326,175.0,93.0907,660.0,华泰柏瑞沪深300ETF期权2603认沽5.25,P,5.25,20260119,20260325
10010919.SH,20260122,0.3104,0.3104,0.295,0.3256,0.295,0.317,0.3132,181.0,57.4105,1133.0,华泰柏瑞沪深300ETF期权2603认沽5.00,P,5.0,20260119,20260325
10010918.SH,20260122,0.2372,0.2372,0.2156,0.2492,0.215,0.241,0.2372,372.0,87.8109,1827.0,华泰柏瑞沪深300ETF期权2603认沽4.90,P,4.9,20260119,20260325
10010917.SH,20260122,0.1722,0.1722,0.1536,0.1823,0.1534,0.1712,0.1712,1314.0,221.3517,1701.0,华泰柏瑞沪深300ETF期权2603认沽4.80,P,4.8,20260119,20260325
10010916.SH,20260122,0.118,0.118,0.1107,0.1275,0.1038,0.118,0.118,1913.0,227.2752,2241.0,华泰柏瑞沪深300ETF期权2603认沽4.70,P,4.7,20260119,20260325
10010915.SH,20260122,0.0778,0.0777,0.074,0.0849,0.0684,0.079,0.0785,2911.0,223.4577,5089.0,华泰柏瑞沪深300ETF期权2603认沽4.60,P,4.6,20260119,20260325
10010914.SH,20260122,0.0506,0.0507,0.0498,0.0543,0.0438,0.0496,0.0496,1097.0,54.7632,3190.0,华泰柏瑞沪深300ETF期权2603认沽4.50,P,4.5,20260119,20260325
10010913.SH,20260122,0.0319,0.0319,0.0303,0.0341,0.0209,0.0311,0.0311,1461.0,46.892,4378.0,华泰柏瑞沪深300ETF期权2603认沽4.40,P,4.4,20260119,20260325
10010912.SH,20260122,0.0199,0.0201,0.0191,0.0211,0.018,0.0193,0.0193,1320.0,26.1047,2832.0,华泰柏瑞沪深300ETF期权2603认沽4.30,P,4.3,20260119,20260325
10010911.SH,20260122,0.0219,0.0219,0.0253,0.026,0.0212,0.0227,0.0227,7115.0,163.7265,5847.0,华泰柏瑞沪深300ETF期权2603认购5.25,C,5.25,20260119,20260325
10010910.SH,20260122,0.0527,0.0527,0.0559,0.061,0.0497,0.0534,0.0534,5019.0,271.6921,8780.0,华泰柏瑞沪深300ETF期权2603认购5.00,C,5.0,20260119,20260325
10010909.SH,20260122,0.0783,0.0783,0.0885,0.0885,0.0724,0.0772,0.0772,1571.0,121.4214,3525.0,华泰柏瑞沪深300ETF期权2603认购4.90,C,4.9,20260119,20260325
10010908.SH,20260122,0.1123,0.1123,0.1199,0.1273,0.1045,0.112,0.1119,1924.0,216.1861,2942.0,华泰柏瑞沪深300ETF期权2603认购4.80,C,4.8,20260119,20260325
10010907.SH,20260122,0.1605,0.1612,0.17,0.1795,0.1488,0.1575,0.1575,3041.0,478.1616,3079.0,华泰柏瑞沪深300ETF期权2603认购4.70,C,4.7,20260119,20260325
10010906.SH,20260122,0.2203,0.2203,0.2351,0.2431,0.2067,0.2174,0.2174,379.0,81.8768,1255.0,华泰柏瑞沪深300ETF期权2603认购4.60,C,4.6,20260119,20260325
10010905.SH,20260122,0.2905,0.2905,0.3149,0.3149,0.2781,0.2899,0.2887,88.0,25.5507,301.0,华泰柏瑞沪深300ETF期权2603认购4.50,C,4.5,20260119,20260325
10010904.SH,20260122,0.3695,0.3695,0.3825,0.3839,0.358,0.358,0.3693,51.0,19.1656,124.0,华泰柏瑞沪深300ETF期权2603认购4.40,C,4.4,20260119,20260325
10010903.SH,20260122,0.4603,0.4634,0.475,0.4791,0.4435,0.4548,0.4563,31.0,14.5051,52.0,华泰柏瑞沪深300ETF期权2603认购4.30,C,4.3,20260119,20260325
10010902.SH,20260122,0.5239,0.5102,0.5007,0.5359,0.5007,0.5242,0.523,66.0,34.7996,476.0,华泰柏瑞沪深300ETF期权2602认沽5.25,P,5.25,20260119,20260225
10010901.SH,20260122,0.2797,0.2822,0.2724,0.2966,0.2526,0.2815,0.2815,676.0,191.9949,1831.0,华泰柏瑞沪深300ETF期权2602认沽5.00,P,5.0,20260119,20260225
10010900.SH,20260122,0.1926,0.1926,0.1845,0.2105,0.168,0.1944,0.1944,2992.0,551.8171,3467.0,华泰柏瑞沪深300ETF期权2602认沽4.90,P,4.9,20260119,20260225
10010899.SH,20260122,0.1193,0.1193,0.1134,0.1342,0.0994,0.1204,0.1204,10692.0,1274.669,8635.0,华泰柏瑞沪深300ETF期权2602认沽4.80,P,4.8,20260119,20260225
10010898.SH,20260122,0.065,0.065,0.0614,0.0765,0.0521,0.0645,0.0645,28239.0,1859.425,15619.0,华泰柏瑞沪深300ETF期权2602认沽4.70,P,4.7,20260119,20260225
10010897.SH,20260122,0.033,0.033,0.0304,0.0382,0.0249,0.0309,0.0309,20750.0,650.7233,21636.0,华泰柏瑞沪深300ETF期权2602认沽4.60,P,4.6,20260119,20260225
10010896.SH,20260122,0.0159,0.0159,0.0148,0.0181,0.0116,0.0137,0.0137,12733.0,188.4925,16766.0,华泰柏瑞沪深300ETF期权2602认沽4.50,P,4.5,20260119,20260225
10010895.SH,20260122,0.0088,0.0089,0.0081,0.0093,0.0064,0.0067,0.0069,1457.0,11.1137,5611.0,华泰柏瑞沪深300ETF期权2602认沽4.40,P,4.4,20260119,20260225
10010894.SH,20260122,0.0042,0.0042,0.0037,0.005,0.0034,0.0034,0.0037,1414.0,5.2877,3115.0,华泰柏瑞沪深300ETF期权2602认沽4.30,P,4.3,20260119,20260225
10010893.SH,20260122,0.0051,0.0051,0.0055,0.0064,0.0043,0.0048,0.0048,3829.0,19.5565,6866.0,华泰柏瑞沪深300ETF期权2602认购5.25,C,5.25,20260119,20260225
10010892.SH,20260122,0.0155,0.0155,0.0157,0.0195,0.0126,0.0141,0.0141,16596.0,248.9202,16539.0,华泰柏瑞沪深300ETF期权2602认购5.00,C,5.0,20260119,20260225
10010891.SH,20260122,0.0292,0.0292,0.0311,0.0362,0.0245,0.027,0.027,21660.0,623.2593,18871.0,华泰柏瑞沪深300ETF期权2602认购4.90,C,4.9,20260119,20260225
10010890.SH,20260122,0.0562,0.0562,0.06,0.068,0.0488,0.0533,0.0533,24578.0,1358.5747,22129.0,华泰柏瑞沪深300ETF期权2602认购4.80,C,4.8,20260119,20260225
10010889.SH,20260122,0.1021,0.1021,0.1094,0.121,0.0897,0.0987,0.0987,27736.0,2802.9055,13259.0,华泰柏瑞沪深300ETF期权2602认购4.70,C,4.7,20260119,20260225
10010888.SH,20260122,0.1689,0.1689,0.1768,0.1926,0.15,0.165,0.165,4681.0,786.6691,3431.0,华泰柏瑞沪深300ETF期权2602认购4.60,C,4.6,20260119,20260225
10010887.SH,20260122,0.2518,0.2486,0.2566,0.278,0.233,0.246,0.246,1501.0,373.844,1939.0,华泰柏瑞沪深300ETF期权2602认购4.50,C,4.5,20260119,20260225
10010886.SH,20260122,0.3414,0.339,0.3523,0.3721,0.3272,0.3405,0.3406,155.0,55.0446,793.0,华泰柏瑞沪深300ETF期权2602认购4.40,C,4.4,20260119,20260225
10010885.SH,20260122,0.435,0.4346,0.452,0.4665,0.42,0.434,0.434,107.0,46.9833,114.0,华泰柏瑞沪深300ETF期权2602认购4.30,C,4.3,20260119,20260225
10010884.SH,20260122,0.5239,0.5227,0.5061,0.5061,0.4948,0.505,0.523,14.0,7.0417,267.0,华泰柏瑞沪深300ETF期权2601认沽5.25,P,5.25,20260119,20260128
10010883.SH,20260122,0.2736,0.2736,0.269,0.2918,0.2448,0.2726,0.273,172.0,46.332,198.0,华泰柏瑞沪深300ETF期权2601认沽5.00,P,5.0,20260119,20260128
10010882.SH,20260122,0.174,0.174,0.1668,0.197,0.1427,0.1738,0.1738,2271.0,391.2985,1311.0,华泰柏瑞沪深300ETF期权2601认沽4.90,P,4.9,20260119,20260128
10010881.SH,20260122,0.0845,0.0845,0.0764,0.1035,0.0565,0.0806,0.0806,104396.0,8660.659,11732.0,华泰柏瑞沪深300ETF期权2601认沽4.80,P,4.8,20260119,20260128
10010880.SH,20260122,0.0247,0.0247,0.0207,0.032,0.012,0.0205,0.0205,125303.0,2906.1201,31415.0,华泰柏瑞沪深300ETF期权2601认沽4.70,P,4.7,20260119,20260128
10010879.SH,20260122,0.0053,0.0053,0.0041,0.0074,0.0026,0.005,0.005,13555.0,66.7182,8819.0,华泰柏瑞沪深300ETF期权2601认沽4.60,P,4.6,20260119,20260128
10010878.SH,20260122,0.0015,0.0015,0.001,0.002,0.001,0.0013,0.0014,1223.0,1.7348,1974.0,华泰柏瑞沪深300ETF期权2601认沽4.50,P,4.5,20260119,20260128
10010877.SH,20260122,0.0006,0.0006,0.0005,0.0008,0.0005,0.0006,0.0006,226.0,0.1351,671.0,华泰柏瑞沪深300ETF期权2601认沽4.40,P,4.4,20260119,20260128
10010876.SH,20260122,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,186.0,0.0558,563.0,华泰柏瑞沪深300ETF期权2601认沽4.30,P,4.3,20260119,20260128
10010875.SH,20260122,0.0004,0.0004,0.0004,0.0005,0.0002,0.0004,0.0004,483.0,0.184,1789.0,华泰柏瑞沪深300ETF期权2601认购5.25,C,5.25,20260119,20260128
10010874.SH,20260122,0.0015,0.0014,0.0019,0.0019,0.0008,0.0008,0.0008,1029.0,1.1952,3485.0,华泰柏瑞沪深300ETF期权2601认购5.00,C,5.0,20260119,20260128
10010873.SH,20260122,0.0037,0.0037,0.004,0.0049,0.0023,0.0024,0.0024,5806.0,20.7217,8961.0,华泰柏瑞沪深300ETF期权2601认购4.90,C,4.9,20260119,20260128
10010872.SH,20260122,0.0123,0.0123,0.0151,0.0191,0.0083,0.0096,0.0096,67593.0,800.146,26986.0,华泰柏瑞沪深300ETF期权2601认购4.80,C,4.8,20260119,20260128
10010871.SH,20260122,0.0523,0.0523,0.0599,0.0738,0.0371,0.0502,0.0502,123953.0,6180.6465,32724.0,华泰柏瑞沪深300ETF期权2601认购4.70,C,4.7,20260119,20260128
10010870.SH,20260122,0.1348,0.1348,0.142,0.1647,0.1131,0.1333,0.1333,15985.0,2110.2052,2873.0,华泰柏瑞沪深300ETF期权2601认购4.60,C,4.6,20260119,20260128
10010869.SH,20260122,0.23,0.23,0.2331,0.2591,0.2088,0.2307,0.2296,206.0,46.4931,378.0,华泰柏瑞沪深300ETF期权2601认购4.50,C,4.5,20260119,20260128
10010868.SH,20260122,0.33,0.33,0.3342,0.3461,0.3078,0.3272,0.3279,29.0,9.4267,52.0,华泰柏瑞沪深300ETF期权2601认购4.40,C,4.4,20260119,20260128
10010867.SH,20260122,0.43,0.4343,0.4385,0.4385,0.4097,0.41,0.4282,22.0,9.1147,48.0,华泰柏瑞沪深300ETF期权2601认购4.30,C,4.3,20260119,20260128
10010866.SH,20260122,1.0992,1.1232,1.0801,1.11,1.0601,1.0915,1.0915,18.0,19.4969,113.0,南方中证500ETF期权2606认沽9.25,P,9.25,20260116,20260624
10010865.SH,20260122,0.922,0.9247,0.8915,0.905,0.8915,0.905,0.903,11.0,9.82,70.0,南方中证500ETF期权2606认沽9.00,P,9.0,20260116,20260624
10010864.SH,20260122,0.7414,0.825,0.6842,0.7509,0.6842,0.7386,0.7386,33.0,24.0342,58.0,南方中证500ETF期权2606认沽8.75,P,8.75,20260116,20260624
10010863.SH,20260122,0.6042,0.5977,0.5901,0.598,0.565,0.586,0.5835,174.0,101.2929,309.0,南方中证500ETF期权2606认沽8.50,P,8.5,20260116,20260624
10010862.SH,20260122,0.4505,0.4505,0.4442,0.4579,0.4357,0.4413,0.4413,269.0,120.1915,1042.0,南方中证500ETF期权2606认沽8.25,P,8.25,20260116,20260624
10010861.SH,20260122,0.3467,0.3436,0.3327,0.3439,0.325,0.33,0.33,296.0,99.0739,544.0,南方中证500ETF期权2606认沽8.00,P,8.0,20260116,20260624
10010860.SH,20260122,0.2519,0.2519,0.2363,0.2493,0.2298,0.2356,0.2356,389.0,93.9754,763.0,南方中证500ETF期权2606认沽7.75,P,7.75,20260116,20260624
10010859.SH,20260122,0.1771,0.177,0.1619,0.178,0.1603,0.1633,0.1633,502.0,85.6159,1350.0,南方中证500ETF期权2606认沽7.50,P,7.5,20260116,20260624
10010858.SH,20260122,0.1184,0.1184,0.1101,0.1197,0.1071,0.1093,0.1093,366.0,41.4812,883.0,南方中证500ETF期权2606认沽7.25,P,7.25,20260116,20260624
10010857.SH,20260122,0.2368,0.235,0.2581,0.2592,0.2321,0.2589,0.259,555.0,136.3597,1252.0,南方中证500ETF期权2606认购9.25,C,9.25,20260116,20260624
10010856.SH,20260122,0.2971,0.2971,0.2999,0.3238,0.2978,0.3197,0.3197,529.0,161.6936,772.0,南方中证500ETF期权2606认购9.00,C,9.0,20260116,20260624
10010855.SH,20260122,0.3713,0.3713,0.4012,0.4041,0.3707,0.3972,0.3978,1065.0,410.7102,6099.0,南方中证500ETF期权2606认购8.75,C,8.75,20260116,20260624
10010854.SH,20260122,0.48,0.48,0.4893,0.5129,0.4608,0.5129,0.5129,670.0,323.0318,4489.0,南方中证500ETF期权2606认购8.50,C,8.5,20260116,20260624
10010853.SH,20260122,0.5819,0.5742,0.6113,0.6117,0.5711,0.5961,0.6025,349.0,207.2252,1483.0,南方中证500ETF期权2606认购8.25,C,8.25,20260116,20260624
10010852.SH,20260122,0.7075,0.708,0.7358,0.7371,0.704,0.7266,0.735,81.0,58.9217,544.0,南方中证500ETF期权2606认购8.00,C,8.0,20260116,20260624
10010851.SH,20260122,0.8645,0.8587,0.8915,0.8925,0.86,0.8817,0.8817,230.0,201.1751,270.0,南方中证500ETF期权2606认购7.75,C,7.75,20260116,20260624
10010850.SH,20260122,1.0389,1.03,1.08,1.08,1.05,1.064,1.064,19.0,20.1338,100.0,南方中证500ETF期权2606认购7.50,C,7.5,20260116,20260624
10010849.SH,20260122,1.2222,1.2303,1.2508,1.2639,1.225,1.2556,1.2606,76.0,94.4791,362.0,南方中证500ETF期权2606认购7.25,C,7.25,20260116,20260624
10010848.SH,20260122,0.9068,0.9317,0.852,0.9044,0.852,0.9044,0.8809,2.0,1.7564,150.0,南方中证500ETF期权2603认沽9.25,P,9.25,20260116,20260325
10010847.SH,20260122,0.7016,0.7102,0.6434,0.7033,0.6434,0.688,0.6779,20.0,13.8418,89.0,南方中证500ETF期权2603认沽9.00,P,9.0,20260116,20260325
10010846.SH,20260122,0.52,0.52,0.4643,0.52,0.4643,0.5058,0.4958,83.0,41.7519,367.0,南方中证500ETF期权2603认沽8.75,P,8.75,20260116,20260325
10010845.SH,20260122,0.3628,0.3628,0.3394,0.3687,0.321,0.3432,0.3432,2096.0,733.7723,2728.0,南方中证500ETF期权2603认沽8.50,P,8.5,20260116,20260325
10010844.SH,20260122,0.2363,0.2363,0.2209,0.2419,0.2159,0.221,0.221,3187.0,728.5106,3314.0,南方中证500ETF期权2603认沽8.25,P,8.25,20260116,20260325
10010843.SH,20260122,0.1441,0.1441,0.1327,0.1467,0.128,0.1357,0.1357,1680.0,233.0535,1881.0,南方中证500ETF期权2603认沽8.00,P,8.0,20260116,20260325
10010842.SH,20260122,0.0824,0.0824,0.0736,0.0838,0.0707,0.0763,0.0763,3462.0,270.8693,4280.0,南方中证500ETF期权2603认沽7.75,P,7.75,20260116,20260325
10010841.SH,20260122,0.0459,0.0459,0.0408,0.0473,0.0385,0.0424,0.0424,1620.0,68.205,3039.0,南方中证500ETF期权2603认沽7.50,P,7.5,20260116,20260325
10010840.SH,20260122,0.0248,0.0248,0.0218,0.0251,0.0208,0.0231,0.0231,1381.0,31.7516,2962.0,南方中证500ETF期权2603认沽7.25,P,7.25,20260116,20260325
10010839.SH,20260122,0.086,0.086,0.0957,0.1038,0.0836,0.0991,0.0991,2328.0,213.8374,2044.0,南方中证500ETF期权2603认购9.25,C,9.25,20260116,20260325
10010838.SH,20260122,0.1288,0.1288,0.1437,0.15,0.126,0.15,0.15,1522.0,208.9563,1656.0,南方中证500ETF期权2603认购9.00,C,9.0,20260116,20260325
10010837.SH,20260122,0.195,0.195,0.21,0.2265,0.1888,0.2129,0.2129,2153.0,438.3772,2261.0,南方中证500ETF期权2603认购8.75,C,8.75,20260116,20260325
10010836.SH,20260122,0.2838,0.2838,0.3054,0.3337,0.2768,0.3061,0.3063,2756.0,822.4414,4297.0,南方中证500ETF期权2603认购8.50,C,8.5,20260116,20260325
10010835.SH,20260122,0.406,0.406,0.4365,0.4509,0.3982,0.4364,0.4364,1020.0,426.7928,1872.0,南方中证500ETF期权2603认购8.25,C,8.25,20260116,20260325
10010834.SH,20260122,0.565,0.565,0.6237,0.6237,0.56,0.5929,0.5929,478.0,278.4182,1062.0,南方中证500ETF期权2603认购8.00,C,8.0,20260116,20260325
10010833.SH,20260122,0.7527,0.7527,0.8092,0.8092,0.7608,0.775,0.7909,617.0,475.3366,697.0,南方中证500ETF期权2603认购7.75,C,7.75,20260116,20260325
10010832.SH,20260122,0.9673,0.9638,1.0139,1.0139,0.9713,0.9713,1.004,12.0,11.7432,62.0,南方中证500ETF期权2603认购7.50,C,7.5,20260116,20260325
10010831.SH,20260122,1.1961,1.1697,1.2345,1.2345,1.2053,1.2053,1.2345,32.0,38.8985,610.0,南方中证500ETF期权2603认购7.25,C,7.25,20260116,20260325
10010830.SH,20260122,0.8417,0.8569,0.7867,0.8491,0.7853,0.8491,0.8099,17.0,14.1214,133.0,南方中证500ETF期权2602认沽9.25,P,9.25,20260116,20260225
10010829.SH,20260122,0.6156,0.6156,0.5695,0.62,0.5695,0.59,0.59,74.0,44.0661,118.0,南方中证500ETF期权2602认沽9.00,P,9.0,20260116,20260225
10010828.SH,20260122,0.4137,0.4137,0.3793,0.4245,0.3581,0.3864,0.3864,1049.0,413.8179,932.0,南方中证500ETF期权2602认沽8.75,P,8.75,20260116,20260225
10010827.SH,20260122,0.24,0.24,0.219,0.2574,0.2052,0.2248,0.2248,29523.0,6971.9231,17248.0,南方中证500ETF期权2602认沽8.50,P,8.5,20260116,20260225
10010826.SH,20260122,0.1284,0.1284,0.112,0.1364,0.105,0.1151,0.1151,29356.0,3616.699,24038.0,南方中证500ETF期权2602认沽8.25,P,8.25,20260116,20260225
10010825.SH,20260122,0.061,0.061,0.0576,0.0655,0.0494,0.0563,0.0563,16587.0,981.3334,13733.0,南方中证500ETF期权2602认沽8.00,P,8.0,20260116,20260225
10010824.SH,20260122,0.0305,0.0305,0.0261,0.0308,0.0238,0.0271,0.0271,8879.0,244.1323,11514.0,南方中证500ETF期权2602认沽7.75,P,7.75,20260116,20260225
10010823.SH,20260122,0.0155,0.0155,0.0138,0.0155,0.0121,0.0126,0.0126,2794.0,38.7929,8968.0,南方中证500ETF期权2602认沽7.50,P,7.5,20260116,20260225
10010822.SH,20260122,0.0099,0.0099,0.0086,0.0105,0.0085,0.0089,0.0089,2503.0,23.7535,10816.0,南方中证500ETF期权2602认沽7.25,P,7.25,20260116,20260225
10010821.SH,20260122,0.0275,0.0275,0.031,0.0378,0.0271,0.0343,0.0343,11435.0,356.7617,12278.0,南方中证500ETF期权2602认购9.25,C,9.25,20260116,20260225
10010820.SH,20260122,0.0508,0.0508,0.0574,0.0641,0.0486,0.058,0.058,14719.0,825.374,8327.0,南方中证500ETF期权2602认购9.00,C,9.0,20260116,20260225
10010819.SH,20260122,0.0948,0.0948,0.1099,0.1174,0.0918,0.108,0.108,16084.0,1688.9132,8260.0,南方中证500ETF期权2602认购8.75,C,8.75,20260116,20260225
10010818.SH,20260122,0.1777,0.1777,0.1968,0.2123,0.17,0.1959,0.1959,40736.0,7675.9577,18073.0,南方中证500ETF期权2602认购8.50,C,8.5,20260116,20260225
10010817.SH,20260122,0.3175,0.3175,0.3327,0.3611,0.3,0.3415,0.3415,16382.0,5341.0668,14324.0,南方中证500ETF期权2602认购8.25,C,8.25,20260116,20260225
10010816.SH,20260122,0.4953,0.4953,0.5294,0.5558,0.48,0.5215,0.522,2024.0,1032.6879,1952.0,南方中证500ETF期权2602认购8.00,C,8.0,20260116,20260225
10010815.SH,20260122,0.7137,0.7136,0.766,0.7707,0.7,0.7348,0.7348,432.0,313.1781,970.0,南方中证500ETF期权2602认购7.75,C,7.75,20260116,20260225
10010814.SH,20260122,0.947,0.947,1.0076,1.0076,0.9386,0.9707,0.9707,112.0,108.3253,486.0,南方中证500ETF期权2602认购7.50,C,7.5,20260116,20260225
10010813.SH,20260122,1.194,1.186,1.2584,1.2584,1.1868,1.1868,1.2266,146.0,175.9763,558.0,南方中证500ETF期权2602认购7.25,C,7.25,20260116,20260225
10010812.SH,20260122,0.8217,0.8465,0.7876,0.8092,0.7876,0.8092,0.7844,4.0,3.1986,135.0,南方中证500ETF期权2601认沽9.25,P,9.25,20260116,20260128
10010811.SH,20260122,0.5762,0.5762,0.5293,0.5897,0.5257,0.5316,0.5316,59.0,33.2123,189.0,南方中证500ETF期权2601认沽9.00,P,9.0,20260116,20260128
10010810.SH,20260122,0.3239,0.3239,0.2904,0.3499,0.267,0.2907,0.2907,2524.0,787.5645,992.0,南方中证500ETF期权2601认沽8.75,P,8.75,20260116,20260128
10010809.SH,20260122,0.1294,0.1294,0.1069,0.1378,0.09,0.0951,0.0951,132583.0,15205.8703,32680.0,南方中证500ETF期权2601认沽8.50,P,8.5,20260116,20260128
10010808.SH,20260122,0.0309,0.0309,0.0229,0.0298,0.018,0.0181,0.0181,126953.0,3117.2348,50944.0,南方中证500ETF期权2601认沽8.25,P,8.25,20260116,20260128
10010807.SH,20260122,0.0073,0.0073,0.0042,0.007,0.0035,0.0035,0.0035,16366.0,89.807,19507.0,南方中证500ETF期权2601认沽8.00,P,8.0,20260116,20260128
10010806.SH,20260122,0.0031,0.0031,0.0022,0.0026,0.0015,0.0015,0.0014,2622.0,5.8838,5938.0,南方中证500ETF期权2601认沽7.75,P,7.75,20260116,20260128
10010805.SH,20260122,0.0012,0.0014,0.001,0.0012,0.0008,0.001,0.001,410.0,0.3874,2472.0,南方中证500ETF期权2601认沽7.50,P,7.5,20260116,20260128
10010804.SH,20260122,0.0005,0.0005,0.0005,0.0008,0.0003,0.0003,0.0003,455.0,0.2729,1564.0,南方中证500ETF期权2601认沽7.25,P,7.25,20260116,20260128
10010803.SH,20260122,0.0013,0.0013,0.0013,0.0024,0.0011,0.0015,0.0014,494.0,0.7453,3917.0,南方中证500ETF期权2601认购9.25,C,9.25,20260116,20260128
10010802.SH,20260122,0.0022,0.0022,0.0032,0.0048,0.0017,0.0027,0.0027,2556.0,8.0817,3532.0,南方中证500ETF期权2601认购9.00,C,9.0,20260116,20260128
10010801.SH,20260122,0.0109,0.0109,0.0148,0.0195,0.0082,0.0123,0.0123,41982.0,533.3477,18696.0,南方中证500ETF期权2601认购8.75,C,8.75,20260116,20260128
10010800.SH,20260122,0.066,0.066,0.08,0.0904,0.0453,0.0694,0.0694,204820.0,12763.8731,44913.0,南方中证500ETF期权2601认购8.50,C,8.5,20260116,20260128
