ts_code,trade_date,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi,name,call_put,exercise_price,list_date,delist_date
10010622.SH,20260115,0.3645,0.3655,0.3663,0.3692,0.3663,0.3692,0.3672,13.0,4.7955,170.0,华夏上证50ETF期权2606认沽3.50,P,3.5,20251218,20260624
10010621.SH,20260115,0.0843,0.0831,0.0849,0.0852,0.0725,0.0726,0.0726,824.0,65.4795,2822.0,华夏上证50ETF期权2606认购3.50,C,3.5,20251218,20260624
10010620.SH,20260115,0.3265,0.3191,0.3293,0.335,0.3262,0.3319,0.3319,130.0,43.2785,565.0,华夏上证50ETF期权2603认沽3.50,P,3.5,20251218,20260325
10010619.SH,20260115,0.0335,0.0334,0.0325,0.0344,0.024,0.0253,0.0253,4997.0,136.9667,7532.0,华夏上证50ETF期权2603认购3.50,C,3.5,20251218,20260325
10010618.SH,20260115,0.313,0.3105,0.2994,0.3237,0.2947,0.3189,0.3203,66.0,20.4389,1297.0,华夏上证50ETF期权2601认沽3.50,P,3.5,20251218,20260128
10010617.SH,20260115,0.0034,0.0034,0.0028,0.0031,0.0016,0.0019,0.0019,6674.0,14.5601,31948.0,华夏上证50ETF期权2601认购3.50,C,3.5,20251218,20260128
10010614.SH,20260115,0.288,0.2858,0.2773,0.2918,0.2773,0.2875,0.2881,159.0,45.5623,559.0,华夏上证50ETF期权2606认沽3.40,P,3.4,20251217,20260624
10010613.SH,20260115,0.2189,0.2189,0.2178,0.2194,0.2085,0.2177,0.2177,106.0,22.9547,1072.0,华夏上证50ETF期权2606认沽3.30,P,3.3,20251217,20260624
10010612.SH,20260115,0.1574,0.1595,0.156,0.1588,0.149,0.157,0.1569,230.0,35.5776,1002.0,华夏上证50ETF期权2606认沽3.20,P,3.2,20251217,20260624
10010611.SH,20260115,0.1081,0.1081,0.1069,0.1075,0.1001,0.1052,0.1052,428.0,44.8134,3252.0,华夏上证50ETF期权2606认沽3.10,P,3.1,20251217,20260624
10010610.SH,20260115,0.0661,0.0661,0.0715,0.0719,0.0648,0.0674,0.0674,263.0,17.551,3854.0,华夏上证50ETF期权2606认沽3.00,P,3.0,20251217,20260624
10010609.SH,20260115,0.0534,0.0534,0.0529,0.053,0.0502,0.0517,0.0517,183.0,9.4851,1459.0,华夏上证50ETF期权2606认沽2.95,P,2.95,20251217,20260624
10010608.SH,20260115,0.0407,0.0407,0.0405,0.0405,0.0385,0.0396,0.0385,154.0,6.0279,2078.0,华夏上证50ETF期权2606认沽2.90,P,2.9,20251217,20260624
10010607.SH,20260115,0.0308,0.0308,0.0308,0.0309,0.0293,0.0298,0.0294,82.0,2.4254,1479.0,华夏上证50ETF期权2606认沽2.85,P,2.85,20251217,20260624
10010606.SH,20260115,0.0231,0.0234,0.0232,0.0238,0.0215,0.0222,0.0215,305.0,6.7432,3102.0,华夏上证50ETF期权2606认沽2.80,P,2.8,20251217,20260624
10010605.SH,20260115,0.105,0.105,0.1001,0.1073,0.0925,0.094,0.094,450.0,43.9955,4243.0,华夏上证50ETF期权2606认购3.40,C,3.4,20251217,20260624
10010604.SH,20260115,0.1339,0.1339,0.1285,0.1371,0.1206,0.1218,0.1218,412.0,51.7553,1871.0,华夏上证50ETF期权2606认购3.30,C,3.3,20251217,20260624
10010603.SH,20260115,0.1738,0.1738,0.1666,0.1786,0.158,0.1602,0.1602,763.0,126.8359,2443.0,华夏上证50ETF期权2606认购3.20,C,3.2,20251217,20260624
10010602.SH,20260115,0.2243,0.2193,0.2115,0.2288,0.2063,0.209,0.2071,78.0,16.4936,1238.0,华夏上证50ETF期权2606认购3.10,C,3.1,20251217,20260624
10010601.SH,20260115,0.2844,0.28,0.2778,0.2899,0.2668,0.268,0.268,61.0,16.6833,1136.0,华夏上证50ETF期权2606认购3.00,C,3.0,20251217,20260624
10010600.SH,20260115,0.3183,0.319,0.32,0.32,0.3,0.3,0.3043,2.0,0.62,383.0,华夏上证50ETF期权2606认购2.95,C,2.95,20251217,20260624
10010599.SH,20260115,0.3537,0.3551,0.3491,0.3491,0.3468,0.3481,0.3409,3.0,1.044,515.0,华夏上证50ETF期权2606认购2.90,C,2.9,20251217,20260624
10010598.SH,20260115,0.3932,0.3962,,,,0.3962,0.3806,0.0,0.0,219.0,华夏上证50ETF期权2606认购2.85,C,2.85,20251217,20260624
10010597.SH,20260115,0.4357,0.4352,0.4309,0.4309,0.4188,0.4188,0.423,22.0,9.3851,798.0,华夏上证50ETF期权2606认购2.80,C,2.8,20251217,20260624
10010596.SH,20260115,0.2424,0.2424,0.2436,0.248,0.2328,0.2475,0.2475,189.0,46.0382,1189.0,华夏上证50ETF期权2603认沽3.40,P,3.4,20251217,20260325
10010595.SH,20260115,0.1673,0.1673,0.1738,0.1738,0.1531,0.1695,0.1695,1607.0,264.2352,4110.0,华夏上证50ETF期权2603认沽3.30,P,3.3,20251217,20260325
10010594.SH,20260115,0.1038,0.1038,0.1075,0.1099,0.0926,0.104,0.104,3475.0,345.2462,6530.0,华夏上证50ETF期权2603认沽3.20,P,3.2,20251217,20260325
10010593.SH,20260115,0.0576,0.0576,0.0585,0.0601,0.0504,0.056,0.056,2104.0,114.7876,8721.0,华夏上证50ETF期权2603认沽3.10,P,3.1,20251217,20260325
10010592.SH,20260115,0.0295,0.0295,0.0306,0.0309,0.0254,0.0276,0.0276,1946.0,52.6665,6934.0,华夏上证50ETF期权2603认沽3.00,P,3.0,20251217,20260325
10010591.SH,20260115,0.0205,0.0205,0.0214,0.022,0.0175,0.0187,0.0187,4063.0,75.3456,6780.0,华夏上证50ETF期权2603认沽2.95,P,2.95,20251217,20260325
10010590.SH,20260115,0.0147,0.0147,0.0149,0.0151,0.0124,0.013,0.0127,1186.0,15.5327,3157.0,华夏上证50ETF期权2603认沽2.90,P,2.9,20251217,20260325
10010589.SH,20260115,0.0103,0.0103,0.0106,0.011,0.0084,0.0089,0.0089,912.0,8.2612,4488.0,华夏上证50ETF期权2603认沽2.85,P,2.85,20251217,20260325
10010588.SH,20260115,0.0071,0.0071,0.0069,0.0073,0.006,0.0061,0.0061,1394.0,8.9353,6177.0,华夏上证50ETF期权2603认沽2.80,P,2.8,20251217,20260325
10010587.SH,20260115,0.0488,0.0479,0.0461,0.0565,0.0274,0.0389,0.0389,4543.0,191.8499,10128.0,华夏上证50ETF期权2603认购3.40,C,3.4,20251217,20260325
10010586.SH,20260115,0.0729,0.0725,0.0683,0.0734,0.0583,0.0606,0.0606,4883.0,312.344,9538.0,华夏上证50ETF期权2603认购3.30,C,3.3,20251217,20260325
10010585.SH,20260115,0.109,0.109,0.1091,0.1128,0.093,0.0976,0.0976,4980.0,491.816,6029.0,华夏上证50ETF期权2603认购3.20,C,3.2,20251217,20260325
10010584.SH,20260115,0.1621,0.1621,0.1551,0.1704,0.1451,0.1472,0.1477,1219.0,187.3401,4613.0,华夏上证50ETF期权2603认购3.10,C,3.1,20251217,20260325
10010583.SH,20260115,0.2341,0.2363,0.2261,0.2452,0.216,0.2178,0.2178,385.0,87.7006,1386.0,华夏上证50ETF期权2603认购3.00,C,3.0,20251217,20260325
10010582.SH,20260115,0.2721,0.2721,0.2705,0.285,0.257,0.2573,0.2578,255.0,68.9844,898.0,华夏上证50ETF期权2603认购2.95,C,2.95,20251217,20260325
10010581.SH,20260115,0.3152,0.3152,0.318,0.3317,0.3,0.3082,0.3055,107.0,33.2005,544.0,华夏上证50ETF期权2603认购2.90,C,2.9,20251217,20260325
10010580.SH,20260115,0.364,0.3666,0.3589,0.3589,0.3589,0.3589,0.3508,15.0,5.3835,261.0,华夏上证50ETF期权2603认购2.85,C,2.85,20251217,20260325
10010579.SH,20260115,0.411,0.413,0.4247,0.4247,0.3917,0.3917,0.3971,196.0,79.6781,994.0,华夏上证50ETF期权2603认购2.80,C,2.8,20251217,20260325
10010578.SH,20260115,0.213,0.2132,0.2219,0.2254,0.1969,0.2215,0.2211,2231.0,478.6451,2697.0,华夏上证50ETF期权2601认沽3.40,P,3.4,20251217,20260128
10010577.SH,20260115,0.1225,0.1225,0.1246,0.131,0.1035,0.1249,0.1249,39252.0,4611.6782,17048.0,华夏上证50ETF期权2601认沽3.30,P,3.3,20251217,20260128
10010576.SH,20260115,0.0448,0.0448,0.0484,0.051,0.0333,0.0439,0.0439,118712.0,4941.3668,65820.0,华夏上证50ETF期权2601认沽3.20,P,3.2,20251217,20260128
10010575.SH,20260115,0.01,0.01,0.0113,0.0117,0.0071,0.0083,0.0083,39026.0,328.5865,101426.0,华夏上证50ETF期权2601认沽3.10,P,3.1,20251217,20260128
10010574.SH,20260115,0.002,0.002,0.002,0.0025,0.0014,0.0018,0.0018,9211.0,15.9062,63919.0,华夏上证50ETF期权2601认沽3.00,P,3.0,20251217,20260128
10010573.SH,20260115,0.001,0.001,0.0014,0.0014,0.0004,0.0005,0.0005,3270.0,2.2921,18511.0,华夏上证50ETF期权2601认沽2.95,P,2.95,20251217,20260128
10010572.SH,20260115,0.0009,0.001,0.0009,0.001,0.0006,0.0007,0.0005,1138.0,0.9086,15850.0,华夏上证50ETF期权2601认沽2.90,P,2.9,20251217,20260128
10010571.SH,20260115,0.0007,0.0007,0.0005,0.0005,0.0004,0.0004,0.0004,756.0,0.3496,7792.0,华夏上证50ETF期权2601认沽2.85,P,2.85,20251217,20260128
10010570.SH,20260115,0.0004,0.0005,0.0006,0.0006,0.0001,0.0003,0.0003,311.0,0.0608,4282.0,华夏上证50ETF期权2601认沽2.80,P,2.8,20251217,20260128
10010569.SH,20260115,0.0046,0.0046,0.0042,0.0047,0.0027,0.0031,0.0031,21523.0,75.7445,45064.0,华夏上证50ETF期权2601认购3.40,C,3.4,20251217,20260128
10010568.SH,20260115,0.0102,0.0102,0.0097,0.0109,0.0056,0.006,0.006,53017.0,409.5346,78302.0,华夏上证50ETF期权2601认购3.30,C,3.3,20251217,20260128
10010567.SH,20260115,0.0344,0.0344,0.0332,0.0401,0.0234,0.0251,0.0251,149449.0,4452.3479,108817.0,华夏上证50ETF期权2601认购3.20,C,3.2,20251217,20260128
10010566.SH,20260115,0.0977,0.0977,0.096,0.1141,0.0857,0.089,0.089,62989.0,6131.7949,41214.0,华夏上证50ETF期权2601认购3.10,C,3.1,20251217,20260128
10010565.SH,20260115,0.1939,0.1939,0.1848,0.2087,0.179,0.1818,0.1828,14112.0,2727.8911,17376.0,华夏上证50ETF期权2601认购3.00,C,3.0,20251217,20260128
10010564.SH,20260115,0.2418,0.2418,0.233,0.2586,0.2271,0.23,0.2302,659.0,155.6441,3001.0,华夏上证50ETF期权2601认购2.95,C,2.95,20251217,20260128
10010563.SH,20260115,0.2911,0.2911,0.2915,0.3084,0.2773,0.2826,0.2826,565.0,166.1459,2325.0,华夏上证50ETF期权2601认购2.90,C,2.9,20251217,20260128
10010562.SH,20260115,0.3398,0.3504,0.3377,0.3377,0.3332,0.3333,0.3312,33.0,11.1308,478.0,华夏上证50ETF期权2601认购2.85,C,2.85,20251217,20260128
10010561.SH,20260115,0.3897,0.3897,0.3992,0.4048,0.377,0.3777,0.38,90.0,34.8556,1168.0,华夏上证50ETF期权2601认购2.80,C,2.8,20251217,20260128
10010542.SH,20260115,0.0004,0.0002,0.0001,0.0003,0.0001,0.0001,0.0002,287.0,0.061,4749.0,易方达上证科创板50ETF期权2601认沽1.10,P,1.1,20251217,20260128
10010541.SH,20260115,0.4308,0.4297,,,,0.4297,0.422,0.0,0.0,179.0,易方达上证科创板50ETF期权2601认购1.10,C,1.1,20251217,20260128
10010540.SH,20260115,0.0004,0.0004,0.0004,0.0005,0.0003,0.0003,0.0003,1161.0,0.4528,7093.0,华夏上证科创板50ETF期权2601认沽1.15,P,1.15,20251217,20260128
10010539.SH,20260115,0.4292,0.4183,0.428,0.428,0.402,0.4156,0.423,42.0,17.115,703.0,华夏上证科创板50ETF期权2601认购1.15,C,1.15,20251217,20260128
10010538.SH,20260115,0.0916,0.0916,0.0958,0.1124,0.0876,0.0948,0.0948,1289.0,126.8264,4570.0,易方达上证科创板50ETF期权2601认沽1.60,P,1.6,20251209,20260128
10010537.SH,20260115,0.0222,0.0222,0.0199,0.0246,0.011,0.015,0.015,18514.0,272.0435,21499.0,易方达上证科创板50ETF期权2601认购1.60,C,1.6,20251209,20260128
10010536.SH,20260115,0.32,0.3193,0.3183,0.3282,0.3062,0.327,0.3271,129.0,42.345897,644.0,华夏上证50ETF期权2601认沽3.507,P,3.507,20251209,20260128
10010535.SH,20260115,0.003,0.003,0.0026,0.0029,0.0015,0.0018,0.0018,1568.0,3.215203,9396.0,华夏上证50ETF期权2601认购3.507,C,3.507,20251209,20260128
10010534.SH,20260115,0.3911,0.3911,0.3982,0.4068,0.36,0.3743,0.375,3520.0,1344.9613,3322.0,华泰柏瑞沪深300ETF期权2601认沽5.117,P,5.117,20251202,20260128
10010533.SH,20260115,0.0053,0.0053,0.0053,0.0062,0.0022,0.0028,0.0028,26557.0,99.4942,46991.0,华泰柏瑞沪深300ETF期权2601认购5.117,C,5.117,20251202,20260128
10010532.SH,20260115,0.131,0.131,0.149,0.1548,0.1082,0.12,0.12,251370.0,32550.6376,79739.0,南方中证500ETF期权2601认沽8.189,P,8.189,20251201,20260128
10010531.SH,20260115,0.237,0.237,0.207,0.257,0.1729,0.2155,0.2155,224978.0,46122.8957,81205.0,南方中证500ETF期权2601认购8.189,C,8.189,20251201,20260128
10010530.SH,20260115,0.0561,0.0561,0.0601,0.071,0.0518,0.056,0.0556,12707.0,766.1459,10776.0,易方达上证科创板50ETF期权2601认沽1.55,P,1.55,20251127,20260128
10010529.SH,20260115,0.03,0.03,0.0328,0.0377,0.0252,0.0267,0.0267,19060.0,600.0619,14571.0,易方达上证科创板50ETF期权2601认沽1.50,P,1.5,20251127,20260128
10010528.SH,20260115,0.0131,0.0131,0.0136,0.0157,0.0098,0.0098,0.0098,12968.0,168.7924,17826.0,易方达上证科创板50ETF期权2601认沽1.45,P,1.45,20251127,20260128
10010527.SH,20260115,0.0053,0.0053,0.0055,0.0073,0.0031,0.0031,0.0031,11672.0,55.4926,20202.0,易方达上证科创板50ETF期权2601认沽1.40,P,1.4,20251127,20260128
10010526.SH,20260115,0.0029,0.0028,0.0028,0.0042,0.0017,0.0019,0.0019,10428.0,25.2018,18972.0,易方达上证科创板50ETF期权2601认沽1.35,P,1.35,20251127,20260128
10010525.SH,20260115,0.0015,0.0015,0.0015,0.0017,0.0007,0.0008,0.0008,2348.0,3.1468,9627.0,易方达上证科创板50ETF期权2601认沽1.30,P,1.3,20251127,20260128
10010524.SH,20260115,0.0006,0.0006,0.001,0.001,0.0003,0.0003,0.0004,1493.0,0.9324,6416.0,易方达上证科创板50ETF期权2601认沽1.25,P,1.25,20251127,20260128
10010523.SH,20260115,0.0006,0.0005,0.0004,0.0006,0.0003,0.0003,0.0003,752.0,0.2784,4451.0,易方达上证科创板50ETF期权2601认沽1.20,P,1.2,20251127,20260128
10010522.SH,20260115,0.0004,0.0004,0.0005,0.0006,0.0003,0.0003,0.0003,716.0,0.3522,4540.0,易方达上证科创板50ETF期权2601认沽1.15,P,1.15,20251127,20260128
10010521.SH,20260115,0.0351,0.0351,0.0313,0.0402,0.019,0.0264,0.0264,23701.0,633.5469,21777.0,易方达上证科创板50ETF期权2601认购1.55,C,1.55,20251127,20260128
10010520.SH,20260115,0.0586,0.0586,0.0544,0.0643,0.0352,0.0499,0.0499,22435.0,1054.1307,17361.0,易方达上证科创板50ETF期权2601认购1.50,C,1.5,20251127,20260128
10010519.SH,20260115,0.0926,0.0926,0.087,0.0995,0.0636,0.0819,0.0819,10667.0,831.1033,8767.0,易方达上证科创板50ETF期权2601认购1.45,C,1.45,20251127,20260128
10010518.SH,20260115,0.1324,0.1324,0.133,0.1415,0.1038,0.1248,0.1248,3193.0,391.4819,10233.0,易方达上证科创板50ETF期权2601认购1.40,C,1.4,20251127,20260128
10010517.SH,20260115,0.18,0.1771,0.1809,0.1823,0.152,0.17,0.172,1274.0,209.5114,6760.0,易方达上证科创板50ETF期权2601认购1.35,C,1.35,20251127,20260128
10010516.SH,20260115,0.23,0.2259,0.2211,0.2302,0.201,0.221,0.222,49.0,10.8261,2330.0,易方达上证科创板50ETF期权2601认购1.30,C,1.3,20251127,20260128
10010515.SH,20260115,0.28,0.278,0.2907,0.2907,0.25,0.2652,0.272,147.0,38.9152,1497.0,易方达上证科创板50ETF期权2601认购1.25,C,1.25,20251127,20260128
10010514.SH,20260115,0.33,0.3368,0.3072,0.32,0.3072,0.32,0.322,7.0,2.2067,532.0,易方达上证科创板50ETF期权2601认购1.20,C,1.2,20251127,20260128
10010513.SH,20260115,0.38,0.3665,,,,0.3665,0.372,0.0,0.0,435.0,易方达上证科创板50ETF期权2601认购1.15,C,1.15,20251127,20260128
10010512.SH,20260115,0.0579,0.0579,0.062,0.0726,0.0517,0.0548,0.0548,97880.0,5952.2903,42221.0,华夏上证科创板50ETF期权2601认沽1.60,P,1.6,20251127,20260128
10010511.SH,20260115,0.0305,0.0305,0.035,0.0388,0.0253,0.0277,0.0277,130254.0,4108.2356,71320.0,华夏上证科创板50ETF期权2601认沽1.55,P,1.55,20251127,20260128
10010510.SH,20260115,0.0137,0.0137,0.0178,0.0193,0.0104,0.011,0.011,92170.0,1268.0111,89147.0,华夏上证科创板50ETF期权2601认沽1.50,P,1.5,20251127,20260128
10010509.SH,20260115,0.0052,0.0052,0.007,0.0076,0.0028,0.0031,0.0031,38562.0,178.0322,92917.0,华夏上证科创板50ETF期权2601认沽1.45,P,1.45,20251127,20260128
10010508.SH,20260115,0.0033,0.0033,0.0038,0.0042,0.0016,0.0016,0.0016,24927.0,63.6305,87392.0,华夏上证科创板50ETF期权2601认沽1.40,P,1.4,20251127,20260128
10010507.SH,20260115,0.0017,0.0017,0.0015,0.002,0.0008,0.0008,0.0008,11839.0,16.3163,42777.0,华夏上证科创板50ETF期权2601认沽1.35,P,1.35,20251127,20260128
10010506.SH,20260115,0.0009,0.0009,0.001,0.0012,0.0003,0.0003,0.0003,2794.0,2.0742,35693.0,华夏上证科创板50ETF期权2601认沽1.30,P,1.3,20251127,20260128
10010505.SH,20260115,0.0008,0.0008,0.0003,0.0009,0.0003,0.0004,0.0003,2031.0,1.4663,22833.0,华夏上证科创板50ETF期权2601认沽1.25,P,1.25,20251127,20260128
10010504.SH,20260115,0.0004,0.0005,0.0002,0.0008,0.0002,0.0003,0.0003,1514.0,0.8082,17229.0,华夏上证科创板50ETF期权2601认沽1.20,P,1.2,20251127,20260128
10010503.SH,20260115,0.0359,0.0359,0.0316,0.0402,0.0194,0.0281,0.0281,180941.0,4854.8393,103845.0,华夏上证科创板50ETF期权2601认购1.60,C,1.6,20251127,20260128
10010502.SH,20260115,0.0594,0.0594,0.0552,0.0653,0.0356,0.0496,0.0496,192050.0,8977.9979,77443.0,华夏上证科创板50ETF期权2601认购1.55,C,1.55,20251127,20260128
10010501.SH,20260115,0.0929,0.0929,0.09,0.0989,0.0644,0.0833,0.0833,89022.0,7023.9976,46253.0,华夏上证科创板50ETF期权2601认购1.50,C,1.5,20251127,20260128
10010500.SH,20260115,0.1336,0.1336,0.1269,0.141,0.103,0.125,0.125,18286.0,2183.3553,36410.0,华夏上证科创板50ETF期权2601认购1.45,C,1.45,20251127,20260128
10010499.SH,20260115,0.179,0.1799,0.174,0.1863,0.1497,0.1718,0.173,5338.0,886.3011,30983.0,华夏上证科创板50ETF期权2601认购1.40,C,1.4,20251127,20260128
10010498.SH,20260115,0.2308,0.2309,0.2258,0.2329,0.1973,0.2183,0.223,1447.0,315.0271,12992.0,华夏上证科创板50ETF期权2601认购1.35,C,1.35,20251127,20260128
10010497.SH,20260115,0.279,0.273,0.27,0.279,0.25,0.268,0.273,377.0,100.2676,4357.0,华夏上证科创板50ETF期权2601认购1.30,C,1.3,20251127,20260128
10010496.SH,20260115,0.329,0.318,0.318,0.3245,0.2987,0.3174,0.323,222.0,69.2897,2700.0,华夏上证科创板50ETF期权2601认购1.25,C,1.25,20251127,20260128
10010495.SH,20260115,0.3935,0.3935,0.376,0.3786,0.3456,0.3786,0.3786,512.0,183.049,2609.0,华夏上证科创板50ETF期权2601认购1.20,C,1.2,20251127,20260128
10010494.SH,20260115,0.0542,0.0542,0.0615,0.0649,0.0423,0.0463,0.0463,143698.0,7360.9445,81038.0,南方中证500ETF期权2601认沽7.94,P,7.94,20251127,20260128
10010493.SH,20260115,0.0209,0.0209,0.0225,0.0248,0.0146,0.017,0.017,62245.0,1134.833,63700.0,南方中证500ETF期权2601认沽7.692,P,7.692,20251127,20260128
10010492.SH,20260115,0.008,0.008,0.0087,0.0096,0.0053,0.0061,0.0061,26678.0,182.2661,60246.0,南方中证500ETF期权2601认沽7.444,P,7.444,20251127,20260128
10010491.SH,20260115,0.0045,0.0045,0.0044,0.005,0.0029,0.003,0.003,9403.0,34.4872,65498.0,南方中证500ETF期权2601认沽7.196,P,7.196,20251127,20260128
10010490.SH,20260115,0.0024,0.0024,0.0023,0.0029,0.0017,0.002,0.002,2125.0,4.4993,34323.0,南方中证500ETF期权2601认沽6.948,P,6.948,20251127,20260128
10010489.SH,20260115,0.0024,0.0024,0.002,0.0023,0.0015,0.0015,0.0015,2120.0,3.9444,20787.0,南方中证500ETF期权2601认沽6.7,P,6.7,20251127,20260128
10010488.SH,20260115,0.0012,0.0012,0.0012,0.0014,0.0008,0.0011,0.0011,1243.0,1.619,11378.0,南方中证500ETF期权2601认沽6.452,P,6.452,20251127,20260128
10010487.SH,20260115,0.001,0.001,0.0011,0.0015,0.0008,0.0011,0.0011,1269.0,1.5675,9054.0,南方中证500ETF期权2601认沽6.203,P,6.203,20251127,20260128
10010486.SH,20260115,0.001,0.001,0.0009,0.0012,0.0008,0.0011,0.0009,845.0,0.8855,17491.0,南方中证500ETF期权2601认沽5.955,P,5.955,20251127,20260128
10010485.SH,20260115,0.4132,0.4132,0.3788,0.4407,0.3325,0.383,0.383,86812.0,32974.996,45394.0,南方中证500ETF期权2601认购7.94,C,7.94,20251127,20260128
10010484.SH,20260115,0.6292,0.6292,0.59,0.6624,0.5418,0.6031,0.6031,8159.0,4875.6721,19824.0,南方中证500ETF期权2601认购7.692,C,7.692,20251127,20260128
10010483.SH,20260115,0.865,0.8583,0.8292,0.8998,0.7803,0.8438,0.8438,8574.0,7075.7981,20933.0,南方中证500ETF期权2601认购7.444,C,7.444,20251127,20260128
10010482.SH,20260115,1.115,1.1003,1.0644,1.15,1.0269,1.0886,1.089,3050.0,3298.326,16669.0,南方中证500ETF期权2601认购7.196,C,7.196,20251127,20260128
10010481.SH,20260115,1.365,1.3585,1.32,1.3974,1.2763,1.3292,1.339,2157.0,2860.5748,6849.0,南方中证500ETF期权2601认购6.948,C,6.948,20251127,20260128
10010480.SH,20260115,1.6153,1.6009,1.602,1.6402,1.545,1.5822,1.589,663.0,1044.2668,1206.0,南方中证500ETF期权2601认购6.7,C,6.7,20251127,20260128
10010479.SH,20260115,1.865,1.8514,1.8373,1.8888,1.7831,1.8223,1.839,243.0,446.3877,794.0,南方中证500ETF期权2601认购6.452,C,6.452,20251127,20260128
10010478.SH,20260115,2.115,2.1242,2.1035,2.135,2.0521,2.0727,2.089,126.0,261.4503,497.0,南方中证500ETF期权2601认购6.203,C,6.203,20251127,20260128
10010477.SH,20260115,2.3663,2.3741,2.3015,2.3897,2.2846,2.3175,2.339,196.0,455.6057,568.0,南方中证500ETF期权2601认购5.955,C,5.955,20251127,20260128
10010476.SH,20260115,0.1578,0.1578,0.1645,0.1777,0.1272,0.1367,0.1367,47420.0,6851.4494,27984.0,华泰柏瑞沪深300ETF期权2601认沽4.873,P,4.873,20251127,20260128
10010475.SH,20260115,0.0832,0.0832,0.089,0.0987,0.06,0.063,0.063,151180.0,10992.4663,72736.0,华泰柏瑞沪深300ETF期权2601认沽4.776,P,4.776,20251127,20260128
10010474.SH,20260115,0.0345,0.0345,0.0378,0.0427,0.0218,0.0219,0.0219,111604.0,3060.0887,97075.0,华泰柏瑞沪深300ETF期权2601认沽4.678,P,4.678,20251127,20260128
10010473.SH,20260115,0.012,0.012,0.0135,0.0159,0.0065,0.0069,0.0069,34805.0,307.773,63028.0,华泰柏瑞沪深300ETF期权2601认沽4.581,P,4.581,20251127,20260128
10010472.SH,20260115,0.0049,0.0049,0.005,0.006,0.0025,0.003,0.003,10563.0,34.7728,37986.0,华泰柏瑞沪深300ETF期权2601认沽4.483,P,4.483,20251127,20260128
10010471.SH,20260115,0.0013,0.0013,0.0022,0.0023,0.0007,0.001,0.001,3943.0,5.0354,30511.0,华泰柏瑞沪深300ETF期权2601认沽4.386,P,4.386,20251127,20260128
10010470.SH,20260115,0.001,0.001,0.0013,0.0025,0.0004,0.0005,0.0005,2205.0,1.5138,20993.0,华泰柏瑞沪深300ETF期权2601认沽4.288,P,4.288,20251127,20260128
10010469.SH,20260115,0.0009,0.0009,0.0009,0.001,0.0004,0.0005,0.0005,948.0,0.6548,14480.0,华泰柏瑞沪深300ETF期权2601认沽4.191,P,4.191,20251127,20260128
10010468.SH,20260115,0.0007,0.0008,0.0006,0.0009,0.0004,0.0006,0.0004,375.0,0.2179,12793.0,华泰柏瑞沪深300ETF期权2601认沽4.094,P,4.094,20251127,20260128
10010467.SH,20260115,0.022,0.022,0.02,0.0257,0.013,0.0157,0.0157,98737.0,1804.1931,103092.0,华泰柏瑞沪深300ETF期权2601认购4.873,C,4.873,20251127,20260128
10010466.SH,20260115,0.0484,0.0484,0.0452,0.058,0.036,0.0428,0.0428,188240.0,8329.8459,110540.0,华泰柏瑞沪深300ETF期权2601认购4.776,C,4.776,20251127,20260128
10010465.SH,20260115,0.0994,0.0994,0.0935,0.1198,0.0853,0.1021,0.1021,125253.0,12456.6844,52974.0,华泰柏瑞沪深300ETF期权2601认购4.678,C,4.678,20251127,20260128
10010464.SH,20260115,0.1773,0.1773,0.1687,0.205,0.1591,0.1862,0.1862,24045.0,4339.6473,22376.0,华泰柏瑞沪深300ETF期权2601认购4.581,C,4.581,20251127,20260128
10010463.SH,20260115,0.2702,0.2702,0.2602,0.3,0.249,0.28,0.28,3715.0,1020.0669,8597.0,华泰柏瑞沪深300ETF期权2601认购4.483,C,4.483,20251127,20260128
10010462.SH,20260115,0.3699,0.3699,0.358,0.3977,0.3456,0.3731,0.3772,1752.0,652.8146,5663.0,华泰柏瑞沪深300ETF期权2601认购4.386,C,4.386,20251127,20260128
10010461.SH,20260115,0.4675,0.4675,0.4601,0.495,0.4438,0.491,0.491,671.0,309.6831,1917.0,华泰柏瑞沪深300ETF期权2601认购4.288,C,4.288,20251127,20260128
10010460.SH,20260115,0.566,0.5625,0.562,0.592,0.5506,0.5744,0.5751,174.0,98.5991,1584.0,华泰柏瑞沪深300ETF期权2601认购4.191,C,4.191,20251127,20260128
10010459.SH,20260115,0.6677,0.6639,0.645,0.6964,0.645,0.6723,0.675,342.0,229.8352,622.0,华泰柏瑞沪深300ETF期权2601认购4.094,C,4.094,20251127,20260128
10010458.SH,20260115,0.2242,0.2259,0.227,0.2345,0.2108,0.2345,0.2303,144.0,33.861463,841.0,华夏上证50ETF期权2601认沽3.41,P,3.41,20251127,20260128
10010457.SH,20260115,0.1338,0.1338,0.137,0.1405,0.1144,0.1357,0.1357,1265.0,166.175876,3164.0,华夏上证50ETF期权2601认沽3.312,P,3.312,20251127,20260128
10010456.SH,20260115,0.0538,0.0538,0.058,0.0606,0.0408,0.0539,0.0539,14547.0,752.917733,10273.0,华夏上证50ETF期权2601认沽3.215,P,3.215,20251127,20260128
10010455.SH,20260115,0.0131,0.0131,0.0147,0.015,0.009,0.0108,0.0108,16795.0,188.320561,24036.0,华夏上证50ETF期权2601认沽3.117,P,3.117,20251127,20260128
