ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi,name,call_put,exercise_price,list_date,delist_date
HO2603-C-2300.CFX,20260119,CFFEX,785.6,779.8,788.4,788.4,788.4,788.4,777.8,6.0,47.192,54.0,上证50指数期权2603认购2300,C,2300.0,20250408,20260320
HO2603-C-2350.CFX,20260119,CFFEX,736.0,729.8,740.6,740.6,740.6,740.6,728.0,2.0,14.812,38.0,上证50指数期权2603认购2350,C,2350.0,20250401,20260320
HO2603-C-2400.CFX,20260119,CFFEX,686.4,682.0,691.2,691.2,691.2,691.2,678.2,2.0,13.824,54.0,上证50指数期权2603认购2400,C,2400.0,20250324,20260320
HO2603-C-2450.CFX,20260119,CFFEX,636.6,656.0,642.2,642.2,642.2,642.2,628.4,2.0,12.844,62.0,上证50指数期权2603认购2450,C,2450.0,20250324,20260320
HO2603-C-2500.CFX,20260119,CFFEX,587.4,582.0,592.2,592.2,592.2,592.2,581.4,2.0,11.844,144.0,上证50指数期权2603认购2500,C,2500.0,20250324,20260320
HO2603-C-2600.CFX,20260119,CFFEX,488.4,507.0,478.4,478.4,478.4,478.4,482.6,2.0,9.568,72.0,上证50指数期权2603认购2600,C,2600.0,20250324,20260320
HO2603-C-2700.CFX,20260119,CFFEX,391.2,386.2,396.2,396.2,396.2,396.2,385.0,4.0,15.748,145.0,上证50指数期权2603认购2700,C,2700.0,20250324,20260320
HO2603-C-2750.CFX,20260119,CFFEX,344.2,362.4,,,,362.4,337.4,0.0,0.0,24.0,上证50指数期权2603认购2750,C,2750.0,20251222,20260320
HO2603-C-2800.CFX,20260119,CFFEX,297.6,290.6,304.4,304.4,287.0,288.2,290.4,16.0,46.894,355.0,上证50指数期权2603认购2800,C,2800.0,20250324,20260320
HO2603-C-2850.CFX,20260119,CFFEX,250.2,250.2,246.6,246.6,245.0,245.0,245.0,10.0,24.792,57.0,上证50指数期权2603认购2850,C,2850.0,20251222,20260320
HO2603-C-2900.CFX,20260119,CFFEX,210.6,211.8,211.8,218.6,199.2,201.8,202.2,28.0,58.408,164.0,上证50指数期权2603认购2900,C,2900.0,20250324,20260320
HO2603-C-2950.CFX,20260119,CFFEX,172.8,178.8,,,,178.8,163.0,0.0,0.0,23.0,上证50指数期权2603认购2950,C,2950.0,20251222,20260320
HO2603-C-3000.CFX,20260119,CFFEX,138.8,138.8,142.0,149.4,125.0,129.8,131.0,56.0,75.546,476.0,上证50指数期权2603认购3000,C,3000.0,20250324,20260320
HO2603-C-3050.CFX,20260119,CFFEX,112.4,115.4,103.0,105.0,98.8,99.8,100.4,28.0,28.978,112.0,上证50指数期权2603认购3050,C,3050.0,20251222,20260320
HO2603-C-3100.CFX,20260119,CFFEX,88.0,88.0,90.4,92.2,74.4,77.2,77.2,119.0,96.594,356.0,上证50指数期权2603认购3100,C,3100.0,20250515,20260320
HO2603-C-3150.CFX,20260119,CFFEX,70.2,69.2,68.2,72.2,57.0,60.0,59.4,72.0,46.582,353.0,上证50指数期权2603认购3150,C,3150.0,20251222,20260320
HO2603-C-3200.CFX,20260119,CFFEX,53.4,53.2,68.0,68.0,43.8,45.0,45.4,339.0,164.972,508.0,上证50指数期权2603认购3200,C,3200.0,20250731,20260320
HO2603-C-3250.CFX,20260119,CFFEX,43.0,42.0,42.6,43.6,33.6,34.2,34.8,169.0,64.932,196.0,上证50指数期权2603认购3250,C,3250.0,20251222,20260320
HO2603-C-3300.CFX,20260119,CFFEX,34.6,34.0,35.4,36.4,26.2,27.0,27.0,292.0,84.63,1187.0,上证50指数期权2603认购3300,C,3300.0,20250825,20260320
HO2603-C-3350.CFX,20260119,CFFEX,27.2,27.2,28.0,28.0,21.0,22.0,21.8,39.0,8.682,328.0,上证50指数期权2603认购3350,C,3350.0,20251222,20260320
HO2603-C-3400.CFX,20260119,CFFEX,21.8,21.8,21.4,23.4,16.0,18.0,17.8,274.0,57.664,1272.0,上证50指数期权2603认购3400,C,3400.0,20251010,20260320
HO2603-C-3450.CFX,20260119,CFFEX,17.6,18.6,18.6,19.0,13.6,14.8,14.8,95.0,15.076,194.0,上证50指数期权2603认购3450,C,3450.0,20260106,20260320
HO2603-C-3500.CFX,20260119,CFFEX,15.0,15.0,16.0,16.6,11.6,12.6,12.4,249.0,33.764,555.0,上证50指数期权2603认购3500,C,3500.0,20260107,20260320
HO2603-P-2250.CFX,20260119,CFFEX,1.0,1.0,0.8,1.2,0.8,1.2,1.2,22.0,0.196,503.0,上证50指数期权2603认沽2250,P,2250.0,20250408,20260320
HO2603-P-2300.CFX,20260119,CFFEX,1.2,1.0,1.2,1.6,1.2,1.6,1.6,11.0,0.136,296.0,上证50指数期权2603认沽2300,P,2300.0,20250408,20260320
HO2603-P-2350.CFX,20260119,CFFEX,1.2,1.2,1.2,1.6,1.2,1.6,1.6,4.0,0.052,145.0,上证50指数期权2603认沽2350,P,2350.0,20250401,20260320
HO2603-P-2400.CFX,20260119,CFFEX,1.2,1.4,1.8,1.8,1.8,1.8,1.6,6.0,0.108,253.0,上证50指数期权2603认沽2400,P,2400.0,20250324,20260320
HO2603-P-2450.CFX,20260119,CFFEX,1.6,1.6,1.6,1.8,1.6,1.8,1.8,15.0,0.258,132.0,上证50指数期权2603认沽2450,P,2450.0,20250324,20260320
HO2603-P-2500.CFX,20260119,CFFEX,1.8,1.8,2.0,2.6,2.0,2.2,2.2,8.0,0.168,226.0,上证50指数期权2603认沽2500,P,2500.0,20250324,20260320
HO2603-P-2600.CFX,20260119,CFFEX,2.8,2.4,3.4,3.4,3.0,3.0,3.0,10.0,0.312,176.0,上证50指数期权2603认沽2600,P,2600.0,20250324,20260320
HO2603-P-2700.CFX,20260119,CFFEX,5.0,5.0,6.0,6.0,5.2,5.2,5.0,39.0,2.172,228.0,上证50指数期权2603认沽2700,P,2700.0,20250324,20260320
HO2603-P-2750.CFX,20260119,CFFEX,7.4,8.0,8.2,8.2,6.4,7.2,6.8,76.0,5.402,330.0,上证50指数期权2603认沽2750,P,2750.0,20251222,20260320
HO2603-P-2800.CFX,20260119,CFFEX,10.6,10.8,11.4,12.2,8.8,10.2,9.8,152.0,15.47,486.0,上证50指数期权2603认沽2800,P,2800.0,20250324,20260320
HO2603-P-2850.CFX,20260119,CFFEX,15.6,17.0,16.6,16.6,13.0,14.2,14.6,26.0,3.654,124.0,上证50指数期权2603认沽2850,P,2850.0,20251222,20260320
HO2603-P-2900.CFX,20260119,CFFEX,23.8,23.8,25.8,26.0,20.6,21.6,21.4,32.0,7.218,345.0,上证50指数期权2603认沽2900,P,2900.0,20250324,20260320
HO2603-P-2950.CFX,20260119,CFFEX,36.8,37.6,36.8,37.0,29.0,32.0,32.2,93.0,29.74,239.0,上证50指数期权2603认沽2950,P,2950.0,20251222,20260320
HO2603-P-3000.CFX,20260119,CFFEX,52.4,54.8,50.8,50.8,42.6,48.0,48.0,127.0,59.282,302.0,上证50指数期权2603认沽3000,P,3000.0,20250324,20260320
HO2603-P-3050.CFX,20260119,CFFEX,74.6,74.4,64.8,70.4,61.8,68.0,69.2,151.0,99.986,229.0,上证50指数期权2603认沽3050,P,3050.0,20251222,20260320
HO2603-P-3100.CFX,20260119,CFFEX,101.4,101.0,92.6,97.4,88.6,94.0,94.8,64.0,60.65,268.0,上证50指数期权2603认沽3100,P,3100.0,20250515,20260320
HO2603-P-3150.CFX,20260119,CFFEX,130.4,132.0,121.0,128.4,115.8,125.8,126.6,11.0,13.458,199.0,上证50指数期权2603认沽3150,P,3150.0,20251222,20260320
HO2603-P-3200.CFX,20260119,CFFEX,167.2,167.2,166.0,167.2,151.4,165.0,164.6,53.0,86.08,255.0,上证50指数期权2603认沽3200,P,3200.0,20250731,20260320
HO2603-P-3250.CFX,20260119,CFFEX,204.4,201.0,202.0,202.4,195.8,202.4,203.4,4.0,8.046,51.0,上证50指数期权2603认沽3250,P,3250.0,20251222,20260320
HO2603-P-3300.CFX,20260119,CFFEX,245.6,230.2,236.0,250.2,235.2,249.6,246.0,7.0,17.118,82.0,上证50指数期权2603认沽3300,P,3300.0,20250825,20260320
HO2603-P-3350.CFX,20260119,CFFEX,287.8,254.4,,,,254.4,289.4,0.0,0.0,46.0,上证50指数期权2603认沽3350,P,3350.0,20251222,20260320
HO2603-P-3400.CFX,20260119,CFFEX,332.6,338.0,327.4,330.8,327.4,330.8,335.4,4.0,13.164,45.0,上证50指数期权2603认沽3400,P,3400.0,20251010,20260320
HO2603-P-3450.CFX,20260119,CFFEX,378.6,382.6,373.8,373.8,373.8,373.8,381.8,4.0,15.048,25.0,上证50指数期权2603认沽3450,P,3450.0,20260106,20260320
HO2603-P-3500.CFX,20260119,CFFEX,425.4,431.4,,,,431.4,429.6,0.0,0.0,25.0,上证50指数期权2603认沽3500,P,3500.0,20260107,20260320
HO2604-C-2750.CFX,20260119,CFFEX,344.4,,,,,344.4,341.0,0.0,0.0,0.0,上证50指数期权2604认购2750,C,2750.0,20260119,20260417
HO2604-C-2800.CFX,20260119,CFFEX,302.0,,,,,302.0,296.8,0.0,0.0,0.0,上证50指数期权2604认购2800,C,2800.0,20260119,20260417
HO2604-C-2850.CFX,20260119,CFFEX,262.0,,,,,262.0,255.6,0.0,0.0,0.0,上证50指数期权2604认购2850,C,2850.0,20260119,20260417
HO2604-C-2900.CFX,20260119,CFFEX,224.6,,,,,224.6,215.4,0.0,0.0,0.0,上证50指数期权2604认购2900,C,2900.0,20260119,20260417
HO2604-C-2950.CFX,20260119,CFFEX,190.4,,,,,190.4,179.8,0.0,0.0,0.0,上证50指数期权2604认购2950,C,2950.0,20260119,20260417
HO2604-C-3000.CFX,20260119,CFFEX,159.2,,,,,159.2,148.2,0.0,0.0,0.0,上证50指数期权2604认购3000,C,3000.0,20260119,20260417
HO2604-C-3050.CFX,20260119,CFFEX,131.6,,134.0,134.2,120.0,121.0,121.0,11.0,14.068,5.0,上证50指数期权2604认购3050,C,3050.0,20260119,20260417
HO2604-C-3100.CFX,20260119,CFFEX,107.2,,105.8,105.8,93.8,96.4,99.2,14.0,13.948,10.0,上证50指数期权2604认购3100,C,3100.0,20260119,20260417
HO2604-C-3150.CFX,20260119,CFFEX,86.4,,86.4,86.4,83.6,83.6,79.4,4.0,3.372,4.0,上证50指数期权2604认购3150,C,3150.0,20260119,20260417
HO2604-C-3200.CFX,20260119,CFFEX,68.6,,,,,68.6,64.0,0.0,0.0,0.0,上证50指数期权2604认购3200,C,3200.0,20260119,20260417
HO2604-C-3250.CFX,20260119,CFFEX,53.6,,61.8,61.8,50.4,50.4,51.4,12.0,6.608,3.0,上证50指数期权2604认购3250,C,3250.0,20260119,20260417
HO2604-C-3300.CFX,20260119,CFFEX,41.4,,,,,41.4,41.8,0.0,0.0,0.0,上证50指数期权2604认购3300,C,3300.0,20260119,20260417
HO2604-C-3350.CFX,20260119,CFFEX,31.6,,32.2,33.8,32.2,33.8,34.0,4.0,1.298,2.0,上证50指数期权2604认购3350,C,3350.0,20260119,20260417
HO2604-C-3400.CFX,20260119,CFFEX,23.8,,36.4,38.0,26.4,28.6,27.6,21.0,6.464,15.0,上证50指数期权2604认购3400,C,3400.0,20260119,20260417
HO2604-P-2750.CFX,20260119,CFFEX,15.8,,,,,15.8,12.2,0.0,0.0,0.0,上证50指数期权2604认沽2750,P,2750.0,20260119,20260417
HO2604-P-2800.CFX,20260119,CFFEX,23.2,,20.0,20.0,20.0,20.0,17.4,3.0,0.6,3.0,上证50指数期权2604认沽2800,P,2800.0,20260119,20260417
HO2604-P-2850.CFX,20260119,CFFEX,33.0,,25.4,25.4,25.4,25.4,25.0,2.0,0.508,2.0,上证50指数期权2604认沽2850,P,2850.0,20260119,20260417
HO2604-P-2900.CFX,20260119,CFFEX,45.4,,38.6,38.6,34.0,34.0,35.6,11.0,3.988,8.0,上证50指数期权2604认沽2900,P,2900.0,20260119,20260417
HO2604-P-2950.CFX,20260119,CFFEX,61.0,,53.2,53.2,53.2,53.2,49.6,1.0,0.532,1.0,上证50指数期权2604认沽2950,P,2950.0,20260119,20260417
HO2604-P-3000.CFX,20260119,CFFEX,79.8,,68.6,68.6,68.6,68.6,66.4,3.0,2.058,3.0,上证50指数期权2604认沽3000,P,3000.0,20260119,20260417
HO2604-P-3050.CFX,20260119,CFFEX,101.8,,86.4,92.6,86.4,92.6,88.8,18.0,16.434,16.0,上证50指数期权2604认沽3050,P,3050.0,20260119,20260417
HO2604-P-3100.CFX,20260119,CFFEX,127.4,,116.0,119.2,114.6,115.4,115.0,49.0,56.834,42.0,上证50指数期权2604认沽3100,P,3100.0,20260119,20260417
HO2604-P-3150.CFX,20260119,CFFEX,156.2,,146.6,146.6,146.6,146.6,147.2,1.0,1.466,1.0,上证50指数期权2604认沽3150,P,3150.0,20260119,20260417
HO2604-P-3200.CFX,20260119,CFFEX,188.2,,176.8,178.4,176.8,178.4,181.8,5.0,8.9,5.0,上证50指数期权2604认沽3200,P,3200.0,20260119,20260417
HO2604-P-3250.CFX,20260119,CFFEX,223.2,,216.2,216.2,215.2,215.2,219.4,2.0,4.314,2.0,上证50指数期权2604认沽3250,P,3250.0,20260119,20260417
HO2604-P-3300.CFX,20260119,CFFEX,260.8,,,,,260.8,260.0,0.0,0.0,0.0,上证50指数期权2604认沽3300,P,3300.0,20260119,20260417
HO2604-P-3350.CFX,20260119,CFFEX,300.8,,,,,300.8,301.4,0.0,0.0,0.0,上证50指数期权2604认沽3350,P,3350.0,20260119,20260417
HO2604-P-3400.CFX,20260119,CFFEX,342.8,,,,,342.8,345.0,0.0,0.0,0.0,上证50指数期权2604认沽3400,P,3400.0,20260119,20260417
HO2606-C-2400.CFX,20260119,CFFEX,690.2,704.4,,,,704.4,677.2,0.0,0.0,32.0,上证50指数期权2606认购2400,C,2400.0,20250623,20260622
HO2606-C-2450.CFX,20260119,CFFEX,630.8,634.6,641.0,641.0,641.0,641.0,628.6,2.0,12.718,20.0,上证50指数期权2606认购2450,C,2450.0,20250623,20260622
HO2606-C-2500.CFX,20260119,CFFEX,583.0,591.6,593.4,593.4,583.2,583.2,581.8,3.0,17.7,76.0,上证50指数期权2606认购2500,C,2500.0,20250623,20260622
HO2606-C-2600.CFX,20260119,CFFEX,497.8,517.8,,,,517.8,489.2,0.0,0.0,47.0,上证50指数期权2606认购2600,C,2600.0,20250623,20260622
HO2606-C-2700.CFX,20260119,CFFEX,408.2,460.0,,,,460.0,399.4,0.0,0.0,53.0,上证50指数期权2606认购2700,C,2700.0,20250623,20260622
HO2606-C-2800.CFX,20260119,CFFEX,325.8,339.0,334.6,335.8,313.2,318.6,318.6,36.0,116.052,188.0,上证50指数期权2606认购2800,C,2800.0,20250623,20260622
HO2606-C-2900.CFX,20260119,CFFEX,254.4,250.6,261.8,261.8,243.4,243.4,244.6,5.0,12.562,188.0,上证50指数期权2606认购2900,C,2900.0,20250623,20260622
HO2606-C-3000.CFX,20260119,CFFEX,195.2,191.8,197.2,204.0,184.0,186.0,183.8,75.0,145.914,330.0,上证50指数期权2606认购3000,C,3000.0,20250623,20260622
HO2606-C-3100.CFX,20260119,CFFEX,154.8,154.8,152.6,153.2,137.6,137.6,137.0,40.0,58.084,432.0,上证50指数期权2606认购3100,C,3100.0,20250626,20260622
HO2606-C-3200.CFX,20260119,CFFEX,118.8,119.8,117.2,117.2,99.4,99.4,101.8,10.0,10.556,302.0,上证50指数期权2606认购3200,C,3200.0,20250731,20260622
HO2606-C-3300.CFX,20260119,CFFEX,94.8,92.2,91.8,93.4,75.4,76.6,76.4,443.0,358.478,1177.0,上证50指数期权2606认购3300,C,3300.0,20250825,20260622
HO2606-C-3400.CFX,20260119,CFFEX,75.0,71.2,72.2,72.2,57.8,57.8,57.4,137.0,89.784,645.0,上证50指数期权2606认购3400,C,3400.0,20251010,20260622
HO2606-C-3500.CFX,20260119,CFFEX,61.6,59.8,57.2,58.0,44.6,45.4,44.2,153.0,79.388,650.0,上证50指数期权2606认购3500,C,3500.0,20260106,20260622
HO2606-P-2400.CFX,20260119,CFFEX,6.8,5.8,6.6,6.6,6.2,6.2,6.0,11.0,0.7,592.0,上证50指数期权2606认沽2400,P,2400.0,20250623,20260622
HO2606-P-2450.CFX,20260119,CFFEX,7.8,7.6,7.8,7.8,6.8,6.8,7.0,10.0,0.758,119.0,上证50指数期权2606认沽2450,P,2450.0,20250623,20260622
HO2606-P-2500.CFX,20260119,CFFEX,9.4,9.4,9.2,9.6,8.4,8.4,8.6,16.0,1.48,242.0,上证50指数期权2606认沽2500,P,2500.0,20250623,20260622
HO2606-P-2600.CFX,20260119,CFFEX,14.6,13.4,,,,13.4,14.0,0.0,0.0,190.0,上证50指数期权2606认沽2600,P,2600.0,20250623,20260622
HO2606-P-2700.CFX,20260119,CFFEX,24.2,24.8,22.6,23.6,22.6,23.6,23.0,16.0,3.766,279.0,上证50指数期权2606认沽2700,P,2700.0,20250623,20260622
HO2606-P-2800.CFX,20260119,CFFEX,39.4,39.4,38.8,39.2,37.8,37.8,37.8,11.0,4.27,196.0,上证50指数期权2606认沽2800,P,2800.0,20250623,20260622
HO2606-P-2900.CFX,20260119,CFFEX,67.6,63.4,69.8,69.8,69.8,69.8,64.8,6.0,4.122,165.0,上证50指数期权2606认沽2900,P,2900.0,20250623,20260622
HO2606-P-3000.CFX,20260119,CFFEX,107.8,107.0,109.4,110.4,102.2,103.0,103.4,28.0,30.106,380.0,上证50指数期权2606认沽3000,P,3000.0,20250623,20260622
HO2606-P-3100.CFX,20260119,CFFEX,163.0,164.4,155.0,160.0,152.6,154.4,157.8,36.0,56.28,132.0,上证50指数期权2606认沽3100,P,3100.0,20250626,20260622
HO2606-P-3200.CFX,20260119,CFFEX,230.2,222.8,,,,222.8,221.6,0.0,0.0,266.0,上证50指数期权2606认沽3200,P,3200.0,20250731,20260622
HO2606-P-3300.CFX,20260119,CFFEX,304.8,306.0,304.0,304.0,304.0,304.0,295.0,1.0,3.04,199.0,上证50指数期权2606认沽3300,P,3300.0,20250825,20260622
HO2606-P-3400.CFX,20260119,CFFEX,384.8,365.0,377.4,377.8,377.4,377.8,373.8,4.0,15.108,64.0,上证50指数期权2606认沽3400,P,3400.0,20251010,20260622
HO2606-P-3500.CFX,20260119,CFFEX,470.8,446.4,460.0,460.0,460.0,460.0,459.6,4.0,18.616,3.0,上证50指数期权2606认沽3500,P,3500.0,20260106,20260622
HO2609-C-2600.CFX,20260119,CFFEX,495.0,496.2,500.2,502.4,477.0,477.0,477.2,8.0,39.276,95.0,上证50指数期权2609认购2600,C,2600.0,20250922,20260918
HO2609-C-2700.CFX,20260119,CFFEX,421.6,416.8,420.0,425.4,418.8,425.4,398.4,9.0,37.912,89.0,上证50指数期权2609认购2700,C,2700.0,20250922,20260918
HO2609-C-2800.CFX,20260119,CFFEX,352.6,351.4,350.6,354.0,338.4,340.6,331.4,58.0,203.756,97.0,上证50指数期权2609认购2800,C,2800.0,20250922,20260918
HO2609-C-2900.CFX,20260119,CFFEX,292.0,296.2,289.8,291.4,289.8,291.4,270.8,2.0,5.812,146.0,上证50指数期权2609认购2900,C,2900.0,20250922,20260918
HO2609-C-3000.CFX,20260119,CFFEX,238.6,233.0,241.2,241.2,229.8,229.8,215.6,11.0,25.392,215.0,上证50指数期权2609认购3000,C,3000.0,20250922,20260918
HO2609-C-3100.CFX,20260119,CFFEX,196.0,199.8,197.6,197.8,197.0,197.8,179.8,6.0,11.846,103.0,上证50指数期权2609认购3100,C,3100.0,20250922,20260918
HO2609-C-3200.CFX,20260119,CFFEX,161.2,165.2,163.6,163.6,146.2,152.0,147.6,13.0,20.064,117.0,上证50指数期权2609认购3200,C,3200.0,20250922,20260918
HO2609-C-3300.CFX,20260119,CFFEX,133.6,130.8,125.0,125.0,124.4,124.4,121.8,18.0,22.494,130.0,上证50指数期权2609认购3300,C,3300.0,20250922,20260918
HO2609-C-3400.CFX,20260119,CFFEX,112.6,108.6,108.0,108.0,104.6,104.6,102.0,9.0,9.536,477.0,上证50指数期权2609认购3400,C,3400.0,20251010,20260918
HO2609-C-3500.CFX,20260119,CFFEX,95.0,96.0,92.2,94.2,82.8,84.4,84.2,84.0,75.368,87.0,上证50指数期权2609认购3500,C,3500.0,20260106,20260918
HO2609-P-2600.CFX,20260119,CFFEX,29.8,29.6,30.4,30.4,25.2,25.2,26.8,68.0,18.76,310.0,上证50指数期权2609认沽2600,P,2600.0,20250922,20260918
HO2609-P-2700.CFX,20260119,CFFEX,49.2,48.2,48.8,49.2,47.4,47.4,45.4,8.0,3.856,174.0,上证50指数期权2609认沽2700,P,2700.0,20250922,20260918
HO2609-P-2800.CFX,20260119,CFFEX,78.4,76.8,76.0,76.0,74.8,75.0,73.8,4.0,3.006,109.0,上证50指数期权2609认沽2800,P,2800.0,20250922,20260918
