ts_code,trade_date,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
HO2606-P-2450.CFX,20260121,3.8,4.2,3.2,4.6,2.8,4.6,5.6,19.0,0.6,119.0
HO2606-P-2400.CFX,20260121,3.2,3.2,2.8,4.0,2.6,4.0,4.8,43.0,1.184,594.0
HO2606-C-3500.CFX,20260121,45.6,45.6,46.0,50.2,44.6,44.6,44.2,173.0,82.408,682.0
HO2606-C-3400.CFX,20260121,60.8,60.8,62.4,62.4,60.6,60.6,57.4,7.0,4.35,645.0
HO2606-C-3300.CFX,20260121,76.2,76.2,77.6,84.6,75.8,76.2,76.0,70.0,55.084,1147.0
HO2606-C-3200.CFX,20260121,101.8,100.0,108.0,108.0,99.2,99.2,100.8,11.0,11.414,300.0
HO2606-C-3100.CFX,20260121,138.4,137.2,140.8,148.0,140.0,140.0,135.0,54.0,76.316,427.0
HO2606-C-3000.CFX,20260121,183.6,177.0,185.6,195.0,185.6,186.0,181.2,52.0,99.296,371.0
HO2606-C-2900.CFX,20260121,239.4,240.0,251.6,256.0,241.0,241.0,245.6,27.0,66.522,190.0
HO2606-C-2800.CFX,20260121,308.4,302.0,321.0,321.0,321.0,321.0,313.0,2.0,6.42,182.0
HO2606-C-2700.CFX,20260121,391.2,460.0,405.6,411.6,405.4,411.6,396.4,4.0,16.336,49.0
HO2606-C-2600.CFX,20260121,482.0,517.8,,,,517.8,486.0,0.0,0.0,47.0
HO2606-C-2500.CFX,20260121,577.0,583.2,596.4,596.4,596.4,596.4,579.4,2.0,11.928,74.0
HO2606-C-2450.CFX,20260121,617.0,641.0,639.8,639.8,639.8,639.8,625.0,2.0,12.568,19.0
HO2606-C-2400.CFX,20260121,665.8,704.4,,,,704.4,673.4,0.0,0.0,32.0
HO2604-P-3400.CFX,20260121,346.4,342.8,,,,342.8,348.6,0.0,0.0,0.0
HO2604-P-3350.CFX,20260121,302.6,300.8,,,,300.8,304.6,0.0,0.0,0.0
HO2604-P-3300.CFX,20260121,260.2,260.8,,,,260.8,261.0,0.0,0.0,0.0
