ts_code,trade_date,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
MO2606-C-5600.CFX,20260122,2459.6,2316.2,,,,2316.2,2528.8,0.0,0.0,244.0
MO2606-C-5400.CFX,20260122,2653.0,2634.2,2693.8,2706.0,2693.8,2706.0,2718.4,2.0,53.998,123.0
MO2606-C-5200.CFX,20260122,2848.6,2864.0,,,,2864.0,2880.6,0.0,0.0,226.0
MO2604-P-9100.CFX,20260122,1003.0,1084.8,,,,1084.8,958.6,0.0,0.0,0.0
MO2604-P-9000.CFX,20260122,918.6,1066.8,,,,1066.8,875.6,0.0,0.0,2.0
MO2604-P-8900.CFX,20260122,837.4,935.0,,,,935.0,797.0,0.0,0.0,4.0
MO2604-P-8800.CFX,20260122,758.4,899.6,,,,899.6,718.6,0.0,0.0,6.0
MO2604-P-8700.CFX,20260122,681.6,675.6,,,,675.6,645.0,0.0,0.0,9.0
MO2604-P-8600.CFX,20260122,608.6,596.6,589.0,589.0,589.0,589.0,574.6,2.0,11.976,6.0
MO2604-P-8500.CFX,20260122,538.6,566.0,497.6,540.0,497.6,528.4,512.4,6.0,31.408,8.0
MO2604-P-8400.CFX,20260122,476.6,480.0,468.8,468.8,448.6,448.6,446.6,33.0,151.77,39.0
MO2604-P-8300.CFX,20260122,416.2,419.0,412.0,418.6,410.4,410.4,388.6,7.0,28.91,27.0
MO2604-P-8200.CFX,20260122,358.4,362.4,327.0,362.8,326.8,345.0,335.0,42.0,146.846,122.0
MO2604-P-8100.CFX,20260122,309.0,307.0,288.2,308.2,288.0,296.6,286.4,51.0,151.204,75.0
MO2604-P-8000.CFX,20260122,263.6,259.0,237.0,265.8,237.0,249.0,245.8,14.0,35.632,32.0
MO2604-P-7900.CFX,20260122,222.0,228.4,215.4,221.0,207.0,214.8,204.4,19.0,40.512,45.0
MO2604-P-7800.CFX,20260122,188.8,190.8,181.4,182.0,170.8,177.8,170.6,26.0,46.11,147.0
MO2604-P-7700.CFX,20260122,154.0,159.6,146.8,153.8,142.2,148.0,141.8,27.0,40.32,66.0
MO2604-P-7600.CFX,20260122,126.2,131.0,123.2,127.0,116.6,116.6,116.6,47.0,57.582,98.0
MO2604-P-7500.CFX,20260122,103.6,105.6,95.2,102.4,92.4,96.4,96.4,59.0,57.832,157.0
MO2604-P-7400.CFX,20260122,84.6,86.6,74.2,84.4,74.2,77.8,76.8,79.0,63.19,315.0
MO2604-P-7300.CFX,20260122,67.8,69.0,67.0,67.2,62.4,62.8,62.8,55.0,36.408,77.0
MO2604-C-9100.CFX,20260122,105.0,104.0,120.0,130.2,114.6,130.2,130.2,239.0,286.324,263.0
MO2604-C-9000.CFX,20260122,121.8,121.0,134.6,139.6,131.8,138.0,147.0,25.0,33.492,54.0
MO2604-C-8900.CFX,20260122,136.2,136.0,150.0,158.4,149.6,153.2,166.4,27.0,40.386,36.0
MO2604-C-8800.CFX,20260122,160.4,158.4,171.0,183.4,170.4,183.4,184.6,15.0,26.556,45.0
MO2604-C-8700.CFX,20260122,183.8,180.8,196.4,201.6,193.2,201.6,214.0,8.0,15.428,36.0
MO2604-C-8600.CFX,20260122,211.2,203.0,230.4,232.4,217.4,232.2,243.2,42.0,94.152,65.0
MO2604-C-8500.CFX,20260122,242.4,222.0,259.6,263.2,258.2,259.4,275.8,10.0,25.484,13.0
MO2604-C-8400.CFX,20260122,276.2,271.0,291.8,308.2,286.6,308.2,308.2,119.0,346.752,65.0
MO2604-C-8300.CFX,20260122,309.4,309.2,322.6,341.2,322.6,336.8,354.4,30.0,98.588,46.0
MO2604-C-8200.CFX,20260122,359.0,351.0,385.2,387.4,370.2,385.4,400.6,16.0,59.912,88.0
MO2604-C-8100.CFX,20260122,405.2,410.4,435.0,448.2,422.0,448.2,448.2,31.0,133.486,40.0
MO2604-C-8000.CFX,20260122,460.8,463.8,479.0,490.6,475.2,485.0,507.4,12.0,57.434,28.0
MO2604-C-7900.CFX,20260122,517.8,526.0,,,,526.0,569.0,0.0,0.0,3.0
MO2604-C-7800.CFX,20260122,583.0,501.0,,,,501.0,635.0,0.0,0.0,8.0
MO2604-C-7700.CFX,20260122,650.6,506.0,,,,506.0,704.4,0.0,0.0,4.0
MO2604-C-7600.CFX,20260122,722.4,599.0,,,,599.0,778.6,0.0,0.0,4.0
MO2604-C-7500.CFX,20260122,796.6,675.0,829.4,829.4,812.6,812.6,856.0,4.0,32.352,5.0
MO2604-C-7400.CFX,20260122,876.8,875.0,938.2,938.2,905.4,917.2,937.8,16.0,143.804,4.0
MO2604-C-7300.CFX,20260122,960.0,865.8,995.0,995.0,995.0,995.0,1017.4,1.0,9.95,1.0
MO2603-P-9200.CFX,20260122,1024.4,1166.8,992.0,992.0,992.0,992.0,971.0,2.0,19.84,43.0
MO2603-P-9100.CFX,20260122,931.2,1026.8,913.0,913.0,913.0,913.0,883.2,4.0,36.52,32.0
MO2603-P-9000.CFX,20260122,843.0,868.6,794.2,826.4,794.2,826.4,797.4,7.0,57.198,94.0
MO2603-P-8900.CFX,20260122,757.2,853.6,741.8,741.8,741.8,741.8,714.4,4.0,29.672,50.0
MO2603-P-8800.CFX,20260122,674.2,660.8,660.2,660.2,637.6,637.6,634.4,10.0,66.354,78.0
MO2603-P-8700.CFX,20260122,599.6,593.2,554.2,590.8,554.2,568.0,568.0,18.0,104.14,66.0
MO2603-P-8600.CFX,20260122,523.6,520.0,480.4,525.4,480.4,492.8,492.8,52.0,263.44,448.0
MO2603-P-8500.CFX,20260122,449.4,454.0,427.8,455.0,427.8,432.4,420.2,58.0,254.73,207.0
MO2603-P-8400.CFX,20260122,383.4,388.2,359.2,388.2,354.8,362.8,358.6,153.0,568.938,669.0
MO2603-P-8300.CFX,20260122,327.6,329.8,293.0,331.0,293.0,295.2,295.2,361.0,1141.026,619.0
MO2603-P-8200.CFX,20260122,274.4,274.4,251.0,277.4,240.0,253.0,253.0,409.0,1068.028,1423.0
MO2603-P-8100.CFX,20260122,222.6,227.6,195.4,227.0,193.4,205.0,205.0,388.0,832.274,498.0
MO2603-P-8000.CFX,20260122,181.2,184.6,169.4,185.2,157.8,168.8,168.8,476.0,819.134,1069.0
MO2603-P-7900.CFX,20260122,145.8,145.8,125.0,149.6,125.0,136.2,136.0,514.0,720.914,780.0
MO2603-P-7800.CFX,20260122,116.2,118.6,100.8,117.8,100.8,107.0,106.2,712.0,777.978,1673.0
MO2603-P-7700.CFX,20260122,90.4,92.2,79.0,92.6,78.0,85.0,85.0,372.0,320.834,921.0
MO2603-P-7600.CFX,20260122,71.4,71.4,64.0,73.4,62.4,66.6,66.2,356.0,240.504,1949.0
MO2603-P-7500.CFX,20260122,55.2,55.2,48.8,56.4,47.2,50.6,50.6,344.0,177.51,1351.0
MO2603-P-7400.CFX,20260122,43.2,43.2,39.0,44.8,38.0,40.4,40.0,308.0,127.722,2753.0
MO2603-P-7300.CFX,20260122,32.6,33.0,30.0,33.4,29.2,30.2,29.8,233.0,71.438,998.0
MO2603-P-7200.CFX,20260122,26.0,26.0,24.4,27.0,20.8,24.4,24.4,193.0,47.638,1665.0
MO2603-P-7100.CFX,20260122,20.2,20.2,19.6,21.0,18.2,18.8,18.2,243.0,47.554,892.0
MO2603-P-7000.CFX,20260122,16.8,16.8,15.0,17.4,15.0,15.4,15.4,377.0,62.024,2256.0
MO2603-P-6900.CFX,20260122,12.8,13.2,13.2,13.8,11.8,12.8,12.0,171.0,21.692,652.0
MO2603-P-6800.CFX,20260122,11.6,11.6,10.6,12.4,10.6,10.6,10.6,200.0,22.536,3019.0
MO2603-P-6700.CFX,20260122,8.4,8.4,8.4,9.2,7.6,7.8,7.8,311.0,26.364,380.0
MO2603-P-6600.CFX,20260122,7.2,7.2,6.6,8.0,6.4,6.6,6.6,243.0,17.45,1185.0
MO2603-P-6500.CFX,20260122,6.2,6.2,6.4,6.6,5.4,5.6,5.6,124.0,7.5,268.0
MO2603-P-6400.CFX,20260122,5.4,5.4,5.2,5.8,4.6,5.0,5.0,158.0,8.152,1114.0
MO2603-P-6200.CFX,20260122,3.8,3.8,4.2,4.4,3.6,3.6,3.6,86.0,3.378,1259.0
MO2603-P-6000.CFX,20260122,3.6,3.8,3.8,4.2,3.4,3.4,3.4,177.0,6.58,1850.0
MO2603-P-5800.CFX,20260122,1.6,3.2,3.6,3.6,2.8,3.0,3.0,38.0,1.226,1529.0
MO2603-P-5600.CFX,20260122,0.6,3.4,3.6,3.8,3.2,3.2,2.8,38.0,1.324,1507.0
MO2603-P-5400.CFX,20260122,0.2,2.8,2.6,2.6,2.4,2.4,2.4,15.0,0.388,1156.0
