合约代码,开盘价,最高价,最低价,收盘价,前结算价,结算价,涨跌1,涨跌2,成交量,持仓量,持仓量变化,成交额,德尔塔,行权量,trade_date
fu2601C2350,,,,455.5,429.5,455.5,26.0,26.0,0,0,0,0.0,0.90474,0,20250910
fu2601C2400,423,423,410,411.5,388.0,412.5,23.5,24.5,90,82,82,37.158,0.875948,0,20250910
fu2601C2450,370,374,370,374.0,348.5,371.0,25.5,22.5,3,3,3,1.118,0.842503,0,20250910
fu2601C2500,,,,331.5,311.0,331.5,20.5,20.5,0,0,0,0.0,0.804563,0,20250910
fu2601C2550,,,,294.5,276.0,294.5,18.5,18.5,0,0,0,0.0,0.762496,0,20250910
fu2601C2600,270,270,260,260.0,243.5,260.0,16.5,16.5,45,45,45,11.8345,0.716861,0,20250910
fu2601C2650,,,,228.0,213.0,228.0,15.0,15.0,0,0,0,0.0,0.668379,0,20250910
fu2601C2700,194.5,197,190.5,197.0,185.5,198.5,11.5,13.0,5,2,2,0.975,0.617879,0,20250910
fu2601C2750,165,168,164,164.0,160.5,171.5,3.5,11.0,8,4,4,1.325,0.566248,0,20250910
fu2601C2800,142,147,140,142.0,138.0,147.0,4.0,9.0,310,213,213,44.3965,0.514374,0,20250910
fu2601C2850,123.5,124.5,120,120.0,118.0,125.0,2.0,7.0,121,101,101,14.7565,0.463099,0,20250910
fu2601C2900,101,105.5,101,104.0,100.0,106.0,4.0,6.0,21,17,17,2.1585,0.413177,0,20250910
fu2601C2950,88,90,88,90.0,84.5,89.0,5.5,4.5,4,4,4,0.354,0.365664,0,20250910
fu2601C3000,102.5,102.5,72.5,75.0,70.5,74.5,4.5,4.0,142,74,74,10.812,0.320942,0,20250910
fu2601C3050,65,73,61,64.5,59.0,62.0,5.5,3.0,160,124,124,9.9655,0.279339,0,20250910
fu2601C3100,54,54.5,53.5,54.5,49.0,51.0,5.5,2.0,11,9,9,0.5945,0.241061,0,20250910
fu2601C3150,52,56,44,50.0,40.5,41.5,9.5,1.0,347,239,239,16.1665,0.206192,0,20250910
fu2601P2350,20,21,20,21.0,24.5,17.5,-3.5,-7.0,276,219,219,5.685,-0.093736,0,20250910
fu2601P2400,25.5,27,25.5,27.0,33.0,24.5,-6.0,-8.5,13,11,11,0.347,-0.12215,0,20250910
fu2601P2450,38.5,38.5,33,34.0,43.5,33.0,-9.5,-10.5,30,23,23,1.032,-0.155275,0,20250910
fu2601P2500,38.5,45,38.5,43.0,56.0,43.5,-13.0,-12.5,136,116,116,5.735,-0.192949,0,20250910
fu2601P2550,49,55,49,55.0,70.5,56.5,-15.5,-14.0,100,96,96,5.238,-0.2348,0,20250910
fu2601P2600,65,69,65,68.5,88.0,71.5,-19.5,-16.5,122,122,122,8.2995,-0.280264,0,20250910
fu2601P2650,85,87.5,84.5,85.5,107.5,89.5,-22.0,-18.0,45,38,38,3.845,-0.32862,0,20250910
fu2601P2700,104,107,102.5,105.0,129.5,109.5,-24.5,-20.0,142,108,108,14.976,-0.379035,0,20250910
fu2601P2750,123,132,123,128.0,154.5,132.5,-26.5,-22.0,74,56,56,9.4635,-0.43062,0,20250910
fu2601P2800,156,157,150,155.0,182.0,158.0,-27.0,-24.0,63,45,45,9.674,-0.482485,0,20250910
fu2601P2850,,,,186.0,211.5,186.0,-25.5,-25.5,0,0,0,0.0,-0.53379,0,20250910
fu2601P2900,212,212,212,212.0,243.5,216.5,-31.5,-27.0,2,2,2,0.424,-0.583777,0,20250910
fu2601P2950,245,245.5,245,245.5,278.0,249.5,-32.5,-28.5,2,2,2,0.4905,-0.631379,0,20250910
fu2601P3000,281.5,281.5,281.5,281.5,314.0,285.0,-32.5,-29.0,3,3,3,0.8445,-0.676223,0,20250910
fu2601P3050,,,,322.0,352.0,322.0,-30.0,-30.0,0,0,0,0.0,-0.717982,0,20250910
fu2601P3100,365,365,365,365.0,392.0,361.0,-27.0,-31.0,10,10,10,3.65,-0.756452,0,20250910
fu2601P3150,,,,401.5,433.0,401.5,-31.5,-31.5,0,0,0,0.0,-0.791546,0,20250910
fu2602C2350,,,,447.5,428.5,447.5,19.0,19.0,0,0,0,0.0,0.873607,0,20250910
fu2602C2400,,,,406.0,389.5,406.0,16.5,16.5,0,0,0,0.0,0.842858,0,20250910
fu2602C2450,,,,367.0,352.0,367.0,15.0,15.0,0,0,0,0.0,0.808419,0,20250910
fu2602C2500,,,,330.0,317.0,330.0,13.0,13.0,0,0,0,0.0,0.77059,0,20250910
fu2602C2550,,,,294.5,284.0,294.5,10.5,10.5,0,0,0,0.0,0.729794,0,20250910
fu2602C2600,,,,262.0,254.0,262.0,8.0,8.0,0,0,0,0.0,0.686543,0,20250910
fu2602C2650,,,,231.5,225.5,231.5,6.0,6.0,0,0,0,0.0,0.641307,0,20250910
fu2602C2700,,,,204.0,199.5,204.0,4.5,4.5,0,0,0,0.0,0.594856,0,20250910
fu2602C2750,184,184,184,184.0,175.5,178.5,8.5,3.0,1,1,1,0.184,0.548011,0,20250910
fu2602C2800,,,,155.0,153.5,155.0,1.5,1.5,0,0,0,0.0,0.501384,0,20250910
fu2602C2850,,,,134.0,134.0,134.0,0.0,0.0,0,0,0,0.0,0.455505,0,20250910
fu2602C2900,,,,115.5,116.5,115.5,-1.0,-1.0,0,0,0,0.0,0.410816,0,20250910
fu2602C2950,,,,98.5,100.5,98.5,-2.0,-2.0,0,0,0,0.0,0.368087,0,20250910
fu2602C3000,85,85,85,85.0,86.5,84.0,-1.5,-2.5,1,1,1,0.085,0.327868,0,20250910
fu2602C3050,,,,71.5,74.5,71.5,-3.0,-3.0,0,0,0,0.0,0.290018,0,20250910
fu2602C3100,71,71,71,71.0,63.5,60.0,7.5,-3.5,1,1,1,0.071,0.2546,0,20250910
fu2602C3150,61.5,61.5,61.5,61.5,53.5,50.5,8.0,-3.0,1,1,1,0.0615,0.22209,0,20250910
fu2602P2350,32.5,33.5,32.5,33.5,40.0,28.0,-6.5,-12.0,2,2,2,0.066,-0.123951,0,20250910
fu2602P2400,40.5,40.5,40.5,40.5,50.5,36.5,-10.0,-14.0,1,1,1,0.0405,-0.154303,0,20250910
fu2602P2450,,,,47.0,63.5,47.0,-16.5,-16.5,0,0,0,0.0,-0.188408,0,20250910
fu2602P2500,,,,60.0,78.0,60.0,-18.0,-18.0,0,0,0,0.0,-0.225961,0,20250910
fu2602P2550,76,76,74,74.0,95.0,74.5,-21.0,-20.5,20,20,20,1.5,-0.266537,0,20250910
fu2602P2600,91,91.5,91,91.5,114.5,91.5,-23.0,-23.0,40,40,40,3.645,-0.309621,0,20250910
fu2602P2650,110,110,110,110.0,136.0,111.0,-26.0,-25.0,10,10,10,1.1,-0.35473,0,20250910
fu2602P2700,,,,133.0,159.5,133.0,-26.5,-26.5,0,0,0,0.0,-0.401092,0,20250910
fu2602P2750,160,160,156,156.0,185.0,157.5,-29.0,-27.5,11,11,11,1.72,-0.447894,0,20250910
fu2602P2800,,,,184.0,213.0,184.0,-29.0,-29.0,0,0,0,0.0,-0.494523,0,20250910
fu2602P2850,,,,213.0,243.5,213.0,-30.5,-30.5,0,0,0,0.0,-0.540447,0,20250910
fu2602P2900,,,,244.0,276.0,244.0,-32.0,-32.0,0,0,0,0.0,-0.585226,0,20250910
fu2602P2950,,,,277.0,309.5,277.0,-32.5,-32.5,0,0,0,0.0,-0.628075,0,20250910
fu2602P3000,,,,312.5,345.5,312.5,-33.0,-33.0,0,0,0,0.0,-0.668441,0,20250910
fu2602P3050,,,,349.5,383.0,349.5,-33.5,-33.5,0,0,0,0.0,-0.706481,0,20250910
fu2602P3100,,,,388.0,422.0,388.0,-34.0,-34.0,0,0,0,0.0,-0.742134,0,20250910
fu2602P3150,,,,428.0,462.0,428.0,-34.0,-34.0,0,0,0,0.0,-0.774916,0,20250910
fu2601C2350,,,,459.0,455.5,459.0,3.5,3.5,0,0,0,0.0,0.90703,0,20250911
fu2601C2400,,,,415.5,412.5,415.5,3.0,3.0,0,82,0,0.0,0.878593,0,20250911
fu2601C2450,371,380,371,380.0,371.0,374.0,9.0,3.0,31,22,19,11.545,0.845499,0,20250911
fu2601C2500,331,341,331,339.5,331.5,334.5,8.0,3.0,8,7,7,2.696,0.807889,0,20250911
fu2601C2550,,,,297.5,294.5,297.5,3.0,3.0,0,0,0,0.0,0.766115,0,20250911
fu2601C2600,260,260.5,259.5,260.0,260.0,262.5,0.0,2.5,4,48,3,1.04,0.720722,0,20250911
fu2601C2650,,,,230.0,228.0,230.0,2.0,2.0,0,0,0,0.0,0.672414,0,20250911
fu2601C2700,195,200,195,196.0,198.5,200.5,-2.5,2.0,7,4,2,1.3805,0.622011,0,20250911
fu2601C2750,170.5,174,170,174.0,171.5,173.5,2.5,2.0,14,17,13,2.425,0.570395,0,20250911
fu2601C2800,149,151.5,138.5,147.0,147.0,148.5,0.0,1.5,461,319,106,67.1415,0.518453,0,20250911
fu2601C2850,120,128.5,119,127.5,125.0,126.5,2.5,1.5,155,133,32,18.9765,0.467029,0,20250911
fu2601C2900,103,115,101.5,108.0,106.0,107.0,2.0,1.0,93,86,69,9.8145,0.417055,0,20250911
fu2601C2950,89.5,93,86.5,92.0,89.0,90.5,3.0,1.5,100,81,77,9.0045,0.369341,0,20250911
fu2601C3000,73.5,81.5,73,79.0,74.5,75.5,4.5,1.0,335,150,76,25.6145,0.324341,0,20250911
fu2601C3050,63,67,62,66.0,62.0,62.5,4.0,0.5,103,149,25,6.6215,0.282418,0,20250911
fu2601C3100,54,56.5,53,56.5,51.0,51.5,5.5,0.5,33,30,21,1.7925,0.243792,0,20250911
fu2601C3150,43,50,41.5,48.0,41.5,42.0,6.5,0.5,490,364,125,22.8105,0.208566,0,20250911
fu2601C3200,40.5,42,38.5,39.5,33.0,34.0,6.5,1.0,250,147,147,9.9485,0.17675,0,20250911
fu2601P2350,21,21.5,19,19.0,17.5,17.0,1.5,-0.5,225,348,129,4.541,-0.091495,0,20250911
fu2601P2400,26,27,24.5,24.5,24.5,23.5,0.0,-1.0,92,76,65,2.4425,-0.119551,0,20250911
fu2601P2450,34.5,34.5,31,31.0,33.0,32.0,-2.0,-1.0,105,68,45,3.5305,-0.152324,0,20250911
fu2601P2500,42.5,43.5,39.5,40.5,43.5,42.5,-3.0,-1.0,138,168,52,5.7975,-0.189666,0,20250911
fu2601P2550,56,56,44.5,51.0,56.5,55.0,-5.5,-1.5,121,172,76,6.328,-0.231222,0,20250911
fu2601P2600,65,68.5,60,64.0,71.5,70.0,-7.5,-1.5,181,258,136,11.937,-0.276444,0,20250911
fu2601P2650,87,87,78.5,78.5,89.5,87.5,-11.0,-2.0,165,175,137,13.5285,-0.324624,0,20250911
fu2601P2700,103.5,107,98.5,98.5,109.5,107.5,-11.0,-2.0,92,159,51,9.3795,-0.374939,0,20250911
fu2601P2750,125.5,130.5,119,121.5,132.5,130.5,-11.0,-2.0,146,118,62,18.2705,-0.426507,0,20250911
fu2601P2800,151,157,146,147.0,158.0,155.5,-11.0,-2.5,168,85,40,25.308,-0.478439,0,20250911
fu2601P2850,179,186.5,172.5,173.0,186.0,183.5,-13.0,-2.5,58,47,47,10.3525,-0.52989,0,20250911
fu2601P2900,216.5,216.5,204,205.5,216.5,214.0,-11.0,-2.5,17,19,17,3.559,-0.57992,0,20250911
fu2601P2950,243.5,243.5,243.5,243.5,249.5,247.0,-6.0,-2.5,10,12,10,2.435,-0.627719,0,20250911
fu2601P3000,,,,282.0,285.0,282.0,-3.0,-3.0,0,3,0,0.0,-0.672838,0,20250911
fu2601P3050,,,,319.0,322.0,319.0,-3.0,-3.0,0,0,0,0.0,-0.714914,0,20250911
fu2601P3100,,,,357.5,361.0,357.5,-3.5,-3.5,0,10,0,0.0,-0.753727,0,20250911
fu2601P3150,404.5,409,404.5,406.5,401.5,398.0,5.0,-3.5,40,30,30,16.2465,-0.789176,0,20250911
fu2601P3200,,,,440.0,443.0,440.0,-3.0,-3.0,0,0,0,0.0,-0.821251,0,20250911
fu2602C2350,,,,456.0,447.5,456.0,8.5,8.5,0,0,0,0.0,0.868886,0,20250911
fu2602C2400,,,,415.0,406.0,415.0,9.0,9.0,0,0,0,0.0,0.838603,0,20250911
fu2602C2450,,,,376.0,367.0,376.0,9.0,9.0,0,0,0,0.0,0.804933,0,20250911
fu2602C2500,,,,339.0,330.0,339.0,9.0,9.0,0,0,0,0.0,0.768177,0,20250911
